lot,title,author,volumes,date_published,format_section,buyer,price
2047,"Young's [Edw.?] Travels in France in 1787, 8 voll in 2[?]",Young,,,Quarto (Ninth Day continued p.62),Mason[?],6[?]
2048,"——— (Edw.) Night Thoughts (1st ed.)",Young,,1745[?],Quarto (Ninth Day continued p.62),Boone,5[?]
2049,"Zanoli, a (See.) Life of the Philip Sidney, portrait, russia, arms, marble boards",,,,Quarto (Ninth Day continued p.62),Darnell[?],1.16[?]
2050,"[?] Marie",,,,Quarto (Ninth Day continued p.62),Ogden[?],4[?]
2051,"——— Vaillant 3",,,,Quarto (Ninth Day continued p.62),Holden[?],3[?]
,,,,,FOLIO,,
2052,"Tacitus, translated by Greenwood [?]",,1640[?],Folio (Ninth Day),Ogle[?],3[?]
2053,"Timonel Bibliotheca Botanio-Hibernica, a Wilkins",,,1789[?],Folio (Ninth Day),Priest[?],6[?]
2054,"Thes Germaniques Liberti, con le figure di Romanus",,,Geneva 1590[?],Folio (Ninth Day),Priestley,6[?]
2055,"Temple's (Sir W.J.) Works, 2 vol. portrait",Temple,2,,Folio (Ninth Day),Lamert[?],1[?]
2056,"———",,,,Folio (Ninth Day),[?],[?]
2057,"Till (Mich. Ang.) Catalogue Plantarum Horti Pisani, front and plates",Tilli,,Florent. 1723,Folio (Ninth Day),Long[?],6[?]
2058,"Trevisii Dictionarie Universell, Francais et Latin, 3 tom.",,Paris 1752[?],Folio (Ninth Day),Holber[?],6[?]
2059,"Uberti (Fas.) Amales, portrait",,Paris 1752[?],Folio (Ninth Day),Smith[?],[?]
2060,"Usher's (Archb.) Annals of the Old and New Testaments",Usher,,,Folio (Ninth Day),[?],[?]
2061,"——— portrait",,1658,Folio (Ninth Day),Graston[?],5[?]
2062,"Ville-Hardouin (Geoffroy de) Histoire de l'Empire de Constantinople, sous les Empereurs Francois",,1657[?],Folio (Ninth Day),[?],[?]
2063,"Vitruve d'Architecture, par Perrault, planches",,1684,Folio (Ninth Day),Smith,3.6
2064,"——— de Architettura",,Sp. Lat. 1649[?],Folio (Ninth Day),[?],[?]
2065,"Vocabolario degl' Accademici della Crusca, 3 tom.",,,1746[?],Folio (Ninth Day),Priestley,9.6[?]
2066,"Wallisii (Joh.) Opera Mathematica, 3 vol. (4to, large folio)",Wallis,3,1695-99,Folio (Ninth Day),[?],[?]
2067,"Ward's Lives of the Professors of Gresham College",,,,Folio (Ninth Day),Long[?],3[?]
2068,"———  crit and plates",,,,Folio (Ninth Day),[?],[?]
2069,"Whitson[?] (H.) Anglo Saxon, 2 vol.",,1643[?],Folio (Ninth Day),Ogden[?],[?]
2069a,"Whitby's Paraphrase and Commentary on the New Testament, 2 vol.",Whitby,2,,Folio (Ninth Day),Ogden[?],[?]
2070,"Wilkins' Essay towards a real Character, a. P.",,,,Folio (Ninth Day),[?],4[?]
2071,"Wood's (Ant.) Athenae Oxonienses, 2 vol.",Wood,2,1691,Folio (Ninth Day),Holden[?],6[?]
2072,"——— Historia et Antiquitates Universitatis Oxoniensis, 2 vol. in 1.",,,,Folio (Ninth Day),Stead[?],4[?]
2073,"Women's (Gal.) Leges Wallicae, Ecclesiasticae et Civiles",,1730,Folio (Ninth Day),Ogle[?],14.6[?]
,,,,,LARGE PAPER,,
,,,,,BOOKS OMITTED,,
,,,,,OCTAVO ET INFRA (Books Omitted),,
2074,"Demostrazione di Padova, fig.",,Padova 1767[?],Octavo et Infra (Books Omitted),Boran[?],6[?]
2075,"Libro delle Preghiere Pubbliche",,Londra 1683[?],Octavo et Infra (Books Omitted),Ogla[?],1.6
2076,"Fiorillo (Silv.) Lucilla Costante",,1696[?],Octavo et Infra (Books Omitted),Larns[?],7[?]
2077,"Bousset (J. B.) Histoire Universelle",Bossuet,,Londre 1696[?],Octavo et Infra (Books Omitted),Smith,3[?]
2078,"Marivaux (M. de) Spectateur Francois",Marivaux,,Paris 1728,Octavo et Infra (Books Omitted),Gaily[?],2[?]
2079,"Histoire de Ptolemee Auletes, fig.",,ib. 1698[?],Octavo et Infra (Books Omitted),Forshook,2[?]
2080,"Webb's (Dan.) Beauties of Painting and Poetry, and Observations on Poetry and Music",Webb,,"1761, 9",Octavo et Infra (Books Omitted),Henderson[?],4.6[?]
2081,"Giuliani (G. F.) Dialogo",Giuliani,,Roma 1653,Octavo et Infra (Books Omitted),Laing,3[?]
2082,"d'Urfey's New Operas, Comical Stories and Poems",d'Urfey,,1721,Octavo et Infra (Books Omitted),Martin[?],5[?]
2083,"Baker's Reflections upon Learning",Baker,,1708,Octavo et Infra (Books Omitted),Byron,6[?]
2084,"Bettinelli (Sav.) Risorgimento d'Italia, 2 t.",Bettinelli,,Bassano 1775,Octavo et Infra (Books Omitted),Lamst[?],4[?]
2085,"M'Kennon's (Charles) Essays",M'Kennon,,Edinb. 1785,Octavo et Infra (Books Omitted),Smith,6[?]
2086,"Maps (11) of France, Italy, &c. in a Case",,,,Octavo et Infra (Books Omitted),Smith,2[?]
2086*,"l'Opere Magnanime de i due Tristani Cavalieri della Tavola Ritonda, 2 tom. Old Black Letter",,,Venet. 1555,Octavo et Infra (Books Omitted),Forshook,4.10
,,,,,QUARTO (Books Omitted),,
2087,"de Bry's (John Theod.) Caracters and Diversitie of Letters used by divers Nations",de Bry,,Francf. on the Maine 1628,Quarto (Books Omitted),Heber,6.6
2088,"Latimer's (Hugh) Sermons, black letter",Latimer,,Lond. J. Daye 1584,Quarto (Books Omitted),Holden,1.2
2089,"Pegna (Gio. Batt.) Romanzi for all",Pegna,,Vinegia 1554,Quarto (Books Omitted),Forshook,1[?]
2090,"Hamilton (C. Ant.) Memoires du Comte de Grammont, par H. Walpole, 3 portraits",Hamilton,,Lond. 1783,Quarto (Books Omitted),Smith,7[?]
2091,"Williams' (Anna) Miscellanies Ba——",Williams,,1766,Quarto (Books Omitted),Boswell,1[?]
2092,"Bland's (John) Specimen of Writing",Bland,,,Quarto (Books Omitted),[?],[?]
2093,[?],,,,Quarto (Books Omitted),[?],[?]
