lot,title,author,volumes,date_published,format_section,buyer,price
545,"Ecole du Bonheur, ou Tableau des Vertus Sociales",,,1791,Third Day's Sale - Octavo et Infra,Worthley[?],[?]
546,"Edmondson's (Jos.) Proceedings",,,,[?],Third Day's Sale - Octavo et Infra,Boone,[?]
547,"Edinburgh Review, No. 27—Quarterly Review, Nos. 4 and 5",,,1809,Third Day's Sale - Octavo et Infra,Mason[?],0.6.0 [?]
548,EIKON BASILIKH The Pourtraicture of King Charles I,,,1649,Third Day's Sale - Octavo et Infra (p.17),Anthell,0.2.6
549,"his Majesties Sufferings, portrait",,,Oxon. 1799,Third Day's Sale - Octavo et Infra (p.17),Boone,0.6.0
550,[?],,,1721,Third Day's Sale - Octavo et Infra (p.17),Bewdley[?],[?]
551,"English Parnassus, of the Early English Poets, 3 v.",,,1804,Third Day's Sale - Octavo et Infra (p.17),[?],[?]
552,of the Early English Metrical Romances,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
553,"Epictetus, 1 vol.",,,Worces. 1758,Third Day's Sale - Octavo et Infra (p.17),Bewdly[?],[?]
554,"Entick's History of London, Westminster and Southwark",,,1766,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
555,"Erythraeus, Gr. et Lat. Simplicii et Arriani",,,1600,Third Day's Sale - Octavo et Infra (p.17),Boone,[?]
556,"(Dean) Collected by Bond",,,1731,Third Day's Sale - Octavo et Infra (p.17),Anthell[?],[?]
557,"Morise Epocuvion, or a Panegyrick upon",,,1759,Third Day's Sale - Octavo et Infra (p.17),C.B. Bromfield[?],[?]
558,"Reply, plates",,,Birmingham [?],Third Day's Sale - Octavo et Infra (p.17),Charles,0.18.0
559,"Essay/ Fable des Phantres, a tom.",,,1708,Third Day's Sale - Octavo et Infra (p.17),Boone,0.2.6
560,Essais sur les Superstitions,,,1743,Third Day's Sale - Octavo et Infra (p.17),Priestley[?],[?]
561,"Euler (M.) Histoire de l'Astronomie, 3 tom.",,,1755,Third Day's Sale - Octavo et Infra (p.17),C.C.[?],[?]
562,Ere de l'Hommes dans le Peche Original,,,1784,Third Day's Sale - Octavo et Infra (p.17),Christie[?],0.6.0
563,"European Magazine, from its Commencement in 1782, 8 vols.",,,1801,Third Day's Sale - Octavo et Infra (p.17),Christie[?],0.6.0
564,"M.S. and bound",,,1777,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
565,"Eusby's Old Ballads, 2 vol.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),M' Priestley,0.8.0
566,"(Joseph) Small Sculpture, portrait",,,Auo [?] 1755,Third Day's Sale - Octavo et Infra (p.17),[?],[?]
567,"Excellence of the Pen and Pencil, Franst's Perspective",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],0.7.6 [?]
568,"Essay of Painting, by Evelyn, in 1 vol.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
569,"(H.) Works, 2 vol. in 1",,,1703,Third Day's Sale - Octavo et Infra (p.17),Boone,0.3.0
570,"Expilly (Abbe) Geographie Manuel, over cartes",,,,[?],Third Day's Sale - Octavo et Infra (p.17),M.G.[?] Priestley[?],[?]
571,"Extracts and of Pausanias the Statues, Pictures and Temples in Greece",,,1738,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],0.6.0
572,"Bubla, Trois Cris, en Musiques dans le gout de M. le [?]",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
573,"Fabliaux et Contes du XII, et du XIII. Siecle, 3 tom.",,,1779,Third Day's Sale - Octavo et Infra (p.17),Priestley[?],0.9.0 [?]
574,"et Contes des Poetes Francois XII, XIII, XIV, XV, Siecles, 3 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),Boone,[?]
575,"Fabretti Dictionnaire Portatif, Francoise et Italien",,,1757,Third Day's Sale - Octavo et Infra (p.17),M' Priestley[?],[?]
576,Patricii Bibliotheca Latina,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
577,3 tom.,,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
578,"(G.) Medius et Infimia Aetatis, 6 v.",,,1733,Third Day's Sale - Octavo et Infra (p.17),[?],0.8.0 [?]
579,"Fagnani (G.o. Bat.) Commentaries, 7 tom.",,,Baren. [?],Third Day's Sale - Octavo et Infra (p.17),Anthell,0.3.6 [?]
580,"Fagner's Essay on the Learning of Shakespeare",,,1789,Third Day's Sale - Octavo et Infra (p.17),Charles,0.4.6
581,"Faulkner's Historical and Topographical Description of Chelsea, plates",,,1762,Third Day's Sale - Octavo et Infra (p.17),M' Priestley,[?]
582,"Feart (M.) Theatre, 5 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.17),[?],[?]
586,"Fawkes and Woty's Poetical Calendar, 12 vol. (vol. 8 and 9 wanting)",,,1763,Third Day's Sale - Octavo et Infra (p.18),Price[?],0.7.6
587,"(Francis) Original Elegisms and Translations",,,1769,Third Day's Sale - Octavo et Infra (p.18),M'Martin[?],[?]
588,"Fenelon's Review of the Proceedings at Paris",,,,[?],Third Day's Sale - Octavo et Infra (p.18),M'Gwillam[?],[?]
589,Fenelon's Morte de Telemaque,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
590,Fielding's Prejudice,,,,[?],Third Day's Sale - Octavo et Infra (p.18),Soffonce[?],[?]
591,"Fielding's (Henry) Works",,,1784,Third Day's Sale - Octavo et Infra (p.18),Anthell[?],0.3.0 [?]
592,"Florentio (Mary) Works, 8 vol. and some gilt leaves",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Priestley,0.6.0 [?]
593,Fitzherbert's (Sir Thos.) Letters,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
594,Fletcher Beaumont,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
595,"Fleetwood's Chronicon Preciosum, plates",,,1745,Third Day's Sale - Octavo et Infra (p.18),Snaffly[?],[?]
596,"Florian, l'Estelle, Nouvelles en Vers",,,1796,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
597,"Fontaine, Fables Choisies, mises en Vers, 3 tom.",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Priestley,0.5.0
598,"Fontenelle (Mons. de) Oeuvres, 10 tom.",,,1752,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
599,"Trublet (Mr. de) Memoires sur la Vie, par l'Abbe",,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
600,"Forestero Illuminato intorno la Citta di Venezia, plates",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Triphook[?],[?]
601,Fourcroy on Assent and Quantity,,,,[?],Third Day's Sale - Octavo et Infra (p.18),Thane[?],[?]
602,A founding Hospital for Wit,,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
603,"Fragment sur of the Sixth Book of Polybius, Great Britain",,,,[?],Third Day's Sale - Octavo et Infra (p.18),[?],[?]
604,"Francklin's Tour from Bengal to Persia",,,1798,Third Day's Sale - Octavo et Infra (p.18),[?],0.3.0 [?]
605,"Portfolial Miscellaneous and Philosophical Poems",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Boadley[?],[?]
606,French Constitution Authentic Copy,,,1791,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
607,"Freron Lettres sur quelques ecrite ce Tems, 13 tom.",,,1754,Third Day's Sale - Octavo et Infra (p.18),Boone,[?]
608,"Priestgartmer's Abstract of the Whole Doctrine of the Christian Religion",,,,[?],Third Day's Sale - Octavo et Infra (p.18),Anthell[?],0.2.6
609,Fuller's Medicina Gymnastica,,,1718,Third Day's Sale - Octavo et Infra (p.18),[?],[?]
612,"Corpus Omnium Veterum Poetarum Latinorum, Lat. ed.",,,1731,Third Day's Sale - Quarto,Priestley,0.5.5
613,Corticelli della Toscana Eloquenza,,,1755,Third Day's Sale - Quarto,Maltby[?],[?]
614,"Cox's (Wm.) Memoirs of the Life and Administration of Sir Robert Walpole, 3 vol. part.",,,1798,Third Day's Sale - Quarto,[?],[?]
615,"Abstract of the Russian Discoveries between Asia and America, maps",,,1780,Third Day's Sale - Quarto,Capell[?],[?]
616,"Crescimbeni (Gio. Mar. de) Commentarii della Volgar Poesia, 6 vol.",,,Roma 1702,Third Day's Sale - Quarto,[?],0.6.0
617,Istoria dell'Volgar Poesia,,,1714,Third Day's Sale - Quarto,Lane[?],[?]
618,"Cruden's (Alex.) Concordance to the Holy Bible, porte.",,,1761,Third Day's Sale - Quarto,[?],[?]
619,"Cudworth's (R.) Intellectual System, by Birch, 2 v. front.",,,1743,Third Day's Sale - Quarto,[?],0.3.0
620,"Cumberland's (Richd.) Calvary, or the Death of Christ",,,1792,Third Day's Sale - Quarto,[?],[?]
621,Catesby (Bp.) Treatise of the Laws of Nature,,,1727,Third Day's Sale - Quarto,[?],[?]
622,"D'Alembert (J. le R. Rond) Recherches sur differens points Importans du Systeme du Monde, 2 tom.",,,1754,Third Day's Sale - Quarto,Priestley[?],0.3.0
623,"Daniello (Ber.) Poetica",,,Venet. 1536,Third Day's Sale - Quarto (p.20),Christie,0.6.0
624,"Daguesseau, Francois et Lat. 2 vol.",,,1757,Third Day's Sale - Quarto (p.20),[?],[?]
625,"Deposito Dichiarizioni, Linnean et collections",,,,[?],Third Day's Sale - Quarto (p.20),Ellis[?],[?]
626,"(John) Comes",,,Engl. 1326,Third Day's Sale - Quarto (p.20),[?],[?]
627,"Davies (John's) Coll. Antidiot.",,,N.Y. 1602,Third Day's Sale - Quarto (p.20),Triphook,[?]
628,"Davila (H. C.) Istoria delle Guerre Civili di Francia",,,1615,Third Day's Sale - Quarto (p.20),Anthell,0.11.0 [?]
629,"History of the Civil Wars of France, by Farnsworth, 3v.",,,1758,Third Day's Sale - Quarto (p.20),Priestley,0.8.0
630,Lords on the [?] astrem Hamburg,,,1797,Third Day's Sale - Quarto (p.20),Benedict[?],[?]
631,"particulars for l'Histoire et en Properties",,,1719,Third Day's Sale - Quarto (p.20),Smith,[?]
632,"(Chanois) Letters, Memoirs, Negociations partieuses",,,1770,Third Day's Sale - Quarto (p.20),Christie,0.12.0
633,"Dissertation on Orations, translated by Leland, Francis",,,1771,Third Day's Sale - Quarto (p.20),Shirdee[?],0.6.0
634,Dyn[?],,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
635,"Historia Ecclesiasticum, translated by Spelman, 4 v.",,,1729,Third Day's Sale - Quarto (p.20),Enfield[?],0.3.6
636,"Ducarel de Souns Regalis Societatis Londonii Acta",,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
637,"Gale's Opuscula, manuscripts, Juvenis, 2 vol. illustrated",,,,[?],Third Day's Sale - Quarto (p.20),Hauss[?],0.1.6 [?]
638,"a plates, Geographics, Clinques, 2 vol.",,,1618,Third Day's Sale - Quarto (p.20),[?],[?]
639,"Denon's (A.) Nummos and Aquiline Coins of the Antients",,,1793,Third Day's Sale - Quarto (p.20),Priestley,0.2.0 [?]
640,"Lond, Legends, portraits and plates",,,Mus. 1744,Third Day's Sale - Quarto (p.20),C.B.[?] Sheel[?],0.6.0
641,"De la Ralle (J.B.) Exactions Comique de l'Empire de la Chine et de",,,,[?],Third Day's Sale - Quarto (p.20),[?],[?]
642,"Du Rosseaux, 4 tom. figures et engravure",,,,[?],Third Day's Sale - Quarto (p.20),Trephook[?],0.6.0
643,"Dupre (D.) Illustrations of the Latin of Antiquities",,,,[?],Third Day's Sale - Quarto (p.20),Boone,[?]
644,Oeuvres Melees,,,1715,Third Day's Sale - Quarto (p.20),[?],[?]
645,Elmes's English Saxon Grammar,,,1712,Third Day's Sale - Quarto (p.20),Ellis[?],0.5.0
646,"Enciclopedi (Sir Henry) Determination of the Orbits of Comets",,,1793,Third Day's Sale - Quarto (p.20),Davenport[?],[?]
647,"Euripides, translated by Potter, 2 vol.",,,1781,Third Day's Sale - Quarto (p.20),M'Martins[?],0.5.0 [?]
648,"Esteins des Assertions Dangereuses et Pernicieuses en tout, Cours serieux-enseignes par les Soi-disant Jesuites 1753",,,1753,Third Day's Sale - Quarto (p.20),Priestley,0.18.0 [?]
649,"Fabricii (J.A.) Bibliotheca Graeca, et Lat.",,,Hamb. 1718,Third Day's Sale - Quarto (p.20),M' Leasing[?],0.4.6 [?]
650,"Fauchet (A.) Oeuvres",,,1610,Third Day's Sale - Quarto (p.20),Loag[?],0.12.6
651,"Feltham (Owen) Historical and Topographical Account of Feltham, plates",,,,[?],Third Day's Sale - Quarto (p.20),Priestley,0.8.0
652,"Felbien (And.) Entretiens sur les Vies et Ouvrages des",,,,[?],Third Day's Sale - Quarto (p.20),Smith[?],0.5.0
653,"Ancients et Modernes, 2 tom.",,,1696,Third Day's Sale - Quarto (p.20),Smith[?],0.5.0 [?]
654,"Feneleon's (Fr.) Adventures of Telemachus, by Hawkesworth",,,1708,Third Day's Sale - Quarto (p.20),Smith [?],0.2.6
655,"Ferguson's (Jas.) Astronomy, plates",,,1764,Third Day's Sale - Quarto (p.20),Ellis,0.2.0
656,"Ferreira de Veterum Acclamationibus et Plausu, Mediol.",,,1737,Third Day's Sale - Quarto (p.20),[?],0.2.0
660,"Ficoroni Maschere Sceniche e le Figure Comiche d'Antichi Romani, figure",,,1746,Third Day's Sale - Folio,Locarno[?],[?]
661,"Fleetwood (Jnos.) Veterum Graecorum Poetarum Fragmentarium, Gr. et Lat. Labbei",,,,[?],Third Day's Sale - Folio,Anthell,[?]
662,"Field (Martin) Tables of English Silver and Gold Coins, and his Table of English Gold Coins, in 1 vol.",,,,[?],Third Day's Sale - Folio,Anthell[?],0.9.0 [?]
663,Portraits (Coll.),,,,[?],Third Day's Sale - Folio,[?],[?]
664,"Forster's (J.R.) Voyages and Discoveries made in the North",,,1786,Third Day's Sale - Folio,Anthell[?],[?]
665,France,,,,[?],Third Day's Sale - Folio,[?],[?]
666,"Franklin, Histoire Literaire de la, 12 tom.",,,1733,Third Day's Sale - Folio,Triphook,0.3.0
667,"Franklin's (Benjn) Experiments and Observations on Electricity",,,1769,Third Day's Sale - Folio,Violet[?],[?]
668,"Calepini (Amb.) Dictionarium Undecim Linguarum",,,1616,Third Day's Sale - Folio,Halden[?],0.5.6
669,"Cameron's (Lewis de) Land, by Fanbury, portraits",,,1628,Third Day's Sale - Folio,M' Priestley,0.14.0 [?]
670,"Camden's (Wm.) Annals, or the History of Queen Elizabeth",,,,[?],Third Day's Sale - Folio,[?],[?]
671,"Cassandra, a Romance, translated by Sir C. Cotterell",,,1667,Third Day's Sale - Folio,Priestley[?],[?]
672,"Catalogus Bibliothecae Musei Britannici, 2 vol.",,,Land. 1787,Third Day's Sale - Folio,James[?],0.4.0
673,"Catalogus Librorum Manuscriptorum Angliae, et Hiberniae cum Indice Alphabetico",,,Oxon. 1697,Third Day's Sale - Folio,[?],[?]
674,"Chambers' Dictionary of Arts and Sciences, by Rees, Nos. 1 to 30, plates",,,1778,Third Day's Sale - Folio,Loauth[?],[?]
675,"with the plates separate, 5 vol.",,,1786,Third Day's Sale - Folio,[?],[?]
676,"Chaucer, (Geoffrey) Works, black letter",,,1602,Third Day's Sale - Folio,Christie[?],0.4.0 [?]
677,"by Urry, port. and plates",,,1721,Third Day's Sale - Folio,C.B. Barney,0.12.0 [?]
678,"Chillingworth's (Wm.) Works",,,1742,Third Day's Sale - Folio,[?],0.5.0 [?]
679,"Churchill's (Sir Winston) Divi Britannici; being a Remark upon the Lives of all the Kings of the Isles",,,1675,Third Day's Sale - Folio,[?],0.6.0
680,"Ciceronis Opera, Lambini, 4 vol. in 2",,,Paris 1566,Third Day's Sale - Folio,C.B. Christie[?],[?]
681,"Clarendon's (Earl of) History of the Rebellion and Civil War in England, ports.",,,1702,Third Day's Sale - Folio,Gledsty[?],[?]
682,"Collier's Ecclesiastical History of Great Britain, 2 vol.",,,1708,Third Day's Sale - Folio,Bingley[?],0.2.0
683,"(Jer.) Historical, Geographical, Genealogical, and Poetical Dictionary, 4 vol. portrait",,,1701,Third Day's Sale - Folio,[?],[?]
684,Comines (Philip de) History of,,,1674,Third Day's Sale - Folio,Anthell,0.6.0
685,"Cooperi (Thos.) Thesaurus Linguae Romanae et Britannicae",,,Lond. 1578,Third Day's Sale - Folio,Anthell,0.10.0
686,"Copy of the Establishment commencing the first Day of July, 1702, together with all the Extraordinary Dyets and Charges which have since happened and been directed, and allowed of by her Majesty Queen Anne's particular Warrants, MS.",,,,[?],Third Day's Sale - Folio,A.B. Playford[?],[?]
687,"Cotgrave and Howell's French and English Dictionary",,,1650,Third Day's Sale - Folio,Priestley,[?]
688,"Crasso (Ler.) Istoria de Poeti Greci",,,Nap. 1678,Third Day's Sale - Folio,Triphook,[?]
688,"Gaffarel's (Jas.) Unheard of Curiosities, Englished by Edward Chilmead",,,1650,Fourth Day's Sale - Octavo et Infra,Boamster[?],0.4.6
689,"Garimberto (Hieron.) et altri degni Autori Concetti",,,Venet. 1585,Fourth Day's Sale - Octavo et Infra,Mattley[?],0.3.0
690,"Garrick's (David) Poetical Works, 2 vol.",,,1785,Fourth Day's Sale - Octavo et Infra,Charles,0.16.0 [?]
691,"Garth's Dispensary, a Poem",,,1741,Fourth Day's Sale - Octavo et Infra,[?],[?]
692,Gassendi Institutio Astronomica,,,1653,Fourth Day's Sale - Octavo et Infra,Blunt[?],0.6.0 [?]
693,"Gay's (John) Poems, 2 vol.",,,1775,Fourth Day's Sale - Octavo et Infra,Charles,0.2.6
694,"Geddes' Miscellaneous Tracts, 3 vol. 1702, &c.—Council of Trent, 1714—Tracts against Popery, 1715—Church History of Ethiopia, 1696, 6 vol. uniform",,,,[?],Fourth Day's Sale - Octavo et Infra,Triphook,0.1.5
695,"Genlis (Madame) Veillees du Chateau, 3 tom.",,,1784,Fourth Day's Sale - Octavo et Infra,Fogg,0.8.6 [?]
696,"Gentleman's Magazine, from 1741 to 1749, 9 vol. half bound, uncut",,,,[?],Fourth Day's Sale - Octavo et Infra,Priestley,0.1.6 [?]
697,"Index to, from 1731 to 1786, 2 vol.",,,,[?],Fourth Day's Sale - Octavo et Infra,Priestley[?],0.4.0 [?]
698,Gentleman's Library,,,1715,Fourth Day's Sale - Octavo et Infra,Howe [?],0.6.0
699,Geoffroy's Treatise on Foreign Vegetables,,,1749,Fourth Day's Sale - Octavo et Infra,W.H. Miller[?],[?]
700,German and English Grammar,,,1758,Fourth Day's Sale - Octavo et Infra,Boone,0.6.0
701,"Gesner Mort d'Abel, par Huber",,,1760,Fourth Day's Sale - Octavo et Infra,[?],[?]
702,"Gherardi Theatre Italien, 6 tom. planches",,,1721,Fourth Day's Sale - Octavo et Infra,Sheldon[?],0.1.0
703,"Gibbon's (E.) Decline and Fall of the Roman Empire, 6 vol. portrait",,,1783,Fourth Day's Sale - Octavo et Infra,Boone,0.15.0 [?]
704,Essai sur l'Etude de la Litterature,,,1761,Fourth Day's Sale - Octavo et Infra,Boone,0.6.0
705,[?],,,1701,Fourth Day's Sale - Octavo et Infra,[?],[?]
706,Gillies' View of the Reign of Frederick II. of Prussia,,,1789,Fourth Day's Sale - Octavo et Infra,Pearce[?],0.6.0
707,Gilpin's Essay on Prints,,,1781,Fourth Day's Sale - Octavo et Infra,W.H. Miller,0.6.0 [?]
708,"Observations on the River Wye, plates",,,1782,Fourth Day's Sale - Octavo et Infra,[?],0.6.0 [?]
709,"Giornale de Letterati d'Italia a Anno 1710 ab Anno 1722, 37 vol.",,,1710-22,Fourth Day's Sale - Octavo et Infra,Triphook,0.1.13.0
711,"Girard Principes de la Langue Francoise, 2 tom.",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],0.1.0 [?]
712,Grammaire Principes Francois,,,,[?],Fourth Day's Sale - Octavo et Infra,Blunt[?],0.6.0
713,2 tom.,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
714,"Goguet's Origin of Laws, Arts, and Sciences, 3 vol.",,,1761,Fourth Day's Sale - Octavo et Infra,[?],[?]
715,"Golden (Lieut.) Opera, 10 tom. plates",,,Firen. [?],Fourth Day's Sale - Octavo et Infra,Stakhouse[?],[?]
716,Extemporaneous Diss. vol 1-2 wanting,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
717,"Goldsmith's Poetical and Dramatic Works, 2 vol. part.",,,1780,Fourth Day's Sale - Octavo et Infra,[?],[?]
718,"and a Walk in and about the City of Canterbury",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
719,Gombelli (Pierre) Obras,,,1793,Fourth Day's Sale - Octavo et Infra,[?],[?]
720,"Gozzi (Gasp.) Opera, 6 tom.",,,Firenz. 1785,Fourth Day's Sale - Octavo et Infra,[?],[?]
721,"Gravesande's Explanation of the Newtonian Philosophy, plates",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
722,"Gravina (Vincenzio) Tragedia",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
723,della Region Poetica,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
724,"Greaves (John) Miscellaneous Works, 2 vol. plates and portraits",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
725,Gregorio Papa Istoria del,,,Flagin. [?],Fourth Day's Sale - Octavo et Infra,[?],[?]
726,"Gregory's Elements of Astronomy, 2 vol.",,,1715,Fourth Day's Sale - Octavo et Infra,[?],[?]
727,"Gregory's View of the State and Faculties of Man",,,1785,Fourth Day's Sale - Octavo et Infra,Priestley[?],[?]
728,"Greville's Maxims, Characters, and Reflections",,,1757,Fourth Day's Sale - Octavo et Infra,[?],[?]
729,"Gros Recuil de Poesies Provencoales[?] Glossary[?]",,,1789,Fourth Day's Sale - Octavo et Infra,[?],[?]
730,"Groty (Et.) Premiere Oeuv[?]",,,,[?],Fourth Day's Sale - Octavo et Infra,Malhay[?],[?]
731,"Grosier's Description of China, 3 vol.",,,1788,Fourth Day's Sale - Octavo et Infra,[?],[?]
732,Grotius de Veritate Religionis Christianae,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
733,Truths of the Christian Religion,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
734,"on the Christian Religion, by Clarke",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
735,"on the Rights of War and Peace, 3 vol.",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
736,Gualberto de Soria Dialogos,,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
737,"Guerin Description de l'Academie Royale des Arts, de Peinture et de Sculpture",,,,[?],Fourth Day's Sale - Octavo et Infra,Blathde[?],0.6.0
738,"Guicciardini's History of Italy, 10 vol.",,,,[?],Fourth Day's Sale - Octavo et Infra,Clarke[?],[?]
739,"Guida de Forestieri di Napoli, fig.",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
740,"della Curiosita di Foresien et altri Lugg.",,,1785,Fourth Day's Sale - Octavo et Infra,[?],[?]
741,"Guides to different Towns, &c. a parcel",,,,[?],Fourth Day's Sale - Octavo et Infra,Spano[?],0.6.0
742,"Giudicio sopra la Tragedia di Canace et Macareo—Speroni Canace Tragedia",,,,[?],Fourth Day's Sale - Octavo et Infra,[?],[?]
743,"Guthrie Dissertations sur les Antiquites de Russie, planches",,,,[?],Fourth Day's Sale - Octavo et Infra,Scholoner[?],[?]
744,"Hackett's Select and Remarkable Epitaphs, 2 vol. with MS. additions",,,1757,Fourth Day's Sale - Octavo et Infra,Torllston[?],0.2.0
745,"Hale's (Mrs.) Poetical Attempts",,,1757,Fourth Day's Sale - Octavo et Infra,[?],[?]
746,"Halhed's Code of Gentoo Laws, plates",,,1777,Fourth Day's Sale - Octavo et Infra,Priestley,0.6.6 [?]
747,"Haller (M.) Poesies",,,Berne 1760,Fourth Day's Sale - Octavo et Infra,[?],[?]
748,"(Dr. Albert) Physiology, 2 vol.",,,1754,Fourth Day's Sale - Octavo et Infra,[?],[?]
749,"Hall's Court of Vertue, black letter",,,,[?],Fourth Day's Sale - Octavo et Infra,Anthell,0.3.6
750,Hamilton Memoires du Comte de Grammont,,,1749,Fourth Day's Sale - Octavo et Infra,[?],[?]
751,"Halliday, on the Ascent of Vapours, Formation of 1760",,,,Fourth Day's Sale - Octavo et Infra (p.23),Anthell,0.1.0 [?]
752,"Varney's Treatise on the Ear, plates",,,1748,Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
753,"Volre Entier, vol. in 1",,,Amst. 1738,Fourth Day's Sale - Octavo et Infra (p.23),M'Fisher[?],0.7.6 [?]
754,Volre Foires and Coxes,,,1757,Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
755,"Church of Confield, I and II. James I. and Charles",,,1723,Fourth Day's Sale - Octavo et Infra (p.23),Reid[?],0.5.0
756,Fleet Treatises,,,1768,Fourth Day's Sale - Octavo et Infra (p.23),Bland[?],[?]
757,Heraldical Arrangements,,,1774,Fourth Day's Sale - Octavo et Infra (p.23),Head[?],0.3.6
758,"Philosophical Inquiries, 3 vol. portraits",,,1790,Fourth Day's Sale - Octavo et Infra (p.23),Alexandrova[?],0.4.0
759,"Description and Use of the Globes, plates",,,1731,Fourth Day's Sale - Octavo et Infra (p.23),Anthell,0.3.0 [?]
760,"(John's.) Grecian Antiquities",,,1710,Fourth Day's Sale - Octavo et Infra (p.23),Charles,0.6.0
761,"or on the Various Editions of the Classics",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
762,"Roman Classick",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
763,"Voyages and Travels in the Levant, in 1749",,,1764,Fourth Day's Sale - Octavo et Infra (p.23),Belt[?],0.8.0 [?]
764,"(N.H. Z) Answer to the Articles of Impeachment",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),Smith[?],0.6.0 [?]
765,"History of India, 3 vol.",,,1806,Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
766,"(Charles) or a Particular Chinese History, 6 vol.",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),M.C. Chipfield[?],[?]
767,"Harris's Origin of the English Drama, 3 vol.",,,1773,Fourth Day's Sale - Octavo et Infra (p.23),Bewdley[?],[?]
768,Antient Pedigrees,,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
769,"Harvey's Collection of Curious Discourses, 2 v.",,,1771-75,Fourth Day's Sale - Octavo et Infra (p.23),Goon[?],0.6.0
770,"Liber Niger Scaccarii, 2 v.",,,1774,Fourth Day's Sale - Octavo et Infra (p.23),Triphook,0.5.6 [?]
771,[?],,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),James[?],[?]
772,"Daniel Histories, or a Short System of Universal History, 2 vol. MS. additions",,,1703,Fourth Day's Sale - Octavo et Infra (p.23),Bramston,0.5.0 [?]
773,"Historiale d'Elogio, 1 tom.",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
774,"(James) or a Discourse between Jest and Earnest, 2 vol.",,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),Anthee[?],0.2.6
775,"Hemonsont, Recueil de ce qui a ete public de plus Part le Ville—Recherches sur les Ruines d'Herculanum",,,1753-79,Fourth Day's Sale - Octavo et Infra (p.23),[?],[?]
776,"Herbert (Lord) of Cherbury's Antient Religion of Gentiles",,,1705,Fourth Day's Sale - Octavo et Infra (p.23),Brackley[?],0.4.6
777,Henrie's Account of the Charterhouse,,,1677,Fourth Day's Sale - Octavo et Infra (p.23),Bramton[?],[?]
778,Herodiano's History of the Roman Emperors,,,,[?],Fourth Day's Sale - Octavo et Infra (p.23),Lautlee[?],0.5.0
779,"Herodotus, translated by Littlebury, 2 vol.",,,1747,Fourth Day's Sale - Octavo et Infra (p.23),C.B. [?] Leather[?],0.13.0 [?]
