date,direction,correspondent,repository,first_line
11 Aug 1780,from,Ferdinando Bertoni,NYPL(B),"Eccomi arrivata in pacchi giorno [?]"
11 Aug 1780,from,William Bewley,Osb,"I need not tell my bosy pleas'd I was to see you [?]"
27 Aug [1780],from,HLTP,Osb,"What my dear Site is la become of our fair Fanny [?]"
18 Sept 1780,from,Padre Martini,Osb,"Per messo del sig. Re[?] Ferdinando Bertoni [?]"
12 Oct 1780,from,Thomas Twining,BM,"I am alive, well, & your's — il ne se passe [?] [copy extract]"
23 Oct 1780,from,Thomas Twining,Osb,"In the mean time comes home my eldest un [?]"
4 Nov 1780,from,Thomas Twining,BM,"Well, now then. The parcellos arrived safe [?] [copy extract]"
24 Nov 1780,from,Thomas Twining,BM,"brandies — the parcelloes arrived safe . — [?]"
4 Dec 1780,from,Thomas Twining,BM,"Now three, for another little run, that at [?]"
[?] 1780,to,HLTP,Osb,"A — my Daughter!! — Ab! my [?]"
[1780?],to,Thomas Twining,Osb,"Every one I talk to on the subject laughs me [?] [copy extract]"
[1780?],from,HLTP,Osb,"Accept fine Words from me when there run [?]"
[1780?],from,HLTP,BM,"[?]"
[1750 - May 1781],from,HLTP,Osb,"My Dr C.F. Burney's friendly Attention has [?]"
[1750 - May 1781],from,HLTP,Osb,"Oh my dear dear Sir how glad I am you culled [?]"
9 Jan 1781,from,Thomas Twining,BM,"Well if I don't ashamed of myself — it is those [?]"
12 Feb 1781,from,Thomas Twining,BM,"you! here but if in time you have given me [?]"
25 Feb 1781,from,[?],Comyn,"Your present Situation is doubtless very critical, [?]"
4 May 1781,from,Thomas Twining,BM,"What have I been about? — Why, truly, my [?]"
22 May 1781,from,Luigi Maria Marchetti,Osb,"Suppli che consegnai le lettra al Pe. Maestro [?]"
8 June 1781,from,Thomas Twining,BM,"all — men chef ami! — only think of it — [?]"
10 July 1781,from,[?],BM,"I was it mercely [?] after a short contin elle [?] [copy extract]"
[Aug 1781],to,HLTP,Ryl,"I once twice in my life, sorry to see your hand [?]"
[?],from,Padre Martini,Osb,"la la prestava dll <Cattera> di quando non — [?]"
[1 mid 1782?],from,[?],Comyn,"Doctor Burney sends his Congrt to Mr [copy extract]"
[?],to,Thomas Twining,Osb,"With respect to the application of shouting to [copy]"
[?],from,Thomas Twining,BM,"I am so shamefully behind-hand with [?]"
21 Feb 1782,from,[?],Osb,"for there is a fade & pumpkin-kind of [copy extract]"
10 Oct 1781,from,Thomas Twining,BM,"A bisoue indeed! — however, assume yourself [?]"
5 Nov 1781,from,William Bewley,BM,"And you have no claim to a letter from you, [?]"
9 Nov 1781,from,Thomas Twining,BM,"I am sorry, my dear friend, to have kept your [?]"
[?],from,Thomas Twining,BM,"[?]"
[?],from,Thomas Twining,Osb,"I must contain myself now, even, with taking [?]"
8 Dec 1781,from,Thomas Twining,Osb,"How are your pottervages? — Have they [?]"
14 Dec 1781,from,Thomas Twining,Osb,"You think of the and stall just as I [copy extract]"
25 Dec 1781,from,[?],Osb,"I have always — I ought to have told [?]"
[1781],from,HLTP,Osb,"And so you do shak an sure enough, but you [?]"
[1781],from,[?],Osf(A),"[?]... now Earl of Aylesbury, & Chamberlain"
21 Apr 1782,from,[?],Osb,"Mr Mason's work is well digested, & constanus [copy extract, to Thomas Twining]"
[?],to,Thomas Twining,Osb,"Such active Zeal as you have kindly [copy extract]"
5 May 1782,from,Thomas Twining,BM,"I not quite ashamed, my dear friend, of my [?]"
[?],from,HLTP,Osb,"[?]"
28 June 1782,from,Thomas Twining,BM,"What will you have thought of me, my dear"
[?],from,"Garret Wesley, Earl of Mornington",Osb,"[?]"
[?] 1782,from,Martin Burney,Osb,"[?]"
[?],from,HLTP,Osb,"I think me read about [?]"
[?] Jan 1782,from,Thomas Twining,Osb,"[?] [copy extract]"
[?],to,Thomas Twining,Osb,"[?] [copy]"
[?] June [1782?],from,[?],Osb,"[?]"
9 [?] Sept [?],from,Thomas Twining,BM,"[?]"
[?] 1783,from,HLTP,Osb,"[?]"
[?] 1783,from,[?],Osb,"[?]"
[?] 1783,from,Thomas Twining,BM,"[?]"
[1789],to,CB Jr,Osb,3 p 4to,CB
,from,Mme de Genlis,Osb,I long to see you & we have so much to say,CB
7 Jan,from,Thomas Twining,Osb,3 p 4to,CB
5 Feb,to,Thomas Twining,Osb,3 p 4to,CB
5 Mar,from,Thomas Twining,Osb,2 p 4to,CB
21 Mar,to,Fanny Burney,Osb,3 p 4to,CB
3 Apr,from,Thomas Twining,Osb,3 p 4to,CB
18 Apr,to,Mrs Crewe,BM,2 p 4to,CB
20 Jun,from,William Bewley,Hyde,I have no objection to Frenzel & Holland,CB
25 Jun,to,Fanny Burney,Osb,"½ p 4to",CB
1 Jul,from,Thomas Twining,Osb,3 p 4to,CB
[1789],to,Arthur Young,Osb,Pray make use of my Pamphlets,CB
6 Aug,from,Thomas Twining,Osb,2 p 4to,CB
5 Sep,from,William Bewley,Osb,I have just been reading,CB
13 Sep [1789],to,Fanny Burney,Osb,2 p 4to,CB
24 Sep,from,Thomas Twining,Osb,I want to know how you do,CB
6 Oct,to,Arthur Young,BM(NH),I was going to write to you when,CB
18 Oct,from,Thomas Twining,Osb,2 p 4to,CB
[post 1789],to,Hester Lynch Piozzi,Hyde,"I was taken ill, my dr Fanny, on Thursday",CB
12 Nov,from,Thomas Twining,Osb,3 p 4to,CB
20 Nov,to,Fanny Burney,Osb,I have been sadly hurried of late,CB
[1789],from,Hester Lynch Piozzi,Osb,I am just arrived in London & wish,CB
3 Dec,from,Thomas Twining,Osb,1 p 4to,CB
15 Dec,to,Fanny Burney,Osb,"I have heard from Pacchierotti, my dr Fanny",CB
3 Jan,from,Thomas Twining,Osb,I recd your kind letter of the,CB
8 Jan,to,Fanny Burney,Osb,I long to see you & have so much,CB
15 Jan,from,William Bewley,Osb,I return you my sincere thanks,CB
3 Feb,from,Thomas Twining,Osb,Many thanks for your friendly letter,CB
6 Feb,to,Arthur Young,BM(NH),I want to know how yr Annals,CB
20 Feb,from,Thomas Twining,Osb,"I have been some days at Colchester, &",CB
5 Mar,to,Fanny Burney,NYPL(B),My dearest Fanny — I long,CB
14 Mar,from,William Bewley,Osb,I was pleased with yr last,CB
[1790],from,Thomas Twining,Osb,I was very glad of yr letter,CB
15 Apr,to,Fanny Burney,Osb,I have had a sad cough,CB
24 Apr,from,Thomas Twining,Osb,"I rejoice that the worst is over, my",CB
5 May,from,William Bewley,Osb,I have been for some time waiting,CB
[1790],to,Mrs Ord,Osb,I hope you think of me with,CB
14 May,from,Thomas Twining,Osb,I feel yr last letter very much,CB
29 May,to,Fanny Burney,Osb,I have heard from Pacchierotti,CB
[1790],from,Mrs Crewe,Osb,You must tell me what I can do,CB
14 Jun,from,Thomas Twining,Osb,I shall make no apologies to you,CB
20 Jun,to,Fanny Burney,Osb,I had a most kind & long letter,CB
5 Jul,from,Thomas Twining,Osb,I know not where to begin,CB
24 Jul,to,Arthur Young,Osb,I was just going to write to you,CB
1 Aug,from,William Bewley,Osb,I have been so long silent that,CB
13 Aug,to,Fanny Burney,NYPL(B),I have been dreadfully hurried,CB
15 Aug [1790],from,Thomas Twining,Osb,I have had a visit from [?],CB
6 Sep,from,William Bewley,Osb,Your letter was extremely welcome,CB
24 Sep,to,Fanny Burney,Osb,"I am now going to Chesington, & dull",CB
[1790],from,Thomas Twining,Osb,I was out of town when,CB
1 Oct,from,William Bewley,Osb,I had the pleasure of yr letter,CB
17 Oct,to,Fanny Burney,NYPL(B),"It was such a comfort, to me, to have",CB
[c 1790],to,Mrs Phillips,Osb,"I wish you joy, my dr Susy",CB
9 Nov,from,Thomas Twining,Osb,Thank you for your letter. How,CB
27 Nov,to,Fanny Burney,Osb,I have been so terribly hurried,CB
27 Dec,from,Thomas Twining,Osb,"I send this by a Frank, &",CB
[1790 continued],from,William Bewley,NYPL(B),"I thank you for your last letter, &",CB
10 Jan,to,Fanny Burney,Osb,1 p 4to,CB
8 Nov,from,Thomas Twining,Osb,2 p 4to,CB
[c 1790],from,[?] Warton,Osb,How do you do? I have not heard,CB
[post 1790],from,Thomas Twining,Osb,[?] I am very much mortified,CB
,from,Mrs Crewe,Hyde,[?],CB
,from,Hester Lynch Piozzi,Osb,[?],CB
5 Jan,from,Thomas Twining,Osb,[?] I am sorry to hear you have,CB
[c Jan 1791],to,Fanny Burney,NYPL(B),[?],CB
9 Feb,from,Thomas Twining,Osb,I have long been intending,CB
16 Feb,to,Fanny Burney,Osb,I have got a sad cold & sore,CB
5 Mar,from,Thomas Twining,Osb,I have been waiting for a Frank,CB
23 Mar,to,Fanny Burney,Osb,[?],CB
1 Apr,from,William Bewley,Osb,I want to know how you go on,CB
12 Apr,from,Thomas Twining,Osb,I feel yr last letter very much,CB
[c Apr],to,Mrs Ord,Osb,I hope you are not confined,CB
28 Apr,to,Fanny Burney,NYPL(B),I have such a long story to,CB
6 May,from,William Bewley,Osb,I was in hopes of hearing from,CB
[May 1791],from,Thomas Twining,Osb,What has become of you? I have,CB
24 May,to,Fanny Burney,Osb,[?],CB
5 Jun [1791],from,Thomas Twining,Osb,I have been a long time without,CB
5 Jun,to,Mrs Crewe,Compton,[?] I long for a conversation,CB
15 Jun,to,Fanny Burney,Osb,I have been so hurried & vexed,CB
22 Jun,from,William Bewley,Osb,Your letter was extremely welcome,CB
7 Jul,from,Thomas Twining,Osb,You have been so long without,CB
13 Jul,to,Arthur Young,BM(NH),I thank you for yr obliging,CB
17 Jul,to,Fanny Burney,NYPL(B),I had a kind letter from,CB
6 Oct [1791],from,Thomas Twining,Osb,"I hope, my dr friend, that you",CB
18 Oct,to,Arthur Young,Osb,Your letter found me in ye midst,CB
4 Nov,from,Thomas Twining,Osb,I have been most shamefully idle,CB
[1791],to,Fanny Burney,NYPL(B),[?],CB
[1791 continued],from,William Bewley,Osb,[?],CB
22 Nov,to,Fanny Burney,Osb,I am going to Chelsea College,CB
[1791],from,Thomas Twining,Osb,I have taken up the pen several,CB
7 Dec,from,William Bewley,Osb,[?],CB
14 Dec,to,Fanny Burney,Osb,"My dearest Fanny, I have so much",CB
26 Dec [1791],from,Thomas Twining,Osb,I wish you & all yours a happy,CB
8 Jan,to,Fanny Burney,Osb,I have been very poorly of late,CB
17 Jan,from,William Bewley,Osb,I am obliged to you for yr kind,CB
30 Jan,from,Thomas Twining,Osb,I delayed answering yr letter,CB
6 Feb,to,Fanny Burney,NYPL(B),"I have been very ill, my dr Fanny",CB
22 Feb,to,Mrs Phillips,Osb,I am glad you are coming to town,CB
[c Mar],from,Thomas Twining,Osb,What has become of you? I have,CB
9 Mar,from,William Bewley,Osb,I am glad you are better,CB
14 Mar,to,Fanny Burney,Osb,"My dear Girl, I was much concerned",CB
28 Mar,from,Thomas Twining,Osb,Many thanks for your letter,CB
12 Apr,to,Fanny Burney,NYPL(B),I had a kind visit yesterday from,CB
20 Apr,to,Arthur Young,Osb,I enclose you the paper you wished,CB
6 May,from,William Bewley,Osb,I have been expecting to hear,CB
19 May,to,Fanny Burney,Osb,I shall not be surprised at,CB
29 May,from,Thomas Twining,Osb,I was sorry to hear that you had,CB
12 Jun,from,William Bewley,Osb,[?] I have nothing particular,CB
13 Jun,to,Fanny Burney,Osb,I have had a letter from Susan,CB
28 Jun,to,Fanny Burney,Osb,"I am uneasy about you, my dr Fanny",CB
[c 1792],to,Earl of Guilford,Osb,[?],CB
1 Jul,from,Thomas Twining,Osb,[?],CB
[c Jan 1793],to,Fanny Burney,Osb,[?],CB
1 Jan,from,Thomas Twining,Osb,[?],CB
8 Feb,from,William Bewley,Osb,[?],CB
19 Feb [1793],from,Thomas Twining,Osb,[?],CB
8 Mar,to,Mrs Crewe,Osb,[?],CB
19 Mar,from,Thomas Twining,Osb,[?],CB
10 Apr,from,William Bewley,Osb,[?],CB
1 May [1793],from,Thomas Twining [TM[G]],Osb,The honour of your Company is requested,CB
[c May],to,Fanny Burney,Osb,[?] The honour [?],CB
[1793 continued],from,Thomas Twining,Osb,[?],CB
13 Jul,to,Fanny Burney,NYPL(B),[?],CB
[c 1793],from,Thomas Twining,Osb,[?],CB
20 Oct [c 1794; 1795?],to,Fanny Burney,Osb,[?],CB
4 Nov,from,Thomas Twining,Osb,[?] I have just been reading,CB
12 Nov,to,Fanny Burney,Osb,[?] of the [?] that was in,CB
[c 1793],from,Lord Mulgrave [Bruhl],Osb,The Abby [?] is at Albert St,CB
[post 1793],to,CB Jr,NYPL(B),[?],CB
[c 1794],from,Thomas Twining,Osb,[?] Claudius and I are instruments,CB
[1794],to,Fanny Burney,Osb,[?] The Abby Nicol[?] last [?] you,CB
[c 1794],from,Lord Macartney,Osb,[?],CB
[1794],from,Thomas Twining,Osb,[?],CB
[c May 1794],to,Fanny Burney,NYPL(B),[?],CB
12 Jun,from,Thomas Twining,Osb,[?] I hope you are well,CB
20 Jul,to,Fanny Burney,Osb,[?] my 4to volume,CB
[c 1794],from,William Bewley,Osb,[?],CB
[post 1794],to,Fanny Burney,NYPL(B),[?],CB
28 Aug,from,Thomas Twining,Osb,[?] Pray do [?] you must,CB
[c Sep],to,Fanny Burney,Osb,[?] I just when I was wandering up,CB
[1794],from,[?],Osb,[?],CB
[c Oct],from,Thomas Twining,Osb,[?] I hope my old friend [?],CB
25 Nov,to,Fanny Burney,BM(Har),[?],CB
30 Nov,from,Thomas Twining,Osb,[?] copy [?],CB
[1795],to,Fanny Burney,NYPL(B),[?] I have not heard from you,CB
[c 1795],from,Thomas Twining,Osb,[?],CB
[c 1795],from,William Bewley,Osb,[?],CB
20 Jan,to,Fanny Burney,Osb,[?] Compliments to [?],CB
[c Feb],from,Thomas Twining,Osb,[?] my dr friend,CB
30 Mar,to,Fanny Burney,NYPL(B),[?] the Book of freedom,CB
[c Apr],from,William Bewley,Osb,[?],CB
10 May,from,Thomas Twining,Osb,[?] Yr health has made me uneasy,CB
11 Jun,to,Fanny Burney,Osb,[?] you are so kind from [?],CB
[c Jul],from,William Bewley,Osb,[?] New Building Panl [?],CB
10 Jul,from,Thomas Twining,Osb,[?],CB
[c 1795],to,Mrs Crewe,BM,[?],CB
18 Oct,to,Fanny Burney,Osb,[?] yr [?] delight daily apart one of,CB
18 Oct,from,Thomas Twining [TM[G]],NYPL(B),[?],CB
[Oct],to,Fanny Burney,BM(Har),[?],CB
[c 1795],from,[?],PML,[?],CB
10 Nov,from,Thomas Twining,Osb,[?],CB
[c 1795],to,Fanny Burney,NYPL(B),[?],CB
[c Dec],to,Arthur Young,Osb,[?],CB
[1795-1800],to,Fanny Burney,Osb,draft 1 p 4to,CB
[c 1795],from,Mrs Crewe,Osb,[?] and ye night contributions,CB
[post 1795],to,Fanny Burney,Osb,[?],CB
9 [Charles] [1795-96],to,Fanny Burney,Osb,[?] w. [?],CB
[c Jan],from,Thomas Twining,NYPL(B),[?],CB
3 Jan,to,Fanny Burney,Osb,I p do,CB
1 Feb,from,William Bewley,Osb,[?] I was so on no [?] to disappoint myself,CB
22 Feb [1796],from,Thomas Twining,Osb,4 p do,CB
6 Mar,to,Fanny Burney,NYPL(B),[?],CB
[1796],from,[?],Osb,[?],CB
[c Mar 1796],from,Thomas Twining,Osb,[?] abortion [?],CB
2 Apr [1796],from,William Bewley,Osb,[?],CB
[c May],from,Thomas Twining,Osb,[?],CB
11 May,to,Fanny Burney,Osb,[?] I have not [?] along night,CB
23 May [1796],from,Thomas Twining,Osb,[?],CB
[c Jun],to,Mrs Phillips,Osb,[?],CB
[c Jul 1796],from,Thomas Twining,Osb,[?],CB
31 Jul,to,Fanny Burney,Osb,[?] 2 p [?],CB
[c Aug],from,Thomas Twining,Osb,[?],CB
[c Sep],from,William Bewley,Osb,[?] Mrs Crewe [?],CB
[1796],to,Arthur Young,Osb,[?],CB
1 Oct,from,Thomas Twining,Osb,[?] I was very [?] begin,CB
[c Nov],from,Thomas Twining,Osb,[?],CB
[Nov 1796],to,Fanny Burney,NYPL(B),[?] how the way begins,CB
18 Dec,from,Thomas Twining,Osb,[?],CB
[1796 continued],from,Thomas Twining,Osb,[?] very [?] of the [?],CB
[c 1796],to,Fanny Burney,Osb,[?],CB
1 Feb,to,[?],Osb,[?] very [?] yr entry [?] I p Lh,CB
[c 1796],from,Thomas Twining,Osb,[?] getting you to [?] Haydn,CB
[1796],from,Joseph Haydn,NYPL(B),[?],CB
[1796],to,Mrs Crewe,Osb,[?],CB
31 May [1796],from,Thomas Twining,Osb,[?],CB
1 Jun,to,Fanny Burney,Osb,[?] very [?] return [?],CB
[c Jun],from,William Bewley,Osb,[?],CB
[c 1796],from,Thomas Twining,Osb,[?],CB
18 Jul [1796],from,Thomas Twining,Osb,[?],CB
[Aug],to,Fanny Burney,NYPL(B),[?] out of [?],CB
[c 1796],from,Joseph Haydn,NYPL(B),[?],CB
[c Sep 1796],from,Thomas Twining,Osb,[?],CB
28 Oct,to,Mrs Phillips,Osb,[?] her [?] Charlotte [?] come to him[?],CB
[c 1796],from,William Bewley,Osb,[?] I hope my old friend [?],CB
1 Jan,to,Fanny Burney,Osb,[?] I wish you & all,CB
[c Jan],from,Thomas Twining,Osb,[?],CB
[Feb 1797],from,Thomas Twining,Osb,[?],CB
19 Mar [1797],from,Thomas Twining,Osb,[?],CB
10 Apr,to,Mrs Crewe,Osb,[?],CB
19 May [TM[G]],from,Thomas Twining,Osb,[?] I hope you are not [?],CB
8 Jul,to,Arthur Young,Osb,[?] The honour [?] yr Company,CB
[1797 continued],from,Thomas Twining,NYPL(B),[?] 1 p 4to,CB
[c 1797],to,Fanny Burney,NYPL(D),[?],CB
[c 1797],from,William Bewley,NYPL(B),[?],CB
[c Jul 1797],to,Fanny Burney,Osb,[?] a readable [?],CB
[c 1797],from,Thomas Twining,NYPL(B),[?],CB
[c Aug],to,[?],Osb,[?] vs YL [?],CB
[c 1797],from,Thomas Twining,NYPL(B),[?] BRL,CB
[c Sep],from,Thomas Twining,Osb,[?] the [?],CB
[Oct 1797],from,Thomas Twining,NYPL(B),[?],CB
18 Oct [1797],to,Fanny Burney,Osb,[?] 1 p 4to [?] me the night of,CB
[1797],to,Fanny Burney,Osb,[?],CB
[c Jan 1798],from,Thomas Twining,Osb,[?] 1 p 4to,CB
[post 1797],to,[?] CBF,Osb,[?],CB
[c 1798],from,Thomas Twining,NYPL(B),[?] BM(Har),CB
14 Jan [1798],to,Fanny Burney,NYPL(D),[?] NYPL(B),CB
[c Feb],from,[?],Osb,[?] BYU,CB
[c 1798],from,Thomas Twining,Osb,[?],CB
[c Mar 1798],from,Thomas Twining,NYPL(B),[?] 4 p [?] N.Y.,CB
[c Apr],to,Mrs Crewe,Osb,[?],CB
[1798],from,Thomas Twining,Osb,[?],CB
[1798 continued],to,Fanny Burney,NYPL(B),[?],CB
[c May],from,William Bewley,Osb,[?],CB
[c Jun 1798],from,Thomas Twining,Osb,[?],CB
[c Jul],to,Fanny Burney,NYPL(B),[?],CB
[c 1798],from,Thomas Twining,NYPL(B),[?] BM,CB
[c Aug],from,William Bewley,Osb,[?],CB
[c Sep 1798],from,Thomas Twining,BM(Har),[?],CB
[c Oct],from,Thomas Twining,NYPL(B),[?],CB
[1798],to,Arthur Young,Osb,[?] YL [?],CB
[c Dec],to,Fanny Burney,Osb,[?],CB
[c 1798],from,Thomas Twining,NYPL(B),[?],CB
20 Nov,to,[?],Osb,[?] how long [?] to meet I of [?],CB
[c Dec 1798],from,Thomas Twining,Osb,[?],CB
[1798 continued],to,Fanny Burney,NYPL(B),[?] 3 p 4to,CB
[c 1798],to,Mrs Crewe,NYPL(B),[?],CB
15 Nov,to,Fanny Burney,Osb,[?] 4 p 4to,CB
[c 1798],from,Thomas Twining,NYPL(B),[?] NYPL(B),CB
[c 1798],from,William Bewley,Osb,[?],CB
[1798],to,Fanny Burney,NYPL(B),[?],CB
[c 1798],from,Mrs Crewe,Osb,[?] long on me last [?],CB
3 Nov [1798],from,Thomas Twining,Osb,[?] to be found,CB
[1798],from,Thomas Twining,Osb,[?] doubt[?],CB
[Dec 1798],to,[?],Osb,[?] some sort of library a,CB
[c 1799],from,Thomas Twining,NYPL(B),[?],CB
[c Feb],to,Fanny Burney,Osb,[?],CB
3 Sep,from,Thomas Twining,Osb,[?] I want [?] to [?] on no value,CB
[c 1799],to,Mrs Crewe,Osb,[?],CB
[c Mar 1799],from,Thomas Twining,Osb,[?] doubt,CB
1 Oct,from,Thomas Twining,Osb,[?] I want much to see you,CB
[c 1799],from,Thomas Twining,Osb,[?],CB
[c Nov],to,Fanny Burney,NYPL(B),[?] shd wished only [?],CB
28 Oct,from,Thomas Twining,Osb,[?],CB
[1799],to,Mrs Crewe,Osb,[?],CB
[c Dec],from,Thomas Twining,Osb,[?],CB
[1799 continued],from,Thomas Twining,Osb,[?] 3 p 4to [?] do,CB
[c 1799],from,[?] Walker [?],Osb,[?],CB
[c 1799],to,Fanny Burney,NYPL(B),[?] Compy,CB
[c 1799],from,[?],NYPL(B),[?],CB
[c 1799],from,William Bewley,Osb,[?],CB
4 [Nov?] [c 1799],from,Thomas Twining,Osb,[?] I found a parcel [?] that was not [?],CB
[1799],to,Fanny Burney,Osb,[?],CB
[c 1799],from,Mrs Crewe,Osb,[?] long I have [?],CB
[c 1800],from,Thomas Twining,Osb,[?] Val [?] Compy,CB
[c Jan],to,Fanny Burney,Osb,[?],CB
[c 1800],from,Thomas Twining,NYPL(B),[?],CB
[c Feb],from,William Bewley,Osb,[?],CB
[c 1800],from,Thomas Twining,Osb,[?] Pilgrim[?],CB
[c Mar],to,Mrs Crewe,Osb,[?],CB
[c 1800],from,William Bewley,NYPL(B),[?],CB
[1800 continued],from,Thomas Twining,Osb,[?],CB
[c 1800],to,Fanny Burney,Osb,[?],CB
[c May 1800],from,Mrs Crewe,Osb,[?] George Walker,CB
23 May [1800],from,Thomas Twining,Osb,3 p do,CB
[c Jun],to,Mrs Crewe,Osb,[?],CB
25 Jun,from,Thomas Twining,Osb,[?],CB
[c Jul],from,William Bewley,Osb,[?],CB
[c 1800],to,Fanny Burney,Osb,[?] I am sorry yr [?],CB
[c Sep 1800],from,Thomas Twining,Osb,[?],CB
1 Nov [1800],from,Thomas Twining,Osb,[?] BM(Har),CB
25 Nov,to,Mrs Crewe,Osb,[?],CB
[c Dec 1800],from,Thomas Twining,Osb,[?],CB
[1800],to,Fanny Burney,Osb,[?] judge [?],CB
[c 1800],from,Thomas Twining,Osb,[?],CB
[c 1800],from,William Bewley,Osb,[?],CB
11 Feb [1801],to,Fanny Burney,NYPL(B),[?],CB
13 Mar [1801],from,Thomas Twining,Osb,[?],CB
20 May [1800],from,Thomas Twining,Osb,[?],CB
[c Jun],to,Mrs Crewe,Compy,[?],CB
[Jul 1800],from,Thomas Twining,Osb,[?],CB
[c 1800],from,Mrs Crewe,Osb,[?],CB
[c 1800],to,Fanny Burney,BM(Har),[?],CB
[c Aug],from,Thomas Twining,Osb,[?] I see [?],CB
[c Sep],to,Arthur Young,Osb,[?],CB
17 Oct,to,Fanny Burney,NYPL(B),[?] draft [?],CB
[c 1800],from,[?] Walker,Osb,[?],CB
[1800],to,Fanny Burney,Osb,[?] yr [?] 3 p [?],CB
[c Nov 1800],from,Thomas Twining,Osb,[?] Mag[?][08],CB
[c Dec],to,Mrs Crewe,Osb,[?],CB
[c 1800],from,Thomas Twining,BM(Har),[?],CB
[c 1800],to,Fanny Burney,Osb,[?] Lady [?],CB
[c 1800],to,Mrs Crewe,Osb,[?] NYPL(B),CB
18 Mar [1801],to,Fanny Burney,Osb,[?],CB
20 May [1801],from,Thomas Twining,Osb,[?] Lichfield [?][700],CB
[c Jun],to,Mrs Crewe,BM,[?],CB
[1800-01],from,Thomas Twining,NYPL(B),[?],CB
[c 1799],to,Fanny Burney,Osb,[?] 5 p bro,CB
[c 1799],from,Thomas Twining,Osb,[?] only [?] purpose,CB
8 Jan [1801],from,Thomas Twining,Osb,[?],CB
8 Feb [1801],from,Thomas Twining,Osb,[?],CB
[c Mar],from,William Bewley,Osb,[?],CB
15 Mar [1801],from,Thomas Twining,Osb,[?] I wd do yr [?] the [?] justice,CB
[c May 1801],from,Thomas Twining,Osb,[?],CB
[c Jul 1801],from,Thomas Twining,Osb,[?] Folger,CB
8 Sep [1801],to,Mrs Crewe,BM,[?] Compy,CB
[c Oct],from,Thomas Twining,Osb,[?],CB
[c Nov],from,William Bewley,Osb,[?],CB
25 Nov [1801],from,Thomas Twining,Osb,[?] 2 p bro,CB
[1801 continued],from,Thomas Twining,Osb,[?],CB
[c 1801],from,Mrs Crewe,Osb,[?],CB
[c 1801],to,Fanny Burney,NYPL(B),[?] BM,CB
[c 1801],from,Thomas Twining,Osb,[?],CB
[c 1801],from,William Bewley,Osb,[?],CB
[c Jan 1802],from,Thomas Twining,Osb,[?],CB
[c Mar],from,Thomas Twining,Osb,[?] Will Coxe[?],CB
[c Apr 1802],from,William Bewley,Osb,[?],CB
[c May],to,Fanny Burney,Osb,[?],CB
[c Jun],from,Thomas Twining,Osb,[?],CB
[c Jul],from,Thomas Twining,Osb,[?],CB
[c Sep 1802],to,Mrs Crewe,Osb,[?] Sher[?],CB
[c Nov],to,Fanny Burney,Osb,[?],CB
[c Dec 1802],from,Thomas Twining,Osb,[?] Compl[?] as to the last,CB
[c 1803],from,Thomas Twining,Osb,[?],CB
[c Feb],from,Thomas Twining,Osb,[?] BM,CB
[c Mar 1803],from,William Bewley,Osb,[?],CB
[c May],from,Thomas Twining,Osb,[?] draft,CB
[c Jun 1803],from,Thomas Twining,Osb,[?],CB
[c Jul],to,Fanny Burney,Osb,[?],CB
3 Nov [1803],to,Fanny Burney,Osb,[?] 3 p bro,CB
[1803-05],from,Thomas Twining,NYPL(B),[?] 2 p bro Govt[?],CB
[c 1803],from,Mrs Crewe,Osb,[?],CB
[1803],to,Fanny Burney,Osb,[?],CB
[c 1803],from,Thomas Twining,Osb,[?] Oxf (Bod),CB
[c 1804],from,Thomas Twining,Osb,[?],CB
[c Feb 1804],from,William Bewley,Osb,[?] draft [?],CB
[c Mar],from,Thomas Twining,Osb,[?],CB
[1804],from,Thomas Twining,Osb,[?] Compliments to [?],CB
[c Jun 1804],to,Fanny Burney,Osb,[?],CB
[c Jul],from,Thomas Twining,Osb,[?] Sher[?],CB
[c Sep 1804],from,Thomas Twining,Osb,[?] OM,CB
[c Oct],to,Mrs Crewe,Osb,[?],CB
[c Dec 1804],to,Fanny Burney,Osb,[?] BJ,CB
[1804 continued],from,Thomas Twining,Osb,[?],CB
[c 1804],from,Mrs Crewe,Osb,[?],CB
[c 1804],to,Fanny Burney,Osb,[?],CB
4 Jun [1804],from,Thomas Twining,Osb,[?] draft 1 p [?],CB
[c 1805],from,Thomas Twining,Osb,[?],CB
[c Jan],to,Fanny Burney,Osb,[?] I am determined to [?],CB
[c Feb 1805],from,William Bewley,Osb,[?],CB
[c 1805],from,Thomas Twining,Osb,[?] George Marsh[?] 1806,CB
[c Jun 1805],to,Fanny Burney,Osb,[?],CB
[c Sep 1805],from,Thomas Twining,Osb,[?] Compy,CB
[c Oct],to,Fanny Burney,NYPL(B),[?],CB
31 Oct,from,Thomas Twining,Osb,[?],CB
5 Dec [1805],from,Thomas Twining,Osb,[?] pnk 1805,CB
[c Jan 1806],from,Thomas Twining,Osb,[?],CB
[c Feb],to,Fanny Burney,Osb,[?] George Walker [?],CB
[c 1806],from,[?],Osb,[?],CB
[c Apr 1806],from,William Bewley,Osb,[?],CB
[c May],to,Mrs Crewe,Osb,[?],CB
[c Jun 1806],from,Thomas Twining,Osb,[?] Compy,CB
14 Jul,to,Fanny Burney,Osb,[?] duty [?],CB
[c Sep 1806],from,Thomas Twining,Osb,[?] Coke,CB
[1806],to,Fanny Burney,Osb,[?],CB
[c Oct],from,Thomas Twining,Osb,[?] BM,CB
