date,direction,correspondent,repository,first_line
"30 June [1809]",to,CPB,Osb,"I mean your <Mildura's>; my dear Charlie"
"30 June [1809]",from,Dr Monkton [?],Osb,"Dr. Monkton's [?] compliments to Dr. Burney"
"pmk [1809?]",from,Caroline Princess of Wales,Osb,"Lady Ch[arlotte] Campbell is commanded to"
"11 July [1809]",from,John Kaye,Osb,"[first line unclear]"
"15 July [1809]",from,Shute Barrington,Osb,"Accept my thanks for the real pleasure which"
"17 July [1809]",from,William Wilberforce,XPG,"[first line unclear]"
"[Jul 1809]",from,Martin Davy,Osb,"I detained another the enclosed by deem [?]"
"11 July [1809]",from,Thomas Kidd,Osb,"On Wednesday I received a Letter from Towne"
"25 July [1809]",from,Thomas Dampier,Osb,"We shall be very happy to see you and Charlie"
"pmk [Sep 1809?]",from,Samuel Parr,Osb(AS),"[first line unclear]"
"Le(F) [1809]",to,CPB,Osb,"[first line unclear]"
"20 Sep [1809]",from,Thomas Kidd,Osb,"with whom I placed"
"1 Oct [1809]",to,Rosette (Rose) Burney to CPB,Osb,"[first line unclear]"
"[Oct 1809?]",from,CPB,Osb,"dear friend Parr to tell you all his <Georgics>"
"4 Nov [1809]",to,FBA,Osb(Bod),"[first line unclear]"
"[Oct-Nov 1809?]",from,Edmond Malone,Osb,"[first line unclear]"
"19 Nov [1809]",from,Richard Twining Sr,Osb,"I owe your pardon for the Library, which I"
"1 Nov [1809]",from,Edmond Malone,Folger,"[first line unclear]"
"27 Nov [1809]",from,Patrick Kelly,HSP,"from here, I hope, entrusted to place — He will"
"1 Dec [1809]",to,Rosette (Rose) Burney to CPB,Osb,"from Scrope Barnard; attendance upon a"
"[post Dec 1808]",to,CPB,Osb,"a return of gout as a distance moveable from"
"Oct [1809]",to,CPB,Osb,"at wonder at the Warden's feeling"
"1 Oct [1809]",to,CPB,Osb,"can be no longer silent; — though I have"
"Oct [1809]",to,CPB,Osb,"[first line unclear]"
"[13-14] Dec [1809]",to,CPB,Osb,"I am awfully hurried, but must tell you now"
"14 Dec [1809]",to,CPB,Osb,"I am just come from the Antiq. Society, & you"
"18 Dec [1809]",to,CPB,Osb,"I am much hurried, but must write. — Your"
"18 Dec [1809]",to,CPB,Osb,"The Poets shep. that Fayrs / Protected"
"18 Dec [1809]",from,G I Huntingford,Win,"Many thanks for your excellent Charge"
"1 OC 1809 pmk",from,Peter Paul Dobree,Osb,"[first line unclear]"
"18 Oct pmk [1809]",from,Samuel Parr,Osb(AS),"brought C — of a Wednesday last"
"31 Oct [1809]",from,Samuel Parr,Osb(AS),"Your cover last night — I"
"20 Dec [1809]",from,James Perry,Osb,"his near death [?]"
"20 Dec [1809]",to,CPB,Compy,"His route would have given me more"
"3 Jan [1810]",from,Joseph Cradock [?],Osb,"[first line unclear]"
"21 Jan [1810]",from,George I Huntingford,Osb,"I have & with Impatience to hear something"
"27 Feb [1810]",from,"George, 2nd Earl Spencer",Osb,"I have the Honour of returning to you with many"
"5 Mar [1810]",from,[Pepperrel?] Prozynski [?],Melh,"Mr. Percival presented his Compliments to"
"20 Jan [1810]",from,Josiah Thomas,Osb(S),"I have 3 months with the utmost pleasure both"
"6 Mar [1810?]",from,John Young,Osb,"There is a mistake. Roseberys Letter Fellow"
"24 Feb [1810]",from,William Goodenow [?],Osb,"[first line unclear]"
"5 Feb [1810]",from,CPB,Osb,"I have now nothing but the one [?]"
"7 Feb [1810]",from,Thomas Dampier,Osb,"I shall be very glad to see you to morrow, if"
"7 Feb [1810]",from,Samuel Bopet [?],Osb,"pray dine with me, if you can, on Saturday"
"8 Feb pmk [1810]",from,John Young,Cal(B),"A. Wright, bookseller, believes the articles to"
"10 Feb pmk 1810",from,John Young [?],Osb,"their preaching — I fear it may have"
"25 Feb [1810]",to,CPB,Osb,"I have & with Impatience to hear something"
"8 Mar [1810]",from,Charles Manners-Sutton,Osb,"I will take it that opportunity that offers, to"
"9 Mar pmk 1810",from,Samuel Parr,Scot,"Again, My Dear Subordinal, I <Cephas> can,"
"10 May [1810]",from,CPB,Osb,"a very pleasant occasion just passed off very well"
"[Mar-Apr? 1810?]",to,CPB & Frances (Young) Burney,Osb,"Dr. My delds charge — & I shall, at her"
"5 Apr [1810]",from,Samuel Parr,Osb,"I am very glad that your ramble at"
"5 Apr [1810]",from,Thomas Gaisford,Osb,"I have delivered the Articles to"
"13 Apr [1810]",from,G I Huntingford,Osb,"In every grove of Beaumore there is a"
"[5 Nov 1810]",from,CPB,Osb,"of the Waiting Deck was cancelled"
"2 June [1810]",to,CPB,Hyde,"My Court grows stunned by Monday is"
"1 Jul [1810]",from,John Young,Osb,"it shall be done. Better then — 'Tis done."
"3 June [1810]",from,John Young,Osb,"Visitor Chaplain has got into Difficulties as to"
"9 Jun [1810]",from,Shute Barrington,Osb,"only thanks are but a weak"
"3 June [1810]",from,Henry John Todd,Osb,"Accept my best thanks for your very valuable"
"[Jun 1810]",to,CPB,Osb,"V.C. [?] is not in this"
"11 June [1810]",from,C J Blomfield,Osb,"I dare say, that you are right, for though I had"
"[Jul 1810]",to,CPB,Osb,"an ominous month I think, that I had better"
"15 June [1810]",from,John Young,Scot,"Italia [?] has Visit. There are two on us."
"20 JU [1810] pmk",to,CPB,Osb,"your poor Mother has again relapsed, — & I"
"25 June [1810]",from,John Young,Scot,"Parquet and letter of yesterday & to day have"
"20 June [1810]",from,Josiah Thomas,Osb,"A letter from my boy announces that the holy"
"2 July [1810]",to,CPB,Osb,"Your Mother & I called at the Youngs on"
"6 July [1810]",to,CPB,Osb,"Visitst, — I will be in Oxford, tomorrow, —"
"3 July [1810]",from,John Young,Osb,"[first line unclear]"
"13 Aug [1810]",from,Thomas Young,Osb,"[first line unclear]"
"7 Jul [1810]",from,C J Blomfield,Osb,"I had the pleasure to receive your Letter last"
"2 Oct [1810]",from,Edmond Malone,Osb,"My collection of Boswells Life of"
"3 Oct pmk 1810",from,John Young,Osb,"Mother — My Rascals will not obey? a sense"
"1 Oct [1810?]",from,Caroline Princess of Wales,Osb,"the Horrors of the dresses of Course [?]"
"11 Oct [1810]",to,CPB,Folger,"two places in Boswells Life of Johnson, but the"
"14 Oct [1810]",from,John Young,Osb,"which I know would give pleasure"
"Oct [1810]",to,CPB,Win,"about it one, among other errores which"
"4 Oct [1810]",from,G I Huntingford,Osb,"Not that it is a thing to be formed — & I"
"6 NO 1810 pmk",from,John Young,Osb,"[first line unclear]"
"8 Nov [1810]",from,Edward Copleston,Osb,"I will take or that opportunity that offers,"
"[post Nov 1810?]",from,Thomas Dampier,Osb,"an account of the place which I instructed your"
"4 Nov [1810?]",from,Lady Charlotte (North) Lindsay,Folger,"Lady Charlotte Lindsay invited by Comp."
"25 Nov [1810]",to,CPB,Osb,"Having left my house at Hampstead"
"3 Dec [1810]",from,"Lavinia (Bingham), Countess Spencer",Osb,"I am encouraged by Lord Spencer to hope"
"[Dec 1810?]",from,Matthew Raine,Conyn,"wanted it be that I did not come to"
"12 Aug [1810]",from,John Young,Osb,"I am very My Dear Friend for the last you"
"5 Jul [1810]",from,James Edwards,Osb,"The Ink. The Br. of Edw. I"
"9 Sept [1810]",from,William Vincent,Osb,"I had the pleasure to receive your Letter last"
"23 Dec [1810]",from,Thomas Dampier,Osb,"[first line unclear]"
"28 Dec pmk [1810]",from,G I Huntingford,Osb,"Abed is it one, among other errores which"
"31 Dec [1810]",to,CPB & Frances (Young) Burney,NYPL(B),"The Customs Packet arrived [?] and"
"[post 1810]",to,CPB,Osb,"[first line unclear]"
"5 Mar [post 1810]",from,C J Blomfield to (CB Jr) or CPB [?],Osb,"I am about to take a liberty which [?]"
"16 July [post 1810]",from,Henry W Hobhouse to (CB Jr) or CPB [?],Osb,"your Letters to my Father and my Cousin."
"10 Feb [1811]",from,Sir George Pretyman Tomline,Osb,"[first line unclear]"
"17 Feb [1811]",from,Sir George Pretyman Tomline,Osb,"I am much disappointed & mortified to find"
"17 Feb [1811]",from,Sir George Pretyman Tomline,Osb,"I did not receive your Book till Friday Noon."
"11 Mar [1811]",from,John Kaye,Osb,"I have just seen a Letter from the Soonest"
"17 Mar [1811]",from,John Kaye,Osb,"you will, I am sure, give me full credit when"
"2 AP pmk [1811]",from,Samuel Parr,Osb(AS),"Excuse me for saying, now"
"11 AP 1811 pmk",to,William Kaye,Osb,"I am going tomorrow into Kent"
"14 Apr [1811]",from,John Kaye,Osb,"I was very sorry that your Royal Duel"
"19 Apr [1811]",from,Patrick Wilson,Osb,"Should you happen to be want, at present,"
"20 May [1811]",from,Sir Thomas Lawrence,Osb,"I shall be very happy in the honor of seeing"
"27 May [1811]",from,Richard Payne Knight,Osb,"[first line unclear]"
"30 May [1811] copy",to,CPB,Osb,"[first line unclear]"
"8 June [1811]",to,CPB,Osb,"some expressions, which Mr Warburton has [?]"
"3 Jul [1811]",from,John Young,Osb,"[first line unclear]"
"3 Jul [1811]",from,Thomas Dampier,Osb,"[first line unclear]"
"4 Jul [1811]",from,John Young,Osb,"[first line unclear]"
"5 Jul [1811]",from,CPB,Osb,"[first line unclear]"
"Jul [1811]",from,John Young,Osb,"[first line unclear]"
"27 Aug [1811]",from,Richard Payne Knight,Osb,"[first line unclear]"
"27 Aug [1811]",from,Thomas Dampier,Osb,"The print has not reached me"
"[Aug 1811]",to,CPB,Osb,"[first line unclear]"
"1 Oct [1811]",to,CPB,Osb,"[first line unclear]"
"1 Oct [1811]",from,Edward Crachroft [?],Osb(AS),"I thank you for remitting the list of"
"6 Oct [1811]",from,Jonathan Raine,Osb,"I am not yet in my means fit to receive [?]"
"20 A [?] [1811]",from,Samuel Parr,Osb(AS),"Two <Prince House> [?]"
"1 Dec [1811]",from,CPB,Osb,"[first line unclear]"
"12 Dec [1811]",from,William Vincent,Osb,"The Prince of Wales: [he] himself highly [?]"
"23 Dec [1811]",to,Thomas Young,Osb,"[first line unclear]"
"28 Dec pmk 1811",from,G I Huntingford,Osb,"Abed is it one, among other errores which"
"30 Mar pmk [1811]",from,Payne Knight,Osb,"[first line unclear]"
"20 May [1811]",from,CPB,Osb,"[first line unclear]"
"[1811?]",from,[illegible],Osb,"[first line unclear]"
"5 Jan [1812]",from,CPB,Osb(AS),"[first line unclear]"
"10 Jan [1812]",from,Peter Paul Dobree,Osb,"More thanks for the MS which came to hand"
"16 Jan [1812]",from,"George, 2nd Earl Spencer",Osb,"for one can more sincerely lament the"
"20 Jan [1812] copy",to,CPB,BM(Bar),"before me to take this opportunity to express"
"25 Jan [1812]",to,John Bayot [?],Chas,"It will afford me great pleasure to receive"
"8 Mar [1812]",to,CPB,Osb,"How we still are, my dear Brut- — and"
"12 Mar [1812]",from,Thomas Maurice,Osb,"although no Author has been played"
"10 Apr [1812]",from,CPB,Osb(AS),"their doubters have been much surprised"
"20 AP 1812 pmk",from,Samuel Parr,Osb(AS),"[first line unclear]"
"24 Apr [1812]",from,J W Baron,Osb,"by progress of My Knight, I like the Henry"
"4 May [1812]",from,Caroline Princess of Wales,Osb,"The Princess of Wales both [?] Great"
"1 [c?] MY pmk [1812]",to,Patrick Kelly,Hyd,"I will pay Girl's subscription"
"13 MY 1812 pmk amanuensis",from,Samuel Parr,Osb(AS),"On Saturday I called and"
"1 July [1812]",from,G I Huntingford,Osb,"[first line unclear]"
"1 Jul [1812]",from,John Philip Kemble,Osb,"your Cardinals a thousand thanks"
"20 July [1812]",from,Samuel Parr,Osb(AS),"Destroy his spirit for him — but said"
"[Jul 1812?]",from,CPB,Osb,"[first line unclear]"
"[Jul-Aug 1812?]",to,CPB,Osb,"[first line unclear]"
"[post Jul 1812?]",from,John Young,Osb,"My Dear Friend, spirits"
"[8 Aug 1812]",from,CPB,Osb,"on the point of arriving at Deal from"
"[9 Aug 1812]",from,CPB,Osb,"I really know how to tell it, but I have been"
"27 Aug [1812]",from,Thomas Dampier,Osb,"[first line unclear]"
"[Aug 1812?]",from,"Lawrence, Parsons, 2nd Earl of Rosse",Osb,"I wish we would point out to Mr Woodfall or"
"25 Sept [1812]",from,Peter Paul Dobree,Osb,"I wrote to you on Saturday last, but recollecting"
"25 Sep [1812]",from,Joseph Banks,Osb,"[first line unclear]"
"30 Sep [1812?]",to,FBA,Osb,"[first line unclear]"
"1 Oct [1812]",from,Edward Crachroft [?],Osb(AS),"I thank you for remitting the list of"
"5 Oct [1812]",from,CPB,Osb,"I congratulate, and so far as I am capable of"
"6 Oct [1812]",from,Jonathan Raine [?],Osb,"I am not yet in my manna fit for residence [?]"
"15 Oct [1812]",from,James Henry Monk,Osb,"I think he had dictated letters, but am not"
"2 Nov [1812]",from,Joseph Planta,Osb,"I take sincere interest love for the 20th year, & I"
"20 Nov [1812]",from,"Henry Petty-FitzMaurice, Marquis of Lansdowne",Osb,"Accept my best thanks for your obliging"
"20 Nov [1812]",from,"George, 2nd Earl Spencer",Osb,"from joints of brothers & friends,"
"30 Nov [1812]",from,"George, 2nd Earl Spencer",Osb,"I entirely despise the one large Paper"
"11 Dec [1812]",from,John Kaye,Osb,"I have procured a Tutor for <Tusker>, Mr"
"11 Dec [1812]",from,William Vincent,Osb,"[first line unclear]"
"[Dec 1812?]",from,Sir Benjamin Hobhouse,Osb,"[first line unclear]"
"2 Dec [1812]",from,G E Griffiths,Osb,"I am so wonderfully ill it with is disbelieveled [?]"
"12 Dec [1812]",from,William Vincent,Osb,"The Prince of Wales: himself highly"
"20 A [?] 1812",from,Samuel Parr,Osb(AS),"Two <Prince House>"
"24 Dec [1812]",from,C J Blomfield,Osb,"I am much indebted to you for your kind"
"28 Dec [1812]",from,Patrick Kelly,Osb,"I am off for Atheboy on Monday — to spend"
"30 DE 1812 pmk",from,C J Blomfield,Osb,"I am truly sorry that it was not in my power"
"pmk 1812",from,Samuel Parr,Osb(AS),"[first line unclear]"
"[1812-14]",from,CPB,Osb,"[first line unclear]"
"[1812?]",from,William Wilberforce,Osb,"[first line unclear]"
"[1812-13?]",to,CPB,Osb,"[first line unclear]"
"12 Jan [1813]",to,Patrick Kelly,NYPL(MS),"the fee is a considerable accumulate, to which"
"[Jan 1813]",from,Samuel Butler,Osb,"[first line unclear]"
"20 Jan [1813]",from,John Philip Kemble [?],Osb,"[first line unclear]"
"1 Feb [1813]",to,CPB,Flors,"I am some hope of education is [?]"
"3 Feb [1813]",to,CPB,Osb,"I see no, or my Son can desire. do, the"
"6 Feb [1813]",from,John Young,Scot,"I begin now in the light of You. What am"
"3 Mar [1813]",from,John Young,Win,"Maurice Ellis gives us a World of"
"8 Mar [1813]",to,CPB,Osb,"[first line unclear]"
"15 Mar [1813]",from,Shute Barrington,Osb,"Accept my thanks for the real pleasure which"
"[11] Apr [1813]",from,Henry Drury,Osb,"[first line unclear]"
"20 Apr [1813]",from,C J Hatcher [to CB Jr?],Canvy,"See you the force of giving my brother"
"1 May [1813]",from,Frances Millais [?],Osb,"I shall be at Home from one to two."
"10 May [1813]",from,John Young,Scot,"When I was at your house on Friday last, I"
"14 May [1813]",from,William Goodwin [?],Osb,"I beg leave to acknowledge the spiritual. I"
"20 May [1813?]",from,William Godwin,Osb,"Mr. Godwin has this moment received two"
"1 June [1813]",from,John Young,Osb,"[first line unclear]"
"8 Jun [1813?]",from,John Young,Osb,"if you had nothing better to do, pray dine"
"[Jul 1813?]",to,CPB,Osb,"an extract which appear to be [?]"
"[Jul 1813?]",to,CPB,Osb,"at (Chotley), having accepted the Living"
"[Aug 1813?]",from,W LeBas,Osb,"[first line unclear]"
"8 [Aug 1813?]",from,CPB,Osb,"[first line unclear]"
"30 Aug [1813]",to,CPB,Mel,"[first line unclear]"
"[31 Aug 1813]",from,William Wilberforce,Osb,"Perhaps I scarcely take ye best Method for"
"1 JU 1813 pmk",from,CPB,Osb(AS),"[first line unclear]"
"1 [Sept 1813?]",to,CPB,Mag 9/06 (2),"to Mam [?]"
"3 [Sep 1813?]",to,CPB,Osb,"many last thanks for your very gratifying"
"5 Sept [1813]",to,CPB,Osb,"The letter, my dear C.P.B. was for Alex,"
"9 Sept pmk 1813",to,CPB,Osb,"[first line unclear]"
"[Sep 1813?]",from,Richard [?] Heber,Osb,"[first line unclear]"
"pmk 1813",from,Samuel Parr,Osb(AS),"[first line unclear]"
"10 Sept [1813]",to,CPB,Osb,"The Gout is humble, and I have no Honey"
"11 Sept [1813]",to,CPB,Osb,"P.S. As to Ventures — I should like to send."
"11 Sept [1813]",to,CPB,Osb,"if you can 'elevate & surprize'"
"[Sept 1813]",to,CPB,Osb,"[first line unclear]"
"19 Sept [1813]",to,CPB,Osb,"[first line unclear]"
"21 Sept [1813]",to,CPB,Osb,"I take it for granted, that you are all dead,"
"23 Sept [1813]",to,CPB,Osb,"At length all your letters — pears — apples,"
"27 Sept [1813]",to,CPB,Osb,"The Venison did not arrive at York Place, till"
"[Sept 1813]",to,CPB,Osb,"I must be at home all day — for the Gout has"
"1 Oct [1813]",to,CPB,Osb,"I must be at home all day — for the Court has [?]"
"3 Oct [1813]",from,Henry Kent,Osb,"[first line unclear]"
"3 p [1813?]",to,CPB,Osb,"my proper memorial [inscription] for our friend"
"4 Dec [1813]",to,CPB,Conyn,"[first line unclear]"
"11 DE 1813 pmk",from,CPB,Osb,"[first line unclear]"
"4 DE 1813 pmk",from,G I Huntingford,Osb(AS),"I recognised your handwriting, &"
"12 Dec pmk 1813",from,G I Huntingford,Osb(AS),"I recognised your handwriting, &"
"18 Dec [1813]",from,E H Barker,Osb,"Bensely is much obliged to Mr. E,"
"20 Dec [1813]",from,Thomas Grenville,Osb,"[first line unclear]"
"[1813-14]",to,CPB,Osb,"[first line unclear]"
"[Sept? pre 1813]",to,CPB,Osb,"[first line unclear]"
"[1 Feb 1814?]",from,CPB,Osb,"[first line unclear]"
"22 Feb [post 1812]",to,CPB,Prin,"[first line unclear]"
"[18 Mar 1814]",from,Robert Finch,Osb,"I have been so long detained"
"4 Apr [1814]",from,CPB,Osb,"[first line unclear]"
"18 Apr [1814]",from,Robert Finch,Osb(Bod),"Accept my best thanks [?]"
"19 Apr [1814]",from,Sir George Beaumont,Osb,"I shall have a melancholy satisfaction to"
"AO Apr [1814]",from,T J Mathias,Osb,"I am much concerned that it will be not to my"
"1 May [1814]",from,William Howley,Osb,"[first line unclear]"
"17 May [1814]",from,Robert Finch,Osb,"Some business has occurred, which"
"22 May [1814]",from,George Henry Law,Osb,"Lady Grosell upon her [?] proceeds"
"1 Jun[e] [1814]",from,John Randolph,Osb,"[first line unclear]"
"9 Jun[e] [1814]",from,CPB,Osb,"Dr Burney Mr Richardson will promise [?]"
"10 Jun [1814] receipt",from,R H Barker,Osb,"Benshed of Rev Dr Burneys the sum of"
"17 [Jun 1814?]",from,CPB,Osb,"I honour yesterday; and told your tale"
"[Jul 1814?]",from,CPB,Osb,"lead to that consideration which seems to me"
"[Jul 1814?]",from,CPB,Osb,"[first line unclear]"
"[Jul 1814?]",from,CPB,Yale(Bo),"to the catalogue of Dr Burneys books"
"[Jul 1814?]",from,Sir H C Englefield,Osb,"I shall be very glad to accept of your kind."
"21 Aug [1814]",from,Sir Thomas Lawrence,Osb,"I am, every Day, pressed to write to you,"
"2 Sept [1814]",from,"George, 2nd Earl Spencer",Osb,"Do let me know when and where I shall and"
"20 Sept [1814]",from,Thomas Shorting [?],Osb,"I have received your parcel the 18th. July"
"25 Sept [1814]",from,CPB,Osb,"the blow [?] you have been able sometime"
"1 Oct [1814]",from,Joseph Banks,Osb,"[first line unclear]"
"4 NO 1814 pmk",to,CPB,Osb,"you [?] keep bringing a fine enough"
"11 Nov [1814]",from,Douglas Kinnaird,Osb,"I have held it for the Bill in [?], & find"
"14 Nov [1814]",to,Frances Anne (Burney) Wood,Byt,"[first line unclear]"
"27 Nov [1814]",from,William Wilberforce,Osb,"A Letter received this morning from one of China"
"3 Dec [1814]",to,CPB,NYPL(B),"The horrors of packing up — Calls — &"
"4 Dec [1814]",to,CPB,Osb,"[first line unclear]"
"[Dec 1814?]",to,Edward Foss,Osb,"[first line unclear]"
"24 Dec [1814]",to,CPB,Osb,"Thanks for deaths <Oxalis> — So, I must direct,"
"27 Dec [1814]",from,G I Huntingford,Osb,"When you next go to London, do the"
"[1814]",from,George Dyer,Osb,"The a sort of dead author, I do not come to"
"pmk [1814?]",from,CPB,Osb,"I Walk near to bad and Heavy, that I slept"
"[Apr 1814?]",from,CPB,Osb,"Ash General Post induces me to"
"[c May 1814?]",to,(CB) [?],Osb,"[first line unclear]"
"[Dec 1814?]",from,CPB,BM,"[first line unclear]"
"[post 1814?]",from,Thomas Maurice,Osb,"No thanks for your literary Scholls."
"8 Jan [1815]",to,Rosette (Rose) Burney,Osb,"it did occur to me, Yesterday, that I might"
"10 Jan [1815]",to,CPB,Osb,"Thanks, dear Boys, for your parquet. — the"
"13 Jan [1815]",from,CPB,Osb,"[first line unclear]"
"14 Jan [1815]",from,John Young,McG,"Noon, My Dear Sir, I know not whether I have"
"15 Jan [1815]",from,John Young,Osb,"[first line unclear]"
"22 Jan [1815]",from,CPB,Osb,"[first line unclear]"
"[Jan 1815?]",from,"George, 2nd Earl Spencer",Osb,"[first line unclear]"
"[Jan 1815?]",from,Samuel Butler,Osb,"[first line unclear]"
"1 Feb [1815]",to,CPB,Flors,"I am some hope of education is [?]"
"3 Feb [1815]",from,"William, 2nd Earl Spencer [?]",Osb,"[first line unclear]"
"6 Feb [1815]",from,John Kaye,Osb,"[first line unclear]"
"Feb [1815]",from,John Young,Osb,"[first line unclear]"
"Mar [1815]",from,CPB,Osb,"[first line unclear]"
"15 Mar [1815]",from,Shute Barrington,Osb,"Accept my thanks for the real pleasure which"
"16 Mar [1815]",from,Joseph Planta,Osb,"I have to much confidence in your goodness"
"21 Mar [1815]",from,Sir Thomas Lawrence,Osb,"[first line unclear]"
"27 Mar [1815]",from,Edward Maltby,Osb,"The style of your hand-writing, after such an"
"5 Oct [1815]",to,FBA,Osb,"[first line unclear]"
"15 Oct [1815]",from,John Philip Kemble [?],Osb,"[first line unclear]"
"15 Oct [1815]",from,CPB,Osb,"[first line unclear]"
"21 Oct [1815]",from,John Young,Osb,"I thank you for your Letter — good Letter —"
"21 Oct 1815 pmk",from,George Dyer,Osb,"[first line unclear]"
"1 Nov [1815]",from,Joseph Planta,Osb,"I have too much confidence in your goodness [?]"
"6 Dec pmk 1815",from,John Young,Osb,"I beg you will — all of you, as well as you"
"15 Dec [1815]",from,CPB,Osb,"[first line unclear]"
"[c 1815?] amanuensis",from,Sir George Pretyman Tomline,Osb,"[first line unclear]"
"[c 1815?] amanuensis",from,CPB,Osb,"[first line unclear]"
"3 Mar [1816]",to,Rosette (Rose) Burney,Osb,"Kevis letter arrived this morning, and brought"
"4 Mar [1816]",from,"William, Lord Marysel [?]",Osb,"It is truly an act of self-denial in me, when,"
"6 Mar [1816]",to,FBA,Osb,"I dispatch two letters, — according to my dear"
"9 MR 1816 pmk",to,CPB,Osb,"[first line unclear]"
"13 pmk [May 1816]",to,FBA,Conyn,"Poor Dr Kaye has lost his Father in law"
"15 Mar [1816]",from,Edward Legge,Osb,"I have Mr Gill with me for the last [?]"
"21 Mar [1816] receipt",from,W Whittle,Osb,"Revd of the Revd Charles Burney, D.D. Rectou [?]"
"12 Apr [1816]",from,Sir George Pretyman Tomline,Osb,"Many thanks for your Letter & of that affair."
"3 May [1816]",from,Sir Joseph Banks,WHM,"a difference of opinion has arisen Relative to"
"1 June [1816]",from,John Kaye,Osb,"I am obliged to postpone"
"[c Jun 1816?]",from,FBA,Osb,"[first line unclear]"
"[Jul 1816?]",to,CPB,Osb,"to find at once can. It comes of the"
"1 Oct [1816]",from,Edward Copleston,Osb,"Is a Letter, which I lately received"
"1 Oct [1816]",from,CPB,Osb,"[first line unclear]"
"4 Nov [1816?]",from,Thomas Maurice,Osb,"[first line unclear]"
"5 Nov [1816]",from,Thomas Maurice,Osb(AS),"Allowed you will be always entitled to every"
"5 Nov [1816]",from,Henry Drury,Osb,"Poor add my name to your List of subscribers"
"5 Nov [1816]",from,Richard Twining [?],Osb,"[first line unclear]"
"18 Nov [1816]",to,CPB,NYPL(B),"No accounted from Dr."
"23 Nov [1816] amanuensis",from,C J Blomfield,Osb,"[first line unclear]"
"6 Dec pmk 1815 [sic]",from,John Young,Osb,"I beg you will — all of you, as well as you"
"15 Dec [1816]",from,CPB,Osb,"his Respects to Dr. Burneys [?]"
"[c 1816?]",from,John Young,Osb,"in full sights, and in rare good concerns:"
"[Mar 1816?]",from,Charles Butler,Osb,"[first line unclear]"
"[Mar 1816?]",to,FBA,Osb,"[first line unclear]"
"[4 Jun 1816?]",from,John Philip Kemble,Osb,"[first line unclear]"
"[10?] Jan [1817]",to,[William Howley?],Osb,"[first line unclear]"
"22 May [1815]",from,George Henry Law,Osb,"Lady Grosell upon her [?] proceeds"
"10 May [1817]",from,John Philip Kemble,Osb,"I have great pleasure to learn which of your"
"15 MY 1817 pmk",to,CPB,Osb,"to R FBA — and so many Arch [?] ditch"
"[10 May 1817]",from,"Eva Maria (Veigel) Garrick",Harv(H),"Your kind letter received & Hampton with [?]"
"20 May [1817]",from,Sir John N Ashby [?],Osb,"[first line unclear]"
"[May 1817?]",from,John Langslow,Osb,"he is now a Candidate for the Alfred and the"
"5 June [1817]",from,Sir George Pretyman Tomline,NYPL(I),"A small Prebend in my Church of Lincoln is"
"[Jun 1817?]",to,FBA,Osb,"the Post again submitted the Inscription"
"[27 June pmk 1817]",from,C J Blomfield,Osb,"Your must have thought me very dilatory in my"
"5-6 July [1817]",to,CPB,Osb,"My letter, written on the Road, I trust, reached"
"[Jun-Jul 1817?]",to,CPB,Osb,"We close one short Route and Breakfast, here, a [?]"
"17 July [1817]",from,John Philip Kemble,Osb,"Your friendly letter reached me only last night."
"20 July [1817]",from,Sir George Pretyman Tomline,Osb,"I beg my very much for your Letter & the"
"6 Aug [1817]",from,CPB,Osb,"Have goods on Question respecting Court Cost [?]"
"17 Aug [1817]",to,Mr <Milne>,Harv(H),"Mr Burney will be obliged to Mr <Milne>"
"[20 Aug 1817]",to,FBA,Osb,"One fine line & an half — I have a packet for"
"24 Aug [1817]",to,CPB,Osb,"Most heartily do I rejoice — and truly do I"
"20 Oct [1817]",from,"George, 2nd Earl Spencer [?]",Osb,"[first line unclear]"
"21 Oct [1817]",from,CPB,NYPL(B),"I find [?]"
"29 Oct [1817]",from,CPB,NYPL(B),"The History [?] — King would [probably?]"
"[Oct 1817?]",from,G Woodfall [to CB Jr?],Osb,"[first line unclear]"
"7 Dec [1817]",from,CPB,Osb,"Hafiz son Man. How am I compact [sic]"
"[1816-1817?]",from,William Heberden [to CB Jr or CPB?],Osb,"Dr Heberden presents his compts; & thinks"
"[post 1817]",to,CPB,Osb,"[first line unclear]"
"[post 1817?]",from,Samuel Parr,Osb,"sent a nice letter to Mr Tarnsal [?]"
"[post 1817?]",from,CPB,PML,"[first line unclear]"
"[c 1817?]",from,Charles Malcolm Manners,ALS,"8 I do but, and in the degree, to which"
"[10 Oct 1817?]",from,CPB,Osb,"a delve review, from which Mr. Darcy"
"29 May 1779",to,S Haroy [?],Conyn,"after passing Glastonbury market from Ax-"
"[Jul] June [?]",from,Cutler [?] Moore [?],Osb,"[first line unclear]"
"4 Apr [?]",from,Samuel Rose,Osb,"I pray, My Dear Mr Burney, that I have not"
"[1795-01]",from,CPB,Conyn,"I am very sorry you should have"
"14 Oct 1792",from,M Holley [?],Osb,"I am very sorry that you should have suffer'd"
"8 NO 1797 pmk",from,Elizabeth Rose,Osb,"I am happy my dear Sister, to again being able"
"1 Apr [?]",from,CPB,Osb,"[first line unclear]"
"19 [Jun-Jul?]",from,CPB,Osb,"[first line unclear]"
"[1 Apr 1798?]",from,CPB,Osb,"[first line unclear]"
"23 Apr 1814",from,Harriet Bosse [?],Conyn,"I feel afraid, that you will deeply lament."
