date,direction,correspondent,repository,first_line
[1808],from,CB,Osb,I shall be much obliged
[c 1808],to,CB,Osb,I am very glad you are well
[1808],from,CB,Osb,I hope you received my last
20 Sep [1808],to,CB,Osb,I have your kind Letter and
[1808],from,CB,Comps,I have your favour
[1808],to,CB,Scot,I have been a long time
[1808],from,CB,Osb,I was glad to hear from you
[1808],to,CB,NYPL (B),I have now the pleasure of
[1808],from,CB,NYPL (B),I was much concerned
[c 1808],to,CB,Osb,I shall be very much obliged
[1808],from,CB,Osb,I have your kind Letter and
1 p Oct [1808],to,CB,Osb,I have your favour of the
[1808],from,CB,Osb,I am very glad
7 Oct [1808],to,CB,Osb,I hope this will find all your family well
[1808],from,CB,Osb,I was glad to hear
2 Nov [1808],to,CB,Osb,I have yours of [?] and am very sorry
[1808],from,CB,Osb,I have the pleasure to say
3 Dec [1808],to,CB,Osb,I had your kind favour of
[1808],from,CB,Osb,I am much obliged to you
[c 1808],to,CB,Osb,I take the earliest opportunity
[1808],from,CB,Osb,I was very glad to hear from you
15 Jan [post 1808],to,CB,Osb,I have been very much concerned
[1808],from,CB,Osb,I am very sorry you have
20 Sep,to,CB,Osb,I have the pleasure to
[1808],from,CB,Osb,I am very much obliged
[1808],to,CB,Osb,I am glad to hear
[1808],from,CB,Osb,I am very sorry for your disappointment [?]
[1808],to,CB,NYPL (B),I have now to tell you
[1808],from,CB,Osb,I hope this will find you very well
[c 1808],to,CB,Osb,I am much obliged for
[1808],from,CB,Osb,I hope you are all well
20 Sep [1808],to,CB,Osb,I had your kind favour
[1808],from,CB,Osb,I shall be very glad
[1808],to,CB,Osb,I take the opportunity
[1808],from,CB,Osb,I am very sorry
31 Jul [1808],to,CB,Osb,I have the pleasure of telling you
[1808],from,CB,Osb,I had the honour of your Letter
[1808],to,CB,Osb,I have to thank you for your kind
[1808],from,CB,Osb,I shall be very glad to see you
[c 1808],to,CB,Osb,I have your favour of
[1808],from,CB,Osb,I am very glad you have been
1 p Nov,to,CB,Osb,I have now the pleasure to
[1808],from,CB,NYPL (B),I have your kind Letter
[1808],to,CB,BM,I have been very long
[1808],from,CB,Osb,I hope you will think of
8 p Nov [1807],to,CB,NYPL (B),I had for you
[1807],from,CB,Osb,I am sorry to tell you
[1807],to,CB,Osb,I hope you are all well
[c 1807],from,CB,Osb,I have your favour
5 Jan,to,CB,Osb,I was not [?] a little [?] surprised
[1807],from,CB,Osb,I have the pleasure
[1807],to,CB,Osb,What you say is very true and I find [?]
[1807],from,CB,Osb,I have yours
6 p Nov [1807],to,CB,NYPL (B),I have your favour
[1807],from,CB,Osb,I am very sorry
[1808],to,CB,Osb,I have now [?] been [?] long [?] from [?]
[1808],from,CB,Osb,I am much [?] pleased
[1808],to,CB,Osb,I hope you will excuse [?]
[1808],from,CB,Osb,I have your favour and thank you
[c 1808],to,CB,Osb,I shall be very glad
[1808],from,CB,Osb,I am very glad to hear of [?] Thou [?] Coll [?]
[1808],to,CB,Osb,I will offer for the
[1808],from,CB,Osb,I am very sorry
[1808],to,CB,Osb,I have the honour of your kind
[1808],from,CB,Osb,I have your kind favour
[c 1808],to,CB,Osb,Oxf (AS) [?]
[1808],from,CB,Osb,I hope you are all well
[1808],to,CB,Osb,I am very glad to hear from you
[1808],from,CB,Osb,I was glad to hear
20 Sep [1808],to,CB,Osb,I have the pleasure of
[1808],from,CB,Scot,I have your kind favour
[1808],to,CB,Osb,I have now the pleasure
[1808],from,CB,Comps,I was glad to find
[1808],to,CB,Osb,I have yours and thank you
[1808],from,CB,Osb,I was very glad to receive
[c 1808],to,CB,Osb,I hope this will find you well
15 Jan,from,CB,Osb,I hope you are very well
[1808],to,CB,Osb,I am very sorry for the loss
[1808],from,CB,Osb,I hope you will take [?]
[1808],to,CB,WRM /,I take the earliest opportunity
[1808],from,CB,Osb,I was very glad to hear
[1808],to,CB,Osb,I shall be glad to come
[1808],from,CB,Osb,I hope you are very well
1 p Oct [1808],to,CB,Osb,I have yours and am much obliged [?]
[1808],from,CB,Osb,I have your kind Letter and I hope
5 Nov,to,CB,Osb,I hope by this time [?]
[1808],from,CB,Osb,I am very glad to hear
[1808],to,CB,Osb,I have now the pleasure
[1808],from,CB,Osb,I hope you are well
20 Sep [1808],to,CB,Osb,I was very glad [?]
[1808],from,CB,Osb,I have your favour
[c 1808],to,CB,Osb,I very much hope [?] to end [?] of College [?] for a little
[1808],from,CB,Osb,I was sorry to hear
1 Oct [1808],to,CB,Osb,I am very sorry
[1808],from,CB,Osb,Teeny [?] Lodge [?] for [?] your Matters [?]
[1808],to,CB,Osb,I have the pleasure
[1808],from,CB,Osb,I was very glad to hear
[c 1808],to,CB,Osb,1 p Mav [?]
[1808],from,CB,Osb,I hope you are well
1 p Jun,to,CB,Osb,I have your kind favour
[1808],from,CB,Osb,I have [?] Lodging [?] for you — at [?] B [?] do [?]
[1808],to,CB,Osb,I am very glad
[1808],from,CB,Osb,I have [?] your letter [?] now from [?] Cambs [?] to Cambridge [?]
