date,direction,correspondent,repository,first_line
"[1815-18]",from,"Harriet Bowdler","NYPL(B)","will you a Cup of Chocolate,"
"[1815-18]",from,"Sarah Martha Holroyd","BM(Bar)","How d'you Madame d'Arblay et des Grands,"
"[1815-18]",from,"Sarah Martha Holroyd","NYPL(B)","I will give my dear M"
"[1815-18]",from,"Sarah Martha Holroyd","NYPL(B)","I was delighted to be sure"
"[1815-18]",from,"Sarah Martha Holroyd","BM(Bar)","[?]"
"[1815-18]",from,"Sarah Martha Holroyd","NYPL(B)","It see and not expect our dear Mrs d'Arblay"
"[1815-18]",from,"Sarah Martha Holroyd","NYPL(B)","to her eldest daughter Lady"
"[1815-18]",from,GMAPWaddington,"NYPL(B)","[signature only] yours ever / G M W"
"13 Jan",to,M d'A,Osb,"[?]"
"13 Jan",to,"Frances (Phillips) Raper",HEH,"I almost [need] my dearest Fanny's offered"
"[post 13 Jan 1816]",to,M d'A,PML,"[?]"
"19 JA 1816",to,M d'A,"NYPL(B)","A mind fanny Found going post from me from"
"[?]",from,"Marie de Maisonneuve","NYPL(B)","il n'a dit au suoir princess Ma bien chere"
"[Feb-Mar]",to,GMAPWaddington,"NYPL(B)","Your Worship nobly applied for an in-"
"[Feb-Mar]",to,AA,"NYPL(B)","I regret a Letter by the post that may demand"
"[Feb-Mar]",to,GMAPWaddington,"NYPL(B)","I can now — also confused myself — &"
"[Feb-Mar]",to,M d'A,"NYPL(B)","How grieved I am — & how shocked will be"
"[c 1 Mar]",to,M d'A,"NYPL(B)","I am right [?] of your little"
"[1 Mar]",to,M d'A,"NYPL(B)","d'une lowered, dearest Mary, quite let"
"[c 1 Mar]",to,"Frederica Locke","NYPL(B)","[?]"
"1 Mar",to,M d'A,"NYPL(B)","Lady 4 p LB"
"1 Mar",from,"Marie de Maisonneuve","NYPL(B)","[?]"
"18 Mar",from,"Marie de Maisonneuve","NYPL(B)","[?]"
"20 MR 1816 pmk",to,M d'A,"NYPL(B)","I am glad your notification, though not [?]"
"[Mar]",to,GMAPWaddington,"NYPL(B)","[?]"
"[Mar]",to,M d'A,"NYPL(B)","I shattered with sufferings, dearest Mary,"
"1 AP 1816 pmk",to,M d'A,"NYPL(B)","I write to MY day, to give essentially"
"[Apr]",to,CB Jr,"NYPL(B)","[?]"
"4 Apr",to,AA,"NYPL(B)","my dearest Carlos think I do not feel"
"13 Apr",to,GMAPWaddington,"NYPL(B)","Wha —"
"14 Apr",from,AA,"BM(Bar)","I always keep to MY day, let me hope"
"4d it pmk",to,M d'A,"NYPL(B)","I am to hear about P — [?]"
"20 AP 1816 pmk",to,M d'A,"NYPL(B)","upon so light a subject her feeling is [?]"
"22-24 May",to,M d'A,PML,"We need your words to keep us in spirits my"
"1 May",to,M d'A,"NYPL(B)","My amie, ma chère et unique amie, et la"
"24 May",from,"Frances Bowdler","NYPL(B)","[?]"
"[May]",to,M d'A,"BM(Bar)","[?]"
"1 May [1816]",from,M d'A,"NYPL(B)","Mon amie, ma chère et unique amie, et la"
"3 May",to,M d'A,"NYPL(B)","Ma situation, mon adorable amie, par la te"
"[May 1816]",to,GMAPWaddington,"NYPL(B)","je vous assure madame plusiest moment du mois"
"5 May",to,M d'A,"NYPL(B)","I will always keep ready to my Finlar, in the"
"31 May",to,M d'A,"NYPL(B)","[?]"
"[5 JU 1816 pmk]",to,M d'A,"NYPL(B)","from Sarah Martha Holroyd"
"7 June [1816]",from,"Sarah Martha Holroyd","NYPL(B)","Complet you were right not to disappoint us"
"7 June",draft,to,"Princess Elizabeth","BM(Bar)","Had not Miss Maltby slunk in the secretly"
"[7 June 1816 pmk]",to,M d'A,PML,"[?]"
"12 JU [1816] pmk",to,M d'A,"NYPL(B)","the estimate of the great & I trust most hope"
"[c July]",to,GMAPWaddington,"NYPL(B)","The interesting reflections with which I"
"9 July",to,M d'A,"NYPL(B)","[?]"
"22 July",copy,to,"Charlotte Beckerdorff","NYPL(B)","Agitée, dear Madam, I confess"
"23 July",to,M d'A,"NYPL(B)","[?]"
"23 July",copy,to,"Princess Mary","NYPL(B)","The sweetness which, almost from"
"5 LB",to,"Princess Elizabeth","BM(Bar)","[?]"
"from William Wilberforce","[?]","[?]","NYPL(B)","Had not Miss Maltby slunk in secretly"
"[1 Sept 1816]",from,"Frederica Locke","NYPL(B)","[?]"
"1 Sept",to,M d'A,"NYPL(B)","je vois que s'il n'a son pas probiuit, mais en"
"[1 Sept]",from,"Marie de Maisonneuve","NYPL(B)","[?]"
"5 Sept",from,"Marie de Maisonneuve","NYPL(B)","j'ai les la gagnais Ma bien chere"
"8 Aug [1816]",to,M d'A,"NYPL(B)","[?] an Arcnet Carlos, primed a"
"[c 14 Aug 1814 pmk]",to,M d'A,"NYPL(B)","[?]"
"15 Sept",from,"Frederica Locke","NYPL(B)","[?]"
"9 Sept",from,M d'A,"NYPL(B)","Mon amie, ma chère et unique amie, et la"
"10 Sept",to,M d'A,"NYPL(B)","[?]"
"15 Sept",from,M d'A,"NYPL(B)","Fanny, l'éprouve Fanny, comme tu traites ton"
"20 Sept",to,M d'A,"NYPL(B)","[?]"
"[c 20 Sept]",copy,to,M d'A,"NYPL(B)","I have an excuse for writing to you"
"22 Sept",from,JB,"NYPL(B)","[?]"
"22 Sept",to,M d'A,"NYPL(B)","Mon Ami! mon bien aimé ami! quelle Lettre"
"[24-27] Sept",to,M d'A,"NYPL(B)","Malgré la meilleure tournure que"
"30 Sept",to,M d'A,PML,"Du Roi du Pot / Charles Philippe de France."
"1 Oct",to,M d'A,"BM(Bar)","Il n'a à friend in office always at hand, as"
"8 [Oct]",to,M d'A,"NYPL(B)","Voilà ma quatrième Lettre depuis que Votre"
"12 Oct",from,M d'A,"NYPL(B)","Quel bonheur! une mule je recois en ouvrant"
"12 Oct",to,M d'A,"NYPL(B)","J'ai, ma chere amie, une bonne nouvelle à te"
"14 OC 1816 pmk",to,M d'A,"NYPL(B)","I will not hurry or press you. Do not leave my"
"10 Oct",to,M d'A,"NYPL(B)","[?]"
"from — (Bardin) Meignen","[?]","[?]","NYPL(B)","Miss / If you please good health, en voilà"
"20 Oct",to,M d'A,"NYPL(B)","[?]"
"3-5 Oct",to,M d'A,"NYPL(B)","You send indeed think me very remiss in"
"[7 Oct 1816] draft",to,M d'A,"NYPL(B)","his understanding having it is thus controlled my thoughts"
"14 Oct",to,M d'A,"NYPL(B)","Des more on this classical ground (as they"
"24 Oct",from,M d'A,"NYPL(B)","[?]"
"30 NV 1816 pmk",to,M d'A,Osb,"at your hue library, my dear"
"from Lady Keith","[?]","[?]","BM(Bar)","[?]"
"8 Dec",from,"Frances (Phillips) Raper","NYPL(B)","[?]"
"23 Dec?",to,M d'A,"NYPL(B)","My Office Letters are truly kind to"
"26 Dec",to,"Princess Elizabeth","NYPL(B)","[?]"
"[Dec 1816]",from,"Princess [Elizabeth]","NYPL(B)","Prince [?] as an very important tho'"
"[1816]",from,"Adèmie (de Chavagnac) vicom-","NYPL(B)","tesse de la Rochefoucauld, c.,"
"[1816]",draft,to,"Queen Charlotte","NYPL(B)","la peimai pur aux Meliessups, pour le bonneur de"
"[1816]",to,M d'A,"NYPL(B)","I am only sensible of your flattering"
"[1816]",from,"GMAPWaddington to FBA","NYPL(B)","England, though I deeply lament the"
"[1816-18]",to,"[Sarah Martha Holroyd]","NYPL(B)","[?]"
"[pre 1817]",to,"M d'A & CBFB","NYPL(B)","as a perpetual I now come before you — but"
"7 Jan [1817]",copy,to,"Princess Elizabeth","BM(Bar)","What a delicious letter should I compose were"
"[post 22 Jan 1817]",to,SHB,"BM(Bar)","What a mine sign is it — though not, perhaps"
"22 Jan",from,"Princess Elizabeth","NYPL(B)","You will excuse my displeasing your"
"Jan",to,M d'A,"NYPL(B)","[?]"
"1 Feb",to,M d'A,"NYPL(B)","[?]"
"[Feb]",to,M d'A,"NYPL(B)","[?]"
"3 p LB",to,"Princess Elizabeth eff [?]","BM(Bar)","[?]"
"11 Mar",to,M d'A,"NYPL(B)","At the moment I received your re-"
"14 Mar",to,M d'A,"NYPL(B)","Humand Humain! vive Abrial vive"
"[14 Mar]",copy,to,M d'A,"BM(Bar)","[?]"
"[post 14 Mar]",to,M d'A,"NYPL(B)","I, M, F,] often"
"15 Mar",from,"George Owen Cambridge","NYPL(B)","I know it were that her having dined for a day"
"16 Mar",to,M d'A,"NYPL(B)","Letter came too late for business on"
"25 Mar",to,M d'A,"NYPL(B)","[?]"
"27 Mar [1817]",from,"Frances Bowdler","BM(Bar)","I have been here on a visit to Lady Louisa"
"[11] Apr",to,M d'A,"NYPL(B)","[?]"
"25 Apr",to,M d'A,"NYPL(B)","[?]"
"25 Apr",to,M d'A,"NYPL(B)","I was what a Rogue you are! — 4 Days in"
"[25 Apr pmk 1817]",to,M d'A,Osb,"I would have answered you, my dearest"
"28 AR 1817 pmk",to,M d'A,"NYPL(B)","Also, my dear Charles — while preparing for"
"28 Apr",to,EBB,"NYPL(B)","My dearest Esther — I know here I shall"
"25 Apr",to,JB,PML,"I know well how sincerely you will grieve for"
"11 Mar",to,M d'A,"NYPL(B)","I shall be happy [?]"
"31 May",to,M d'A,"NYPL(B)","Looking even sans il should think a"
"1 May",to,M d'A,"NYPL(B)","is it not, my dear Fanny, a terrible"
"3 May",copy,to,M d'A,"BM(Bar)","[?]"
"11 May",to,M d'A,"NYPL(B)","I or else had an lit. or dids, as we [?]"
"12 June [1817]",from,"Lady Charlotte Fitzgerald","NYPL(B)","make 1 and on Coronet D words to"
"13 June",to,M d'A,"NYPL(B)","and men and we have transgression"
"16-18 June [1817]",from,M d'A,"NYPL(B)","O yes, yes, my dearest Anne, you deceived righe"
"18 [June 1817]",to,M d'A,"NYPL(B)","La soir, ma chere Fanny, est aussi mon."
"20 June 1817",from,M d'A,"NYPL(B)","la M a Citant Epitode finished with"
"20 June 1817",to,"Princess (Krousée) / Former","NYPL(B)","Counsel d'Arblay or not too be very [?]"
"20-[24] June",to,M d'A,"NYPL(B)","with AA to M d'A"
"20-24 June",from,M d'A,"NYPL(B)","Ma rendu, ma chere amie, établi cher Mr le"
"20-25 June",to,M d'A,"NYPL(B)","June 22r. Alas A I spent the Evening is"
"25 June",draft,to,"Henry (later) Hoare","NYPL(B)","I beg the fortune that you will forward to me"
"25-27 June 1817",to,M d'A,"NYPL(B)","je ne te quittais here qu pr after dîner as"
"8 June",to,M d'A,"NYPL(B)","with M d'A to AA"
"[c 7 Aug 1817]",to,M d'A,"NYPL(B)","Hurling me into another, I suppose"
"2-7 Aug",to,M d'A,"NYPL(B)","[?]"
"[c 7 Aug 1817]",from,M d'A,"BM(Bar)","[NYPL(B)] Entrez une lettre de die le [B] et"
"9 Aug",draft,to,"Princess Elizabeth","BM(Bar)","[?]"
"9 Aug [1817]",to,M d'A,"BM(Bar)","Avant bien < > ne fille de Mussiquit me"
"10-24 [Aug 1817]",to,M d'A,"NYPL(B)","[?]"
"16-21 [Aug 1817]",from,M d'A,"NYPL(B)","de se chere 'Campons' — n'a pas dit soeur"
"21 Aug",from,"Sarah Martha Holroyd","NYPL(B)","You will be surprised, dear Mdr d'Arblay"
"22 Aug",to,GMAPWaddington,"NYPL(B)","I cannot know [?], my dearest"
"25 Aug-2 Sept [1817]",to,M d'A,"NYPL(B)","[?]"
"25 Aug 1817",from,M d'A,"NYPL(B)","[?]"
"[27-20 Aug 1817]",to,M d'A,"NYPL(B)","[?]"
"28 Aug-[c] Sept",to,M d'A,Comyn,"Mercredi matin, Ma lettre de ce poi vient de"
"30 [Aug]",copy,to,M d'A,"BM(Bar)","I pass your hand, my dearest Carlos, quite"
"30 Sept",to,"Longmans & Co","BM(Bar)","Madame d'Arblay begs leave to observe to"
"[c 14 July 1817]",to,M d'A,"NYPL(B)","Qu'est il de toi, ma bonne amie,"
"[c 24] July [1817]",to,M d'A,"NYPL(B)","les gens qui s'il n'a pas [?] mais on"
"[post July 1817]",to,M d'A,"NYPL(B)","[?]"
"[31 July 1817]",to,M d'A,"BM(Bar)","[?]"
"[post July 1817]",to,M d'A,"NYPL(B)","la chere, ma chere amie, que depuis un"
"[c July 1817]",to,M d'A,"NYPL(B)","plus, I longish to hear news of my [?]"
"14 July [1817]",to,M d'A,"NYPL(B)","[?]"
"[July]",to,M d'A,"NYPL(B)","des choses vraiment inexcusable! J'ai"
"[July]",to,M d'A,"NYPL(B)","La tout though melancholy offering of my"
"[c Aug 1817]",from,"Marie de Maisonneuve","NYPL(B)","[?]"
"[July]",to,M d'A,"BM(Bar)","[?]"
"5 p LB",to,"Princess Elizabeth","BM(Bar)","[?]"
"4 p LB",to,"Lady Keith","BM(Bar)","[?]"
"[?]",to,"Lady Keith","NYPL(B)","I am you your insuperable"
"11 Mar",to,"George Owen Cambridge","BM(Bar)","[?]"
"5-9 Oct",to,M d'A,"NYPL(B)","[?]"
"17 Oct 1817 draft",to,"Princess Elizabeth","NYPL(B)","the ostentation or [?] in becoming Letter, or,"
"14 Oct",to,AA,"NYPL(B)","Des more on this classical ground (as they"
"24 Oct",from,M d'A,"NYPL(B)","[?]"
"2 Nov",to,M d'A,"NYPL(B)","Why me Boy! my [?] my Alex! — al you se"
"1 Nov",to,AA,"NYPL(B)","Bien, lass donc les transports d'une joie lure,"
"5 Nov",to,M d'A,"NYPL(B)","Can I still hope, you dearest Mary, for the"
"[c Nov 1817-Jan 1818]",to,M d'A,"NYPL(B)","What a good kind Charlotte! how can I"
"[post Sept 1817]",to,AA,"NYPL(B)","[?]"
"1 Nov",from,"Maria (Edgeworth) Beddoes","NYPL(B)","[?]"
"Nov [1817]",to,M d'A,"NYPL(B)","You ought to have had a letter ladies now to"
"20 NO 1817 pmk",to,M d'A,Osb,"I heartily rejoice that you could my shut"
"22 Nov",to,M d'A,"NYPL(B)","the Law Taxeed Scholarship"
"3 Nov",from,"Eleonore, princesse d'Henin","BM(Bar)","[?]"
"3 Dec 1817",to,M d'A,Osb,"[?]"
"[c 3 Dec]",to,M d'A,"NYPL(B)","Dear me what a dreadful letter shall I write"
"6 Dec",to,M d'A,"NYPL(B)","her soul a left, dearest Medea"
"[1 Sept 1817]",from,"Arcédot Carlos","NYPL(B)","[?]"
"[20 Dec 1817-14 Jan 1818]",to,"Lady Keith","BM(Bar)","I do begin this with intention to end the old"
"27 [Dec 1817]",copy,to,"Princess Elizabeth","BM(Bar)","'One line' What sweetness is that! it how"
"25 Dec",to,M d'A,"NYPL(B)","[?]"
"[29 misdated 30] Dec",to,AA,"NYPL(B)","After my dearest Alexander how [?]"
"31 Dec",from,AA,"NYPL(B)","Freedom indeed would have been the dearest"
"[1817]",copy,to,"Mary (Danby), Countess of Harcourt","BM(Bar)","The security in which, I trust, we are all,"
"[1817]",to,M d'A,"NYPL(B)","positive hero, reallement droit par mon coeur"
"[post 1817]",copy,to,"[Princess Elizabeth to FBA]","NYPL(B)","I almost went distracted Made."
"[5 Jan]",to,"Princess Elizabeth","NYPL(B)","[?]"
"25 Jan",from,"Princess Elizabeth","NYPL(B)","You ought to be very [?] from me &"
"[25 Jan 1818]",from,"Sarah Martha Holroyd","NYPL(B)","if it Reach Holroyd people are beginning of"
"[25 JA 1818]",to,M d'A,"NYPL(B)","and need I tend to you < > how my heart"
"27 JA 1818 pmk",to,M d'A,"NYPL(B)","our precious Amitie has taken my letter sheet"
"20 Jan [1818]",from,"Harriet Bowdler","NYPL(B)","I cannot tell you how much."
"[8 Mar [misdated 1817]]",to,CBFB,"NYPL(B)","in store a keep so far from [?]"
"20 Jan 1818",to,M d'A,"NYPL(B)","[?]"
"[Jan 1818]",to,M d'A,"NYPL(B)","I have been led to write of Christmas"
"[Mar 1818]",to,"Frederica Locke","NYPL(B)","[?]"
"[Jan 1818]",from,"Eleonore, princesse d'Henin","BM(Bar)","[?]"
"[Jan 1818]",from,"Princess Mary","NYPL(B)","[?]"
"[?]",to,"Princess Elizabeth","NYPL(B)","[?]"
"1 Feb [1818]",to,M d'A,"NYPL(B)","I would not refrain myself the prospect"
