date,direction,correspondent,repository,first_line
18 Apr,from,HLTP,NYPL(B),"Oh Tuesday sent my little Dear Tyo with"
20 Apr [1781],from,HLTP,NYPL(B),Wish my sweet Tyo! & how go things at the [?]
[22 Apr],from,HLTP,NYPL(B),I will send for my Tyo o'Tuesday 24 y' a
23 Apr [1781],from,HLTP,NYPL(B),I believe you did misunderstand me my D [?]
25 Apr [1781],to,Samuel Crisp,NYPL(B),Have you not my dearest Daddy sought
10 May [1781],to,Samuel Crisp,NYPL(B),What shall I tell you Tyo! what! but that
15 May,from,Samuel Crisp,NYPL(B),I was neither cross nor surprised
[post 15] May,to,SEB,NYPL(B),I am much obliged to you my Dearest Susy
25 May,to,SEB & CAB,NYPL(B),We had hardly gone 10 yards before it began
31 May-5 June [1781],to,HLTP,NYPL(B),How precisely have you forestated my answer
[May 1781],to,SEB,NYPL(B),This was the great & most important Day
[May? 1781],from,HLTP,NYPL(B),With infinite Difficulty and long Delay the
[May-Aug 1781],from,HLTP,NYPL(B),Now Clarinda these then save this little Footage [?]
May-Aug [1781],from,HLTP,NYPL(B),see all my Dear little Tyo be delighted —
[May-Aug 1781],from,HLTP,NYPL(B),my Tyo was forced to send for Sir
[May-Aug [1781]],from,HLTP,NYPL(B),"Sir Richard Jobb breakfast here today and I"
[May-Aug 1781],from,HLTP,NYPL(B),"That Kats & Presho have had another Battle"
[May-Aug 1781],from,HLTP,NYPL(B),my dear Tyo to have more [?]
[Aug-May 1781],from,HLTP,NYPL(B),now do write my Tyo to Crutchley's Man [?]
[May 1781],from,HLTP,BM(Bar),"Harshly said? — no Dearest Madam never"
[May-20 June 1781],from,Gasparo Pacchierotti,Osb,[?]
[c 10 June 1781],to,SEB,BM(Bar),I have already written you my Dearest Tyo [?]
[14]-28 June,from,HLTP,NYPL(B),I found Dr Johnson in admirable good
20 June [1781],from,HLTP,NYPL(B),I saw off a most sad meow [?] my Dearest
28 June,from,SEB,BM(Bar),"The waiting for those long expected letter"
16 July,to,SEB & CAB,NYPL(B),I will give you all the scraps into
[8 July 1781],from,SEB,NYPL(B),I assure you much better though I must
9 July,from,HLTP,NYPL(B),I pray let these books be given for the
12 July [1781],to,SEB,NYPL(B),"Why is there such another Watch! —"
14-16 July,to,SEB & CAB,NYPL(B),I will give you now my dear Girls
15 Aug [1781],from,Samuel Crisp,BM(Bar),Do you believe me when I assure you
17 Aug,to,HLTP,NYPL(B),Now I am going to write a very tyo Letter —
[18 Aug 1781],from,HLTP,NYPL(B),"Wretched doings Ma'am! — "
20 Aug [1781],to,HLTP,NYPL(B),"Harshly said? — no Dearest Madam never"
[pre 21 Aug 1781],to,SEB,Iowa,I can merely write to — say I love you dearly
25 Aug-3 Sept,to,SEB & CAB,NYPL(B),My Paper Journal is now so in arrears
25 Sept,to,SEB,NYPL(B),I am you will think me a long Time my
[Aug? 1781],from,HLTP,NYPL(B),I thank you heartily my dearest Susy for your
[Aug? 1781],to,SEB,NYPL(B),Your Journal Letter was very entertaining
[Aug? 1781],to,SEB,Hyde,I was so shocked at the sight of Jacob
[Aug-Nov 1781],from,HLTP,NYPL(B),You know my ridiculous Whim of fearing &
9 July,from,Samuel Johnson,NYPL(B),Pray let these books be given for the [?]
1 p 8vo,from,HLTP,NYPL(B),I need not to have dreaded my [?]
[Mar-May 1782],from,HLTP,NYPL(B),[?]
[?] 53 pmk,from,HLTP,NYPL(B),No my sweetest Soul I only come for Park [?]
[post 4 Apr 1782],from,HLTP,NYPL(B),My dearest Burney will see that I did [?]
[5 AP] pmk [1782],from,Samuel Crisp,NYPL(B),"Heartily do I thank you my ever dear Daddy"
6 AP pmk [1782],from,Samuel Crisp,NYPL(B),"— some one or — 56 weeks of Genius"
[11 Apr 1782],to,HLTP,BM(Bar),So then I had I answered the last Letter
24 Apr [1782],from,HLTP,NYPL(B),I thought to have seen my sweet Fanny
25 Apr [1782],from,HLTP,NYPL(B),"Upon my Honour then my Dear I have"
[30 Apr 1782],from,HLTP,NYPL(B),My Eyes swell with reading & crying
[Apr 1782],from,HLTP,NYPL(B),& I do let me see my Love any more till we
[Apr? 1782],from,HLTP,NYPL(B),My precious Burney will wonder the I [?]
[Apr-Aug 1782],from,HLTP,NYPL(B),Well my dear Burney here is your little Friend
[Apr-Aug 1782],from,HLTP,NYPL(B),My ever! Burney must read this Book & bring [?]
[Apr-Aug 1782],from,HLTP,NYPL(B),"Poor was a Puppy & wanted to be taking it"
[Jan-Apr 1782],to,SEB,Ryl,I need not to have dreaded [?]
25 Feb [1782],from,Samuel Crisp,NYPL(B),I send you & Dearest Madam my third
[Feb-Apr 1782],from,HLTP,NYPL(B),I really am immensely hurt to think that my [?]
[Feb-Apr 1782],from,HLTP,NYPL(B),I shall bury your tender Spirits for God's
[Feb-Apr 1782],from,HLTP,NYPL(B),"O! Tuesday I will send for my sweet Burney"
[Feb 1782],from,HLTP,NYPL(B),I will wait for my sweet Burney [?]
[Feb 1782],to,SEB,NYPL(B),"Well at last God's a wondrous night but I"
[Feb 1782],to,SEB,NYPL(B),"Oh my dear Daddy which do you [?]"
19 Mar [1782],to,SBP [?],NYPL(B),I am in myself in continual disgrace [?]
[Mar 1782],from,HLTP,NYPL(B),I am in myself in continual disgrace [?]
[pmk May 1782],from,SEB,NYPL(B),Once since you left me Dearest Madam
[20 May?] [1782],from,HLTP,BM(Bar),"Well I won't crush but you know I"
[Mar 1782],from,HLTP,BM(Bar),Who in the world has a Daddy so kind
[May 1782],from,HLTP,NYPL(B),"That I could but come to you Dearest"
[May 1782],from,HLTP,NYPL(B),I desired a return of my most sincere thanks
[c 11 June 1782],from,HLTP,Osb,[?]
[June 1782],from,HLTP,BM(Bar),Dearest Madam I have written by the most [?]
[July 1782],from,HLTP,NYPL(B),"And to the Dr left the care of [?]"
[July 1782],from,HLTP,NYPL(B),At all my days dearest Susan my long
[July 1782],to,HLTP,NYPL(B),This dearest Madam for the sweet Words
[July 1782],to,SEB,NYPL(B),Else let me see my Heart yurn to see you my
[July 1782],from,SBP & CB,BM(Bar),I sent our sweet Susan better both in Health [?]
[July 1782],from,HLTP,NYPL(B),How I am dearest Madam & I know not when
[?] July,from,Gasparo Pacchierotti,BM(Bar),Rest rest of you Dearest Sir to spend
[30 July 1782],from,HLTP,NYPL(B),Well ever Burney I wrote your Father every
31 [July 1782],from,HLTP,NYPL(B),I could not keep your Father from his Nursery
[July 1782],to,CB,NYPL(B),I congratulate you Sir upon my
[July 1782],from,CAB,PM(Bar),You will be pleased to hear from me encore [?]
[July 1782],from,HLTP,NYPL(B),"[?] P J's real Sufferings but Cecilia's"
[July 1782],from,HLTP,NYPL(B),My charming Burney & how sweetly you bring [?]
4 [Aug 1782],to,CB,BM(Bar),[?]
5 Aug,to,Samuel Crisp,NYPL(B),"But now dearest Sir let me call"
8 Aug,to,Samuel Crisp,NYPL(B),"Many thanks dearest Daddy for your very kind"
9 Aug,from,SEB,NYPL(B),I long to hear from you my dearest most
9 Aug,from,Francois Sastres,NYPL(B),I have been so much pleased and
12 [Aug 1782],from,HLTP,NYPL(B),My Heart so lightened by the
16 Aug [1782],to,SBP,NYPL(B),Here I am my ever dearest Susy & here as
20 July,from,Edmond Burne [?],Comyn,I should feel myself according to Blame [?]
[post 5 Oct 1782],from,HLTP,BM(Bar),"I rec'd two Letters last night very sweet ones"
5 pmk Oct,from,Gasparo Pacchierotti,NYPL(B),"You have no idea with what pleasure I received"
15 Oct,to,Samuel Crisp,NYPL(B),Thanks my dear Daddy for your kind &
16 Oct [1782],to,HLTP,Harv(B),I see indeed Dearest Madam begin to
18 [Oct 1782],from,HLTP,NYPL(B),I have welcomed your charming Letter my Love
[19 Oct 1782],from,HLTP,NYPL(B),Sweet & most kind are your Letters dearest
24 Oct [1782],to,HLTP,NYPL(B),If you have indeed our own Mrs Thr. Think [?]
[Oct 1782],from,HLTP,NYPL(B),Mr Phillip's three Weeks with us [?]
Oct-20 Nov,to,SBP,NYPL(B),"In pursuance of my promise I will now begin"
20 Sept [1782],from,HLTP,NYPL(B),"The excessive & ceaseless hurry I have been in"
30 pmk,from,HLTP,NYPL(B),[?]
OC pmk [1782],from,HLTP,NYPL(B),[?]
[Oct? 1782],from,HLTP,NYPL(B),Thanks ever dearest madam for the best
[Oct? 1782],from,HLTP,NYPL(B),"Dear generous prudent faithful friendly"
[17 Aug [1782]],to,SEB,NYPL(B),How welcome did your Letter make
[17 Aug 1782],to,SEB,NYPL(B),My Writing is very important my dearest Susy
[1? Aug 1782],to,SBP,NYPL(B),[?]
31 Aug [1782],from,SEB,BM(Bar),[?]
3 Sept [1782],to,SEB,NYPL(B),[?]
[Sept 1782],from,HLTP,NYPL(B),I suspect; at times Burney [?]
10 [Sept 1782],from,HLTP,NYPL(B),"I August Sept the makers &"
14 Sept [1782],to,SEB,NYPL(B),oh what a Week before my departure
18 Sept,from,Thomas Lowndes,Comyn,[?]
1 Nov,from,HLTP,NYPL(B),[?]
24 Apr [1775],from,James Hutton,BM(Bar),[?]
3 Nov,to,CB,NYPL(B),How good sweet & most kind is my beloved
8 Nov,to,CB,NYPL(B),[?]
11 SE pmk [1781],to,CB,Osb,[?]
15 SE pmk [1781],to,Samuel Crisp,NYPL(B),"I intend sending you a Letter on"
[21 Sept 1781],to,SEB,NYPL(B),Though I now hope so very much & yet
21 Sept [1781] copy,to,SEB,NYPL(B),conclusion of a Letter to SEB
21 Sept,from,Samuel Crisp,BM(Bar),"Before I take any Notice either of your Journal"
25 Sept [1781],from,Samuel Crisp,BM(Bar),Her preserve & love ours my dearest Daddy
2 Oct [1781],to,Samuel Crisp,BM(Bar),I will not wait to tell you wish to hear how
3 Oct [1781],to,SEB,NYPL(B),"At 5 here so often been behind hand with your"
17 Oct,from,Samuel Crisp,BM(Bar),If I wish it you will send me a few more sheets
Oct,to,SEB & CAB,NYPL(B),"This last something the Instant I entered"
10 Nov [1781],from,HLTP,BM(Bar),What more bleeding more «dalliance»? still [?]
11 Nov,to,SEB,BM(Bar),"You are a most sweet Susan"
[Oct-Nov 1781],to,SEB,NYPL(B),"Saturday Evening Mr & Mrs Thrale took"
8 NO pmk [1781],from,Samuel Crisp,NYPL(B),Since Peace is proclaimed & I am got one
22 Nov,from,Samuel Crisp,BM(Bar),I imagine I have found out the Cause — or
[post Nov 1781],to,SEB,NYPL(B),I have now an opportunity to write a Folio
19 Nov,from,Gasparo Pacchierotti,Osb,"I dare say that is some Jolliness [or] In—"
23 Nov,to,SEB,NYPL(B),I was never so pleased with a visit
25 Nov [1781],to,HLTP,NYPL(B),"Just now have I read Letters from my best b[?]"
26 Nov,from,HLTP,NYPL(B),"You are the best Creature [?] I must love my"
[Nov 1781] mutilated,from,Samuel Crisp,BM(Bar),he [?several] Philip pp
25 Sept [1781],from,HLTP,NYPL(B),[?]
28 Nov,to,HLTP,BM(Bar),I dare say that it is some Jolliness [?]
[1781],to,SEB,NYPL(B),I was not a kind good you are to write to [?]
[1781],from,HLTP,BM(Bar),Thanks for your charming Letter — but
[1781],from,HLTP,NYPL(B),who be considered that your present work [?]
[1781?],from,HLTP,NYPL(B),Madam pardon me that I belong to [?]
[1781?],from,HLTP,NYPL(B),My Dearest Madam Alice — & yet not with [?]
[1781?],from,HLTP,Ryl,The rest and I Dearest Madam et this [?]
[1781?],from,HLTP,NYPL(B),This poor port is more tormenting than ever
[1781],from,HLTP,Hyde,I fond it all at House well & d to 1 in good
[1781?],from,HLTP,NYPL(B),"You are a clever Creature indeed — & so kind"
2 Dec [1781],to,HLTP,NYPL(B),Write to you dearest Madam? — How must [?]
[3 Dec? 1781],from,HLTP,BM(Bar),"Monday night Dec' 3 I have just finished"
7 Dec [1781],to,HLTP,NYPL(B),"I don't know what to say! — I don't know whe"
8 Dec [1781],from,HLTP,NYPL(B),"Thanks dearest Burney I waited for you"
10 Dec [1781],from,HLTP,NYPL(B),"And to Mrs Shirley Captain Phillips' not [?]"
13 Dec [1781],from,HLTP,NYPL(B),"I have got Mr' Johnson home at last so the"
14 Dec [1781],to,SEB,NYPL(B),I am now waiting to the utmost impatience for
16 Dec [1781],to,HLTP,NYPL(B),"And continue still I say — but not dare"
1 Dec,from,Catherine Coussmaker,NYPL(B),And could you imagine my Dear Miss Burn[ey]
5 D[c pmk [1781],from,SEB,BM(Bar),"called here twice to Day & as usual was"
[5 Dec],to,Samuel Crisp,NYPL(B),Exchequer of the high entertainment
24 Dec,from,Samuel Crisp,NYPL(B),"I have just read Evelina over again"
[7-19 Dec 1781],from,HLTP,NYPL(B),"What new purposes are we all aff — my"
[20 Dec 1781],to,HLTP,NYPL(B),I was bid again today for Sir Richard
[Dec 1781],from,HLTP,NYPL(B),I have been off all & it's nothing to say
[Dec 1781],from,HLTP,NYPL(B),[?] is a best a kind & good you are to write to
[1781],from,HLTP,BM(Bar),"who be considered that your present wish"
[1781?],from,HLTP,NYPL(B),Thanks for your comique Letter —
[c 1781],from,HLTP,NYPL(B),I have by chance heard a most affecting
8 AU pmk [1781-82],from,HLTP,Wms,Three words I have promised my my [?]
[1781-86],from,Henrietta Maria (Banister) North,NYPL(B),[?]
[pre 1782],from,Dorothy (Gregory) Alison,NYPL(B),I did not know that Mr M- had asked you for
[1782],to,HLTP,NYPL(B),my dearest Tyo has had charming Weather &
[1782?],to,HLTP,NYPL(B),[?]
[1782],from,HLTP,NYPL(B),I believe dearest Madam I shall surely see
[1782],from,HLTP,NYPL(B),Yesterday by the Pennypost I answered your
[1782],from,HLTP,BM(Bar),"Thanks for your charming Letter — but"
[1782],from,HLTP,NYPL(B),Thanks for your comique Letter [?]
[1782],from,CAB,NYPL(B),No room for a line but in the Frank to think [?]
[1782],from,CAB & CB,BM(Bar),"Brent at Chiswick & I have made him leave"
[1782],from,Hannah More,Comyn,[?]
[1782],to,SBP,NYPL(B),I plan [?] Town late to night [?]
[1782],from,HLTP,NYPL(B),"That I wish most heartily for your two"
[1782],from,HLTP,NYPL(B),"I should have been quite as bad at Miss Thr [?]"
[1782],from,HLTP,NYPL(B),"How sorry am I Dearest Madam to have you"
[1782],from,HLTP,NYPL(B),If Mr' Mr Sweetness took it [?]
[15 Dec 1782],to,SBP,NYPL(B),"[?] it's a pantsbox — Margt does not"
Dec receipt,to,Payne & Cadell,NYPL(B),"rec'd of Messrs Payne & Cadell Fifty Pounds"
[Dec 1782],to,SBP,NYPL(B),"A merry Christmas to you my Susy — my"
[1782],from,Elizabeth (Robinson) Montagu,NYPL(B),"I know gracious & tenderness of your heart"
[1782],from,HLTP,NYPL(B),to the Harrells on?
[1782],from,HLTP,NYPL(B),Why what a foolish Fellow that Other Man of
1 Nov,from,HLTP,NYPL(B),You have no idea with what pleasure [?]
[8 Nov 1782],to,HLTP,BM(Bar),[?]
Nov [1782],to,HLTP,NYPL(B),How sweet are the Letters you write Dearest
[Nov 1782],from,HLTP,NYPL(B),"it's a baby's Door without being upon the"
[Nov 1782],from,HLTP,NYPL(B),My dearest shall have the Coach at 3 o'clock
Nov-Dec 1782,from,HLTP,NYPL(B),I let you come home from that sweet seducing
[Nov-Dec 1782],from,HLTP,NYPL(B),"Tis my Creature that I love in any degree of"
[1782-3 Jan 1783],from,HLTP,NYPL(B),"Tell me dear Creature how you got home"
54 p,to,SBP,NYPL(B),[?]
[1782],from,HLTP,NYPL(B),How sorry am I Dearest Madam to have you [?]
[1782-83],from,HLTP,NYPL(B),[?]
25 Dec [1782],from,HLTP,NYPL(B),Tell me dearest Creature how long you [?]
[Dec 1782],from,HLTP,NYPL(B),All goes well my dearest Creatures I have had [?]
[1782],from,HLTP,BM(Bar),No room for a line but in the Frank to think [?]
[1782],from,CAB & CB,BM(Bar),"Brent at Chiswick & I have made him leave"
[1782],from,Hannah More,Comyn,[?]
[1783-80?],from,SBP,NYPL(B),I am sure on my part
[1783-86?],from,HLTP,NYPL(B),"I had turned off upon her beginnings"
[1783-86?],from,HLTP,NYPL(B),"It was really a singular notion of Miss"
[1783-86],from,Hester (Maria) Chapone [?],NYPL(B),I find Mrs Pepys had [?] wrapped you into [?]
[1782-86],from,Elizabeth (Robinson) Montagu,NYPL(B),"Mrs Montague [premiums?] Montagu"
[1782-86],from,Henrietta Maria (Banister) North,NYPL(B),I have a Box for Monday & still hope
[1782-86],to,Charlotte P [?],NYPL(B),I will once to you my Dearest Miss Cambridge
[1782-86],to,Charlotte Cambridge,NYPL(B),I was most truly concerned at your
[pre 1783],to,Rosette (Rose) Burney,NYPL(B),I was truly concerned my dear Miss Rose &
17 Jan [1783],from,HLTP,NYPL(B),here is a Present such as I know my enimet [?]
[18 Jan 1783],from,HLTP,NYPL(B),"Why my sweetest Burney! why what"
[21? Jan 1783],from,HLTP,NYPL(B),Nothing but Mistaken — but you won't wonder
[22? Jan 1783],from,HLTP,NYPL(B),I will begin a Letter to my sweetest Friend &
[23? Jan 1783],from,HLTP,NYPL(B),Dear little Selwin will bring me the Mony in [?]
[20 Jan 1783],from,HLTP,NYPL(B),How dearest loveliest kindest Burney! now
[20 Jan 1783],from,HLTP,NYPL(B),[?]
[Jan? 1783],from,HLTP,NYPL(B),my dearest Creature was particularly kind in
[Jan? 1783],from,HLTP,NYPL(B),not set my Love! not hear of me! with Concern
[Jan 1783],from,HLTP,NYPL(B),is your Complaint easier? & is your
[Jan? 1783],from,HLTP,NYPL(B),from dearest Burney "come into the Wessel [?]"
[Jan 1783],from,HLTP,NYPL(B),I have seen my sweetest loveliest Friend
1 Feb [1783],from,HLTP,NYPL(B),"I'll go have been to find you a very"
3-4 Feb [1783],from,HLTP,NYPL(B),"how could you let me down my"
[4-9? Feb 1783],from,HLTP,NYPL(B),"the best I believe is for me to [?]"
[6 Feb 1783],from,HLTP,NYPL(B),I am little easier my dearest and poor
[6?] Mar [1783],from,HLTP,NYPL(B),My sweet Burney will say the last Words of
25 Mar,to,SBP,BM(Bar),I think you heartily my dearest Girl for your [?]
[Mar? 1783],from,HLTP,NYPL(B),All goes & I think about what I can most
[Mar 1783],from,HLTP,NYPL(B),"in despite of Maids & Moppets in despite of"
[Mar? 1783],from,HLTP,NYPL(B),When I tell you that I was so mortified after
12 Feb [1783],from,HLTP,NYPL(B),I am better today though the night was terrible
13 Feb [1783],from,HLTP,NYPL(B),it is a scanty fair to plague you so;
[14 Feb 1783],from,HLTP,NYPL(B),"My Dearest Creature not quite says she —"
post 14 Feb [1783],from,HLTP,NYPL(B),Come do this Morng loveliest Burney;
[19-23 Feb 1783],from,HLTP,NYPL(B),"Wednesday I spent the afternoon &"
24 Feb,to,SBP,NYPL(B),"How sorry I have been my sweetest Susy"
[Feb? 1783],from,HLTP,NYPL(B),"Wednesday I have misplayed my Days"
[Feb? 1783],from,HLTP,NYPL(B),"Oh my sweetest Soul! what tallest thou of"
[Feb? 1783],from,HLTP,NYPL(B),I am little easier my dearest and poor
2 Feb [1783],from,HLTP,NYPL(B),"to pester you with Letters"
[Feb 1783],from,HLTP,NYPL(B),"I forget loveliest Burney why what"
5-10 Feb [1783],from,HLTP,NYPL(B),"Neither Lantions nor Forgetfulness that"
[Mar 1783],from,HLTP,NYPL(B),My dearest Burney wishes to hear how I do &
