date,direction,correspondent,repository,first_line
25 Jan,to,Comtesse Irma Morel,NYPL(B),We last ladies here[?]
20 Jan-11 Feb,from,Marie de Maisonneuve,NYPL(B),C'est le matin Ma bien chere amie que raie
13 Mar [1831],from,Marie de Maisonneuve,NYPL(B),que se parvenue arrive au dix de Morrows[?]
21 May [1831],from,Princess Elizabeth,NYPL(B),I assure you I was received and how happy[?]
30 May [1831?],from,Princess Elizabeth,NYPL(B),how very happy it will make me to
12 May [1831?],from,Marie de Maisonneuve,NYPL(B),[?]
1 Apr [1831?],from,Princess Sophia,NYPL(B),right / right / right / my dearest
4 Jn [1831?],from,Princess Sophia,NYPL(B),in so sweet since you will easily conceive
1 MY 1831 pmk,to,CBFB,NYPL(B),it is I given to you my first leisure moments
5 Apr,from,Marie de Maisonneuve,NYPL(B),je suis contents Ma bien chere
8 Aug,from,SHB,NYPL(B),"I had not intended to have been so long, dear"
25 Aug [1831],from,Princess Sophia,NYPL(B),I was distrest!
3 Oct,from,Marie de Maisonneuve,GoodHS,I had received a letter from the dear
19 Dec,from,William Watts,BM(Bar),Being zealously engaged in collecting the
[pre 1832] verses,to,Princess Sophia,Osb,Your once dear / Your cane is clear / And.
21 Nov [pre 1832],from,Sarah (Payne),NYPL(B),incumbent Squirria have prevented my seeing
15 June,from,Princess Sophia,NYPL(B),[?]
20 June,from,Marie de Maisonneuve,NYPL(B),Pardon me dear kind Mrs Grosvenor[?]
14 July [1832],to,CPB,Osb,I confess I was becoming very very uneasy —
27 July,to,CPB,NYPL(B),[?]
3 AU 1832 pmk,to,CPB,NYPL(B),Every kind idea of being able to serve me
8 Sept,from,AA,NYPL(B),"There I am, sick and safe — / There is no"
30 Aug,from,Princess Sophia,NYPL(B),[?]
Sept-21 Oct,to,CBFB & CBFB,NYPL(B),[?]
7 Oct,from,Marie de Maisonneuve,NYPL(B),Ma bien chere amie[?]
21-25 Nov,to,CBFB,NYPL(B),My dear Chor — Nov
25 Nov pmk 1836,to,[Sarah (Burney)] Payne,NYPL(B),Some people would begin with saying I ought
2 Aug,to,Alfred Tennel[?],NYPL(B),I want to beg your best[?]
6 pmk [Mar 1837],to,CBFB,NYPL(B),My dear dear dearest Charlotte you[?]
10 AU 1837 pmk,to,CBFB,Osb,My dearest have I been disappointed by not
24 Mar,from,SHB,NYPL(B),How many my poor dear Sister
1 pmk 1837,to,CBFB,BM(Bar),My dearest in the very kindest quarter[?]
3 Apr,to,CBFB,NYPL(B),[?]
15 Jan [1832],from,John Jebb,NYPL(B),"The Author of the History of Chelsea,"
21 Dec,from,Edward Maltass,NYPL(B),"Mr. Moores will be glad to know whether"
[1832-90],to,CBFB,NYPL(B),How I think my dearest Charlotte for her new
13 Nov,from,Princess Sophia,NYPL(B),[?]
8 Dec,from,Princess Elizabeth,NYPL(B),having an opportunity of sending a letter
18 Jan,from,Johanna Christina Huttner,Osb,In an authorised professor to your
22 Jan-12 Feb,from,Marie de Maisonneuve,NYPL(B),Car la dissimion que j'ai recu votre chere
[3 Jan],from,Nichols,NYPL(B),[?]
4 FE 1833 pmk,to,CBFB,NYPL(B),in the meanest hope you will be upon your
18 Feb [1833],to,CBFB & Cordelia (Mercy) Cle[?],NYPL(B),"Oh my despair — What can I say — Oh, that"
23 Feb,to,CBFB,NYPL(B),"They dead boy, names — boy slay dead boy"
24 Feb [1833],from,Amelia (Locke) Angerstein,NYPL(B),One has at various times of
14 Mar,from,Marie de Maisonneuve,NYPL(B),Will you do me the favour to take a little to
18 Mar [1833] draft,to,Stephen Allen,NYPL(B),"My prayer, my dear Mrs. Allen, my"
18 AP 1833 pmk,to,CBFB,NYPL(B),"Leave your Carlo — like his Father in"
2 MY 1833 pmk,to,CBFB,NYPL(B),"There is no time, I think, to be lost in"
15-1 June [1833],from,Princess Sophia,NYPL(B),Oh! What a happiness was the contents of your
23 NO 1833 pmk,to,CBFB,NYPL(B),Not to lose a post by waiting till I see
25 Nov,from,Marie de Maisonneuve,NYPL(B),Ma bien chere amie je souhaite me persuader
1 Jan [1834?],to,CBFB,NYPL(B),le ma chere amie je souhaite — disperate[?]
5 Jan [1833],from,Marie de Maisonneuve,NYPL(B),your most lov'd < > Letter My
2 Dec [1833],from,CBFB & CFBt,BM(Bar),"This is looking up — & therefore I bring my"
7 Dec 1833,to,CBFB,NYPL(B),"I like the thought of the proposition, my dear"
[17] CBFB,to,CBFB,NYPL(B),Mon kind Letter is my dearest Charlotte
[1833] draft,to,Stephen Allen,NYPL(B),I am sorry I cannot write to a lady
[1833?],to,CBFB,NYPL(B),I have been with Mr Vatable all yesterday in
20 Jan-2 Feb [1834],to,CBFB,NYPL(B),I think this is very good Isk my dear
5 Feb [1834],from,CBFB,BM(Bar),I am express[?]
1 Jan [1834],from,CBFB,BM(Bar),— for Charlotte & I sent you a Letter my
3 Jan-Feb,from,CBFB,BM(Bar),[?]
5-9 Mar [1834],from,CBFB,BM(Bar),Your dear Letter arrived this morning my
17 Mar [1834],from,CBFB,BM(Bar),[?]
18 Mar,from,Ann (Astley) Agnew,BM(Bar),Your last kind Letter gave me both Pleasure
23-24 Mar [1834],from,CBFB,BM(Bar),My dear this affectionate tender darling
2-7b Mar,from,CBFB,NYPL(B),May Charlotte's longest kindest kindness
20-21 May [1834],from,CBFB,BM(Bar),Bracing bring my day of rest one of
4-17 Apr [1834],from,CBFB,BM(Bar),I must begin on Sunday Letter to my darling
17-18 Apr [1834],from,CBFB,BM(Bar),[?]
1-20 Apr [1834],from,CBFB,BM(Bar),I delight is a bit of a Letter to say my very
[c1] Apr-1 May [1834],from,CBFB,BM(Bar),the world to have been begun for the fairest
8 Apr-30 May [1834],from,CBFB,BM(Bar),beginning is very sad & this is improved
23-24 May [1834],from,CBFB,BM(Bar),I am on my darling my dearest Sister for
23 MY 1834 pmk,to,CBFB,Osb,"I read my beloved, my dear Carlos, not to"
20 MY 1834 pmk,to,CBFB,NYPL(B),[?]
15 May,from,CBFB,Osb,[?]
11 JU 1834 pmk,to,CBFB,NYPL(B),With a warm & hoping heart I now write to
25 June,from,Marie de Maisonneuve,NYPL(B),[?]
15 July,to,CBFB,NYPL(B),I had thought I should write on more[?]
C5 AU 1834 pmk,to,CBFB,NYPL(B),After confusion! My dear dear Charlotte who
21 Aug,to,Frances (Phillips) Raper,NYPL(B),I shall thank you for your[?]
3 Sept,from,Ann (Astley) Agnew,BM(Bar),I hope you will think me very neglected to not
10 Sept,from,AA,NYPL(B),I shall endeavour to write a (Burney) word[?]
1834 pmk,to,CBFB,NYPL(B),[?]
23 Oct,to,AA,NYPL(B),My spirits unused to this sort of
25 Oct,to,CBFB,NYPL(B),As my prolonged stay has quite emptied
18 Nov [1834],from,AA,NYPL(B),That it was one month before my landing
23-[24] Nov [1834],from,CBFB & CFBt,BM(Bar),My dearest is of pattern of others — hereto
1 JU 1834 pmk,to,CBFB,NYPL(B),[?]
3 DE 1834 pmk,to,CBFB,BM(Bar),your dearest dearest Charlotte I have a year
[c 1834],from,(Astley) Agnew,BM(Bar),[?]
1 Jan [1835],from,(Astley) Agnew,BM(Bar),[?]
[109 May 1835],from,CBFB,BM(Bar),to confirm our last epistles rent in
[May 1835],from,CBFB,BM(Bar),[?]
1-2 JU 1835 pmk,to,CBFB,BM(Bar),My sweet Charlotte what kindness
10 June [1835],from,CBFB,BM(Bar),to be finished in odd
30 June [1835],from,CBFB,NYPL(B),I write you this on the kind offer of
8-10 July,from,CBFB,NYPL(B),"NOT CBFB & ONY, my sweet Charlotte"
13 July,from,CPB,NYPL(B),Ten thousand thanks for your prompt & most
10 July [1835],from,CBFB,BM(Bar),I am interested in occupations finding places for
4 Aug [1835],from,CBFB,NYPL(B),la chere amie que je vois de la date de
31 Aug,from,SHB,NYPL(B),I have really to many quarters much very
21 pmk SE 1835,to,CBFB,BM(Bar),What a happy coincidence there seems my
25 Sept [1835],from,CBFB,BM(Bar),If you are disengaged tonight may we ask for
15 July [1834],to,CBFB,BM(Bar),[?]
[1834],from,Sarah (Burney) Payne,BM(Bar),If you are disengaged tonight[?]
2 Dec [1835],from,CBFB,NYPL(B),[?]
8 Dec,from,CBFB,BM(Bar),There is no time I think to be lost in
[18 Dec],from,SHB,NYPL(B),[?]
8 Oct,from,CBFB,BM(Bar),My dear dearest Letter my own dearest
pmk [Feb 1835],from,CBFB,NYPL(B),[?]
[?],from,Zilcah Elizabeth Lacey,NYPL(B),I must or to thank you for this great pleasure
1 Jan 1836,from,Marie de Maisonneuve,NYPL(B),[?]
13 June,from,CPB,Osb,Give me leave to intrude upon you by asking
2 Mar [1836?],from,CBFB,NYPL(B),[?]
4 MR 1836 pmk,to,CBFB,NYPL(B),[?]
12 MY 1836 pmk,to,CBFB,NYPL(B),O my poor Sister! How little dare I clock of
AP 1832 pmk,to,CBFB,Osb,[?]
1 MY 1836 pmk,to,CBFB,NYPL(B),[?]
14 Oct,to,CBFB,NYPL(B),My first writing to you on this most sending
10 Oct 1835 pmk,to,CBFB,NYPL(B),[?]
[18 Nov 1835?],from,CBFB,BM(Bar),[?]
1 Nov,from,CBFB,NYPL(B),Mrs Edw[ard] Morton
8 Nov,to,CBFB,NYPL(B),[?]
10 Nov [1835?],from,Richard Bentley,NYPL(B),If it has for more than lives my wish to include
[pmk 18 Dec],from,SHB,NYPL(B),I am 4old! tick! tick! / tick tick
[1835?],from,CBFB,NYPL(B),[?]
4 Nov,to,Richard Bentley,Harv(H),I am very conscious that the subjection of a
[1835],from,AA,NYPL(B),I got a letter to day at 12. —
[1835],from,CBFB,NYPL(B),being of use notwithstanding his past Erre[?]
25 Mar,from,Marie de Maisonneuve,NYPL(B),d'y ai done Ma bien Mrs dear
3 Mar [1836],from,Princess Sophia,NYPL(B),Great was my joy on opening your dear little
3 Mar [1836],to,CBFB,NYPL(B),"Main will it all resolved, Allez & What don't I"
4 Mar,to,CBFB,NYPL(B),[?]
3 May,to,CBFB,NYPL(B),I extend intellectually to C-est[?]-in une
[pmk] May pmk 1838,to,CBFB,NYPL(B),My dear Mrs. Augustein has just appointed
1 JY 1837 pmk,to,CBFB,NYPL(B),Mrs Holme & her & I had arranged for
AU 1837,to,CBFB,Osb,"How long are you beloved Charlotte, how have"
2 Sept,to,CBFB,NYPL(B),[?]
2 Oct pmk 1837,to,CBFB,NYPL(B),"Ah my dearest Charlotte, how have been"
[25 Oct],to,CBFB,NYPL(B),My dearest sister — I think I shall
10 OC 1837 pmk,to,CBFB & CFBt,NYPL(B),I am also wrote to my dearly
12 DE 1837 pmk,to,CBFB & CFBt,NYPL(B),Why how is this my dearest dearest! Gold &
[Dec 1837],from,CBFB,BM(Bar),[?]
[1837-38],from,Princess Sophia,NYPL(B),[?]
[1837-38],to,CBFB,BM(Bar),Thursday — we had hopes that the post would
[1837-38],to,CBFB,BM(Bar),I have found to write to yr
[1837-38],from,Princess Sophia,NYPL(B),My dearest kind Friend! it is difficult
3 Mr [1837],from,CBFB,BM(Bar),I shall give to find it in order
31 Mar,from,CBFB,NYPL(B),Within his dark ambition
25 May [1837],from,CBFB,NYPL(B),[?]
2 June [1837],from,CBFB,BM(Bar),[?]
8 June [1837],from,CBFB,BM(Bar),My dearest since the school arrived it
11 [or 17] 1837 pmk,to,CBFB,BM(Bar),Oh my dearest Charlotte
15 JL [1837] pmk,to,CBFB,BM(Bar),on my part last! How little dare I clock of
20 JU [1837] pmk,to,CBFB,BM(Bar),also my Charlotte — it is all
[23 July 1837],from,CBFB,BM(Bar),from your kind let my Charlotte first love
15 JL 1837 pmk,to,CBFB,NYPL(B),Oh that I am so next! nor never I shall
12 July [1837],to,CBFB,BM(Bar),With all that how glad you will be my own
14 July,from,CBFB,BM(Bar),Thanks — thanks — my kindest dearest for
1 JY 1837 pmk,to,CBFB,BM(Bar),[?]
17 Feb,to,Charles Foster,Osb,If you know not Forgetter one who would be
12 MY 1836 pmk,to,CBFB,NYPL(B),"It is not Mr. Foster — the kind, is to me, long"
1 Apr [1836],to,CBFB,NYPL(B),What is all this resolved Ailes? & What don't
1 JU 1838 pmk,to,CBFB,BM(Bar),Dearest to my I had arranged for her York
3 Feb,from,CBFB,BM(Bar),I must claim the Mater to thank you for
2 Aug,to,CBFB,BM(Bar),I am sorry or right for only intending to let our
3 Aug [1838],from,CBFB,NYPL(B),A[?] CBFB beloved Charlotte
[1838?],from,Marie de Maisonneuve,NYPL(B),Ma bien chere toujours plus chere amie
20 [Aug misdated Sept],to,CBFB,NYPL(B),[?]
[post OC 1838],to,CBFB,NYPL(B),Ma chere dearest Charlotte shall have a Letter
[post 12 Sept],to,CBFB,NYPL(B),ONLY my Charlotte — it is all in
23 Oct,from,Marie de Maisonneuve,NYPL(B),Ma bien chere et bienaimee amie je vais
15 Dec,from,C W Hatchett,NYPL(B),Though a perfect stranger I have taken the
4 Dec,from,Harriet,NYPL(B),[?]
10 Nov [1838-39],to,CBFB,NYPL(B),Ah my Charlotte you touch me now! when you
4 JU 1839,to,CBFB,NYPL(B),I'm certainly but warm — warm
21 [FE 1838] pmk,to,SHB,Scot,My dearest Sarah Harriet the affair is at length
3 Apr [1838],to,CBFB,BM(Bar),[?]
11 Apr [1838],to,CBFB,BM(Bar),[?]
[post Jul 1838],to,CBFB,BM(Bar),from which I gather
1 July [1838],to,CBFB,Hyde,is not this precarious weather my dearest
[11 Jul 1838],from,CBFB,BM(Bar),my sweet dear darling for
[post 15 July 1838],from,CBFB,NYPL(B),[?]
10 [Mar 1838],from,CBFB,BM(Bar),also in little else since I saw you —
[Mar 1838],to,CBFB,Osb,you so give I have no written to my dearly
[post 12 Sept],to,CBFB,NYPL(B),[?]
30 Ju 1839 pmk,to,CBFB,NYPL(B),30[?] my dear to Monday week at
19 Aug [1839],from,Sarah (Burney) Payne,NYPL(B),[?]
24 Aug [1839],from,Maria (Burney) Bourdois,NYPL(B),You were kind enough to those not a profit
1 MT 1839 pmk,to,CFBt,NYPL(B),[?]
1 MT 1839 pmk,to,CBFB,Cal(B),I am charmed I can that I must write my
1 Sept [1793],from,M d'A,Vin,tu dois des plus pressantes s'appelle a
[pre 18 Oct 1791],from,M d'A,Vin,[to] Parti Baptiste Citoyen
4 Jan [1792],from,M d'A,NYPL(B),parce votre lettre mon cher d'Arbley
15 Feb 1792,from,Marquis de Lafayette,NYPL(B),Je le ferai donner la l'avenir
[1792],from,M d'A,NYPL(B),[?]
[Jul 1792],from,M d'A,NYPL(B),Ma femme qui Passe La[?]
[1792],from,M d'A,NYPL(B),vous ne devriez[?]
8 Aug,from,M d'A,NYPL(B),[?]
24 Sept,from,M d'A,NYPL(B),des droits & des devoirs a vous
[Jul 1794],from,M d'A,NYPL(B),[?]
[1793-94],from,M d'A,NYPL(B),[?]
3 Sept [1793-96],from,Louis Bonne[?],NYPL(B),ne te puis mon cher d'Arblay quoic[?]
[1793-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),tu te vois et toujours aves des exceptions Mon[?]
[1795-1802],from,Marquis de Lally-Tollendal,NYPL(B),"Autant qu'un autre, Mon ami,"
1 Aug,from,"Philippe de Noailles, princesse de",BM(Bar),[?]
8 Aug,from,Marquis de Lally-Tollendal,NYPL(B),je n'aime de vos mon cher d'Arblay.
15 Jan,from,"Arnail-Francois, marquis de Jaucourt",PML,[?]
1 Feb,from,M d'A,NYPL(B),[?]
12 Feb,from,"Marie-Louise, marquise de Roue-chevelles",NYPL(B),j'ai tellement bien glacee et ensemment[?]
17 Feb,from,Marquis de Lally-Tollendal,NYPL(B),et je vois environ avez tous ce qu'il
[Feb 1794],from,"Louis, comte de Narbonne-Lara",NYPL(B),il n'y a pas quiter mon cher d'Arblay
4 Feb,from,"Marie-Louise, marquise de Roue-chevelles",NYPL(B),je ne sais pas votre Secret a tous
[Feb 1794],to,SBP (with AL Narbonne-Lara & M d'A),NYPL(B),[?]
1 Mar,from,M d'A,NYPL(B),"Adieu done, Mon cher D'Arbli, mon cher"
2 Mar copy,from,Charles-Maurice de Talleyrand-Perigord,NYPL(B),Adieu mon cher d'Arblay: je viens papa
24 Sept,from,M d'A,NYPL(B),[?]
5 Dec,from,Jean-Baptiste de Boinville,BM(Bar),"il des dont ami, belle cher d'Arblay, ta du"
[1793],from,"Philippe de Noailles, prince de Poix",NYPL(B),Depuis mille Mon Cher d'Arblay ne je pas
1 [Dec 1793],from,Marquis de Lally-Tollendal,NYPL(B),"Mon ami, ton pieds de"
[1793-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),je te pais mon cher d'Arblay quoic
[1793-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),tu te vois et toujours avec des exceptions Mon ami
[1792-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),je vous demans a Londres Mon ami
[1792-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),[?]
[1792-94],from,"Louis, comte de Narbonne-Lara",NYPL(B),votre les gens qui va pour la Martinique ne
[1792-95],from,Marquis de Lally-Tollendal,NYPL(B),[?]
[1792-98],from,"Louis, comte de Narbonne-Lara",NYPL(B),point bon Mon ami le capitaine M---
[1792-1802],from,Marquis de Lally-Tollendal,NYPL(B),"Mon ami cher d'Arblay, Mon ami nous"
50 [1792-1802],from,Marquis de Lally-Tollendal,NYPL(B),[?]
22 AU 1794 pmk,from,"Angelique, comtesse de Montrand",NYPL(B),J'ay attendu que je fusse editis panale
[Aug-Sept 1794] draft,to,"Denise-Victoire, marquise de Germigny",NYPL(B),[?]
23 Sept,from,"Louis, comte de Narbonne-Lara",NYPL(B),j'ai eu des lettres de voix Mon ami
6 Nov,from,"Louis, comte de Narbonne-Lara",NYPL(B),j'ai heureusement appris a la fois Mon ami
15 [Nov?] 1794,from,"Louis, comte de Narbonne-Lara",PML,"Mon ami votre Classe? Mon ami, de ma"
18 Dec,from,SBP to JB & PS by FBA,NYPL(B),"In a few years, my dear James, Martis"
27 Dec,from,Marquis de Lally-Tollendal,NYPL(B),"Cool qu'il y ait, mon cher D'arblay"
31 Dec,from,Antoine-Marie-Rene Terrier de Monciel,NYPL(B),Je suis bien fache mon cher Durblay davise
[1794],from,William Locke,NYPL(B),Nothing can be more natural than Mme
6 Nov,from,Jean-Baptiste Le Chevalier,NYPL(B),"Comment voulez vous, Mon ami, que j'escrive"
[1794?],from,Jean-Baptiste Le Chevalier,NYPL(B),[?]
10 Oct copy,from,"Louis, comte de Foucault de Lardimalie",NYPL(B),"l'embras de Verdhe Mr, j'appris"
[1792],from,"Louis, comte de Narbonne-Lara",NYPL(B),j'emenne vite que je pais mon cher d'Arblay
17 OC 1795 pmk,from,"Angelique, comtesse de Montrand",NYPL(B),je n'etois point parlest des votre moment
14 Dec,from,Charles Sicard,NYPL(B),vous ne remettre bien Sincerement Mon cher
[1795-1802],from,"Marie-Charlotte (Bontemps), marquise de Jaucourt",NYPL(B),"cela, il faut renoncer a tous ces projets"
[1795-1802],from,"Marie-Charlotte (Bontemps), marquise de Jaucourt",NYPL(B),Ah que je voudrais consuler et ranimer votre
[pre 12 Apr],from,"Louis, comte de Narbonne-Lara",NYPL(B),il ne m'a ete par possible
22 July,from,William Clarke,Comyn,I received your obliging Letter of the 19th
5 Sept,from,"Angelique, comtesse de Montrand",NYPL(B),[?]
29 Nov,from,"Angelique, comtesse de Montrand",NYPL(B),j'avais dites raison Monsieur d'etre ce
12 Dec,from,"Angelique, comtesse de Montrand",NYPL(B),Je voulais vous ecrire Monsieur
[1796?],from,"Etiennette, princesse d'Henin",NYPL(B),[?]
18-19 [Apr 1796],from,"Angelique, comtesse de Montrand",NYPL(B),[?]
27 MA 1796 pmk,from,"Angelique, comtesse de Montrand",NYPL(B),Toute maniere ma riche c'est a dit cette de
30 Jan [1797],from,"Etiennette, princesse d'Henin",NYPL(B),Vous autre bon monsieur que vous n'avez
5 Feb,from,Marquis de Lally-Tollendal,NYPL(B),"Comment (sic), monsieur vous avec la bonte de"
[Feb 1797],from,"Angelique, comtesse de Montrand",NYPL(B),[?]
pmk 1797,from,"Angelique, comtesse de Montrand",NYPL(B),[?]
[Jul 1797],from,"Angelique, comtesse de Montrand",NYPL(B),je les lui en ce dit encore
[Jul 1797],from,"Angelique, comtesse de Montrand",NYPL(B),[?]
4 Aug,from,"Angelique, comtesse de Montrand",NYPL(B),[?]
18 [Aug 1797],from,"Angelique, comtesse de Montrand",NYPL(B),[?]
1 May,from,M d'A,NYPL(B),[?]
10 May,from,M d'A,NYPL(B),je cours jean Mon cher Durblay que
25 [1797],from,"Angelique, comtesse de Montrand",NYPL(B),"Mon ami, Monsieur, je ne doutais pas"
[1797?],from,"Angelique, comtesse de Montrand",NYPL(B),je les un ci est encore autre
3 Aug 1798,from,"Angelique, comtesse de Montrand",NYPL(B),je les Monsieur je ne recepis point de vos Je
15 [c Jan post 1798],from,Marie de Maisonneuve,NYPL(B),Mon Dieu d'Arblay il aes bien besoin
1 Feb,from,"Louis, comte de Narbonne-Lara",NYPL(B),[?]
[Feb-Mar?] copy,from,Pierre Victor Malouet,NYPL(B),Nous pouvons nous considerer
25 [1797],from,"Angelique, comtesse de Montrand",NYPL(B),"Non, Monsieur, je ne seray pas partile Landly"
8 Aug-1 Sept,from,Jean-Baptiste-Gabriel Bazille,NYPL(B),il est donc vray Mon cher Alexandre que ta
12 Aug,from,M d'A,NYPL(B),je suis extremement touche Monsieur
16 Nov-17 Dec,from,M d'A,NYPL(B),[?]
Nov? [1797],from,Marquis de Lafayette,NYPL(B),j'avais d'avance que votre interest nous
[post 16 Dec 1797],to,SBP,NYPL(B),Quelle lettre que la votre ma chere
[1797?],from,"Angelique, comtesse de Montrand",NYPL(B),je prens une petite bataille a leur plus meme
[post 1797],from,"Claire (de Kersaint), duchesse de Duras",PML,Je vous remercie mille fois Monsieur de la
25 Nov draft,to,William Laine,NYPL(B),je la voulois vous parle impatientia
[5 Jan post 1798?],from,Marquis de Lafayette,NYPL(B),j'ai tres mon cher d'Arblay
20 Mar pmk [1799],from,M d'A,NYPL(B),[?]
29 Feb,from,M d'A,NYPL(B),je ne pres Monsieur vous accueiller
23 Aug,from,Marquis de Lally-Tollendal,NYPL(B),J'ai recu bien mon cher d'arblay votre lettre
[1793],from,"Frederic Seraphin, marquis du Fre[?]",PML,"La point autoit, Mon vous en"
9 JY pmk [1800],from,Marquis de Lafayette,PML,je le vous avec Ia Lettre yet le vous Ecrite
9 Dec,from,M d'A,NYPL(B),[?]
15 Sept,from,Louis-Alexandre Berthier,NYPL(B),[?]
[2-8 Oct 1801] copy,from,M d'A,NYPL(B),2 y a 30 mai que la nouvelle
20 Dec [1801],from,M d'A,NYPL(B),je suis en voix este mon cher d'arblay.
[1801?] draft,from,Louis-Alexandre Berthier,NYPL(B),Tres millions de notre justine
1 Jan,from,M d'A,PML,"Bon ne rappel qui a l'instant,"
3 Jan,from,M d'A,NYPL(B),Mon acquisiti bien en
14 June [post 1822?],from,William Locke,NYPL(B),I est tell you Omissions My dr d'Arblay
17 Jan 1802,from,Marquis de Lafayette,PML,J'espere la plaisir de Vous voir ici mon cher
1 Mar,from,M d'A,NYPL(B),[?]
1 Mar copy,from,M d'A,NYPL(B),[?]
[1801] copy,from,Charles Maurice de Talleyrand-Perigord,NYPL(B),[?]
[1801] copy,from,M d'A,NYPL(B),je suis gar a l'express
14 June [post 1822],from,Sir William Burrell,NYPL(B),I est by post mon cher ami to Messrs
15b,from,William Locke,NYPL(B),I est tell your Omission My dr d'Arblay
3 Mar,from,M d'A,NYPL(B),[?]
[1802] copy,from,Napoleon Bonaparte,NYPL(B),[?]
27 Jan,from,M d'A,PML,Je vous patriote Citoyen que d'avoir
10 Feb copy,from,Louis-Alexandre Berthier,NYPL(B),Le Citoyen Cas qui avait bien voulu
[1803] draft,to,"Gabriel, comte d'Hedouville",NYPL(B),"J'espere, mon cher General, quelle est"
[1803],from,M d'A,NYPL(B),[?]
1803-13,from,Barbee Neuville,NYPL(B),"Tachons, mon Cher Bon Monsieur d'arblay,"
11 Dec,from,William Locke,NYPL(B),I did last Monday answer you kind letter
[1803],from,"Marie Charlotte (Bontemps), marquise de Jaucourt",NYPL(B),Nous nous esperons le plus grand plaisir
[1802],from,Marquis de Lafayette,NYPL(B),Jusque le < > a voulu <Cenver> un
9 [post 1802],from,Marquis de Lafayette,NYPL(B),[?]
1 Dec post 1802,from,Marquis de Lafayette,NYPL(B),"Vous savez surement, mon cher d'arblay, que"
[1802-05],from,"Adrienne (de Noailles), comtesse de Tesse",NYPL(B),Mre de Tesse ne conceroit pas que Monsieur
[1802-06],from,M d'A,PML,"Vite un mot, mon cher James, pour vous dire"
[1802-14],from,M d'A,NYPL(B),La complaisance que vous avec de
22 May,from,William Locke,NYPL(B),I have no courage My dr d'Arblay to enter
27 Dec,from,[Gillon] Ragon,Vin,"Nous serons mon cher ami, J'accepte"
[Oct 1804?],to,AA,NYPL(B),[?]
[Oct 1804?],to,AA,NYPL(B),A les pas voulu l'enseller mon cher petit lon
7 Nov,from,"Mathieu, comte Dumas",NYPL(B),"Voila mon cher d'Arblay, Exposition, que"
[c 1804-05],from,"Catherine (de Boulogne), vicomtesse de Laval",NYPL(B),maitres et germins — a desire que vous
7 Apr [1805],from,M d'A,NYPL(B),[?]
13 Apr,from,M d'A,NYPL(B),C'est et dans tes anciennes galeries
19 May,from,M d'A,NYPL(B),Dieu que j'ai entonne pouvoir voir des
May,from,Gilles Ragon,NYPL(B),et je vous Grand plaisir Monsieur
24 Oct [1805?],from,Marquis de Lafayette,NYPL(B),"recevez, mon cher d'arblay, ma lettre de"
[1806?],from,Marquis de Lally-Tollendal,BM(Bar),Mon cher ami je serais le beaucore & si fer de
[10 Mar 1805] draft,to,Marquis de Lafayette,NYPL(B),"votre mon, mon cher de Montmorency,"
16 Mar,from,M d'A,NYPL(B),C'est et dans les anciennes galeries
14 Mar [1805],from,"Mathieu, duc de Montmorency",NYPL(B),Mon ami Mon cher de Montmorency
15 May,from,Mme Bion,NYPL(B),L'Abbe de votre voyage me dresse l'espoir
22 June [1813],from,"Adrienne (de Noailles), contesse",NYPL(B),en corps d'escadre traverser toutes leurs Etivet
11 Oct,from,baron d'Artel,NYPL(B),[?]
9 Mar,from,Marquis de Lally-Tollendal,PML,"Cher bon ami je suis si peu amour de moi, la"
[Nov-Dec 1815],from,"Arnail-Francois, marquis de Jaucourt",NYPL(B),J'envoyerai l'anvor de vos memoires mon cher
3 Mar [1804],from,Marquis de Lafayette,NYPL(B),"voila mon cher d'arblay, la reconnaissance"
12 Sept,from,Victor de Latour Maubourg,NYPL(B),[?]
21 Sept [1804],from,"Cesar, comte de Latour-Maubourg",NYPL(B),On qu'est-ce ne repond pas aux Sollicitation
19 Nov,from,"Francois, duc de Liancourt",NYPL(B),Vous avez bien notes mon cher dorblay
3 Aug,from,"Cesar, comte de Latour-Maubourg",PML,de la teaching a un Graphe comment
17 Dec,from,"Jean-Jacques-Basillen, comte de Gaiscoff",NYPL(B),C'est au contraire moi qui el importune
1 Apr [1805],from,Marquis de Lafayette,NYPL(B),[?]
[1806-09] copy,from,"Louis, comte de Narbonne-Lara",NYPL(B),vous servir Mon ami
[1808],from,"Jean-Pierre, comte de Montalivet",NYPL(B),[?]
11 June [1808?],from,M d'A,NYPL(B),il ne m'a point pour la france-comte
1 [de 1810?],from,"Denise-Victoire, marquise de Germigny",NYPL(B),en a vous — se est
[1810-11],from,"Louis, comte de Narbonne-Lara",NYPL(B),"je estis bien fache, Mon ami"
[1810-11],from,"Louis, comte de Narbonne-Lara",NYPL(B),"je ne peux pas voix code, Mon ami"
[1810-15],from,"Louis, comte de Narbonne-Lara",NYPL(B),[?]
[1815-15],from,[Louise-Josephine de Montesquiou] comtesse de Fezensac,NYPL(B),ce n'est un vierte pas me faites & je n'ai pas eu
8 June [1811],from,M d'A,NYPL(B),[?]
