bookseller_id,venue_id,date_min,date_max,address_detail,source
BS_HAYES,LON108,1673,1673,Cross  Daggers  in  Moorfields,Plomer (1668-1725)
BS_HAYHURST,LON105,1689,1689,,Plomer (1668-1725)
BS_HELMES,LON028,1707,1707,"King's  Head, Westminster  Hall",Plomer (1668-1725)
BS_HENDERSON,LON028,1671,1700,"King's  Head, Westminster  Hall",Plomer (1668-1725)
BS_HERRINGMAN,LON100,1676,1676,"next  to  the  Fountain  Tavern  in the  Strand,",Plomer (1668-1725)
BS_HICKMAN,LON102,1670,1672,Churchyard,Plomer (1668-1725)
BS_HILL,LON031,1677,1707,"Black Lion, Fleet  Street",Plomer (1668-1725)
BS_HILLS_3,LON099,1641,1717,,Plomer (1668-1725)
BS_HILLS_4,LON107,1676,1676,"Exchange  Alley  in  Comhill,",Plomer (1668-1725)
BS_HINDMARSH,LON107,1696,1696,"Golden  Ball,  Comhill,  over  against the  Royal  Exchange,",Plomer (1668-1725)
BS_HINDMARSH_2,LON034,1678,1693,Cornhill,Plomer (1668-1725)
BS_HINE,LON107,1701,1701,"near  the  Royal  Exchange,",Plomer (1668-1725)
BS_HODGKIN,LON082,1677,1713,"next  door  to  the Dolphin  Inn, West  Smithfield",Plomer (1668-1725)
BS_HOLFORD,LON028,1681,1689,Pall  Mall,Plomer (1668-1725)
BS_HOLFORD_2,LON028,1685,1685,Crown  in  the  Pall  Mall,Plomer (1668-1725)
BS_HOLLAND,LON102,1705,1705,,Plomer (1668-1725)
BS_HOMER,LON105,1671,1671,Little  Britain,Plomer (1668-1725)
BS_HOOKE,LON031,1718,1725,,Plomer (1668-1725)
BS_HOOKE_2,LON105,1672,1672,"King's  Arms, Little  Britain",Plomer (1668-1725)
BS_HOPE,LON107,1672,1684,"North  Entrance  into  the  Royal  Exchange, i68o(?)-84",Plomer (1668-1725)
BS_HOPE_2,LON107,1641,1672,at  the  North  Entrance  to  the  Royal  Exchange,Plomer (1668-1725)
BS_HORNE,LON107,1686,1686,"South  Entrance  to  the  Royal Exchange,",Plomer (1668-1725)
BS_HOTHAM,LON106,1704,1704,"Black  Boy  on  London  Bridge,",Plomer (1668-1725)
BS_HOW,LON107,1679,1709,"Seven  Stars, at  the  South- West  Comer  of  the  Royal Exchange  in  Comhill",Plomer (1668-1725)
BS_HOW,LON107,1679,1709,Coach  and  Horses  without  Bishopsgate,Plomer (1668-1725)
BS_HOWELL,LON107,1694,1694,"George  Yard,  Lombard Street,",Plomer (1668-1725)
BS_HUDDLESTON,LON100,1697,1698,Strand,Plomer (1668-1725)
BS_HUDGEBUT,LON031,1680,1699,Churchyard,Plomer (1668-1725)
BS_HUGHES,LON099,1684,1684,"Unicom,  over  against  the  Queen's  Head Tavern  in  Paternoster  Row,",Plomer (1668-1725)
BS_HUMPHREYS,LON107,1697,1697,"Bartholomew  Lane  behind  the  Royal Exchange,",Plomer (1668-1725)
BS_HUNT,LON102,1683,1699,Churchyard,Plomer (1668-1725)
BS_HURLOCK,LON106,1641,1672,"over  against  St,  Magnus' Church,  {b)  on  London  Bridge",Plomer (1668-1725)
BS_HUSSEY,LON105,1678,1705,"Flower de  luce, over  against  the  Globe  in  Little  Britain",Plomer (1668-1725)
BS_ILIVE,LON108,1724,1724,"Aldersgate  Street,",Plomer (1668-1725)
BS_INNYS,LON102,1711,1732,Churchyard,Plomer (1668-1725)
BS_ISTED,LON031,1672,1725,"Golden  Ball  against  St,  Dunstan's  Church in  Fleet  Street,  171 1-25",Plomer (1668-1725)
BS_JACKSON,LON098,1700,1700,"Bible  and  Three  Crowns, Cheapside, near  Mercer's  Chapel",Plomer (1668-1725)
BS_JACKSON_2,LON100,1693,1693,"in  the  Strand,",Plomer (1668-1725)
BS_JAKIN,LON102,1680,1680,Churchyard,Plomer (1668-1725)
BS_JAMES,LON105,1712,1712,"Little  Britain,",Plomer (1668-1725)
BS_JANEWAY,LON099,1680,1703,"Queen's  Head  Alley, (b)  Queen's  Head  Court, Paternoster  Row, i68o- 98(?)",Plomer (1668-1725)
BS_JANEWAY_2,LON031,1698,1724,"Dogwell  Court,  Whitefriars, near  Fleet  Street,",Plomer (1668-1725)
BS_JAUNCY,LON098,1702,1702,Golden  Candlestick  in  Cheapside,Plomer (1668-1725)
BS_JOHNSON_3,LON031,1689,1703,near Fleet  Street,Plomer (1668-1725)
BS_JOHNSON_6,LON050,1701,1701,"Holborn,",Plomer (1668-1725)
BS_JONATHAN,LON034,1672,1678,Ludgate,Plomer (1668-1725)
BS_JONES,LON031,1684,1686,,Plomer (1668-1725)
BS_JONES_3,LON100,1681,1691,Strand,Plomer (1668-1725)
BS_JONES_4,LON102,1641,1699,Churchyard,Plomer (1668-1725)
BS_JONES_6,LON105,1641,1681,"Golden  Lion, Little  Britain",Plomer (1668-1725)
BS_JONES_6,LON105,1641,1681,"White Horse, Little  Britain",Plomer (1668-1725)
BS_JOYNER,LON082,1681,1715,Smithfield,Plomer (1668-1725)
BS_KEBLE,LON031,1674,1715,"Unicom,  Fleet  Street,  (a)  near Ram  Alley,  {b)  near  Serjeant's  Inn ;  (2)  (a)  Turk's  Head,  {b)  Great  Turk's Head,  Fleet  Street,  over  against  Fetter  Lane",Plomer (1668-1725)
BS_KEBLE_2,LON031,1704,1704,"Turk's  Head, Fleet  Street",Plomer (1668-1725)
BS_KEBLEWHITE,LON102,1694,1702,Churchyard,Plomer (1668-1725)
BS_KEINTON,LON102,1641,1682,Churchyard,Plomer (1668-1725)
BS_KELL,LON082,1684,1684,"in  or  near  West  Smithfield,",Plomer (1668-1725)
BS_KELLINGTON,LON105,1681,1681,Star  in  Little  Britain,Plomer (1668-1725)
BS_KEMP,LON107,1671,1672,"The  Ship  in  the  Upper  Walk  of  the  New Exchange, 167 1-2",Plomer (1668-1725)
BS_KETTILBY,LON102,1669,1711,Churchyard,Plomer (1668-1725)
BS_KETTLEWELL,LON031,1681,1694,,Plomer (1668-1725)
BS_KING,LON028,1707,1707,"Judge's  Head, Westminster  Hall",Plomer (1668-1725)
BS_KING_2,LON031,1677,1677,"At  the  East  Corner  Piazza  House  of James  Street,  Covent  Garden,",Plomer (1668-1725)
BS_KING_3,LON102,1698,1703,Churchyard,Plomer (1668-1725)
BS_KNAPLOCK,LON102,1696,1737,Churchyard,Plomer (1668-1725)
BS_KNAPTON,LON102,1687,1738,Churchyard,Plomer (1668-1725)
BS_KNIGHT,LON100,1684,1690,"Pope's  Head  in  the  Lower  Walk  of  the New  Exchange, Strand",Plomer (1668-1725)
BS_LARKIN,LON107,1641,1706,"Hand  Alley, Bishopsgate  Street",Plomer (1668-1725)
BS_LARKIN_2,LON107,1703,1703,"Bishopsgate  Street,",Plomer (1668-1725)
BS_LAWRENCE,LON034,1681,1711,Angel  in  the  Poultry,Plomer (1668-1725)
BS_LEA,LON028,1683,1703,Westminster  Hall,Plomer (1668-1725)
BS_LEACH,LON034,1707,1707,"Elliot's  Court,  Little  Old  Bailey,",Plomer (1668-1725)
BS_LEACH_2,LON034,1673,1707,"Elliot's  Court,  Little  Old  Bailey,",Plomer (1668-1725)
BS_LEAKE,LON031,1673,1717,"Crown, Fleet  Street, between the  Two  Temple  Gates",Plomer (1668-1725)
BS_LEE,LON107,1677,1695,"and  Dublin  ;  London,  Feathers,  Lombard Street,  (a)  near  Pope's  Head  Alley,  {b)  over  against  the  Post  House",Plomer (1668-1725)
BS_LEIGH,LON031,1670,1685,,Plomer (1668-1725)
BS_LEIGH_2,LON031,1698,1704,Churchyard,Plomer (1668-1725)
BS_LENTHALL,LON031,1709,1709,,Plomer (1668-1725)
BS_LEWIS,LON031,1709,1709,"Dolphin  in  Russell  St., Covent Garden",Plomer (1668-1725)
BS_LINDSEY,LON031,1701,1701,Post  Office,Plomer (1668-1725)
BS_LITTLEBURY,LON105,1641,1685,"King's  Arms, Little  Britain",Plomer (1668-1725)
BS_LONGMAN_2,LON099,1724,1724,"Ship  and  Black  Swan, Paternoster Row",Plomer (1668-1725)
BS_LORD,LON028,1680,1680,"Duke  of  Monmouth,  Westminster  Hall,",Plomer (1668-1725)
BS_LOWNDES,LON100,1669,1703,"over  against  Exeter  House, Strand,  near  the  Savoy ;  {b)  over  against  Exeter  Exchange,  by  the  Savoy Gates",Plomer (1668-1725)
BS_LUNTLEY,LON031,1694,1694,"Pestle,  over  against  the  Horse-shoe Tavern  in  Chancery  Lane,",Plomer (1668-1725)
BS_LUTTON,LON034,1664,1674,"{a)  Blue  Anchor, {b)  Anchor, Poultry",Plomer (1668-1725)
BS_MAJOR,LON031,1677,1680,,Plomer (1668-1725)
BS_MALLET_2,LON034,1647,1689,Ludgate,Plomer (1668-1725)
BS_MALTHUS_2,LON034,1682,1700,"Sun, in  the  Poultry",Plomer (1668-1725)
BS_MANHOOD,LON107,1684,1725,Exchange,Plomer (1668-1725)
BS_MANSHIP,LON107,1676,1713,"Ship, Comhill",Plomer (1668-1725)
BS_MARLOW,LON108,1674,1676,"Vine,  at  the  upper  end  of  Aldersgate Street,",Plomer (1668-1725)
BS_MARRIOT,LON031,1674,1674,"Temple,  Fleet  Street,  by  the  Inner Temple  Gate,",Plomer (1668-1725)
BS_MARSHALL_2,LON034,1707,1707,Bible  in  Newgate  Street,Plomer (1668-1725)
BS_MARSHALL_3,LON034,1679,1725,Bible  in  Newgate  Street,Plomer (1668-1725)
BS_MATTHEWS,LON099,1700,1700,Little Britain,Plomer (1668-1725)
BS_MATTHEWS_2,LON105,1681,1716,"Pelican,  {h)  Pilkington Court,  Little  Britain,",Plomer (1668-1725)
BS_MATTHEWS_3,LON105,1719,1719,"Pelican,  (b)  Pilkington Court,  Little  Britain,",Plomer (1668-1725)
BS_MAY,LON031,1680,1713,over  against  Water  Lane,Plomer (1668-1725)
BS_MEAD,LON106,1707,1732,London  Bridge,Plomer (1668-1725)
BS_MEARNE,LON105,1683,1683,"Little  Britain,",Plomer (1668-1725)
BS_MEARNE_2,LON105,1680,1686,Little  Britain,Plomer (1668-1725)
BS_MEARS_2,LON031,1713,1713,"Lamb, without  Temple  Bar",Plomer (1668-1725)
BS_MEERE,LON034,1708,1724,Old Bailey,Plomer (1668-1725)
BS_MERCER,LON107,1679,1679,"Half-Moon,  near  the  Exchange  in Comhill,",Plomer (1668-1725)
BS_MEREDITH,LON102,1684,1702,Churchyard,Plomer (1668-1725)
BS_MIDWINTER,LON102,1698,1725,Churchyard,Plomer (1668-1725)
BS_MILLER_3,LON102,1698,1698,,Plomer (1668-1725)
BS_MILLER_4,LON102,1641,1693,Churchyard,Plomer (1668-1725)
BS_MILLINGTON,LON105,1670,1703,"Bible, Little  Britain",Plomer (1668-1725)
BS_MILLION,LON034,1641,1679,"Bible, Old  Bailey",Plomer (1668-1725)
BS_MILLS,LON031,1696,1696,Rose  and  Crown  without  Temple  Bar,Plomer (1668-1725)
BS_MITCHELL,LON107,1686,1686,"Threadneedle  Street,",Plomer (1668-1725)
BS_MONCKTON,LON102,1701,1707,Churchyard,Plomer (1668-1725)
BS_MONTGOMERY,LON031,1678,1703,,Plomer (1668-1725)
BS_MORDEN_2,LON107,1671,1702,"near  the  Royal Exchange,",Plomer (1668-1725)
BS_MORTIER,LON028,1641,1717,"White  Hart, in  Westminster  Hall",Plomer (1668-1725)
BS_MORY,LON102,1691,1699,Churchyard,Plomer (1668-1725)
BS_MOTTE,LON031,1693,1738,Middle  Temple  Gate,Plomer (1668-1725)
BS_MOXON,LON100,1647,1689,"Strand,  Charing  Cross,",Plomer (1668-1725)
BS_MUSDEN,LON098,1680,1680,"Hen  and  Chickens, Cheapside,",Plomer (1668-1725)
BS_NEAL,LON105,1691,1691,in  the  Long Walk,Plomer (1668-1725)
BS_NEEDHAM,LON105,1674,1685,"Crown, Duck  Lane",Plomer (1668-1725)
BS_NEEDHAM_2,LON105,1665,1665,"Little  Britain,",Plomer (1668-1725)
BS_NEILL,LON107,1696,1696,"Royal  Exchange, {b)  Leg  &  Star,  Cornhill,",Plomer (1668-1725)
BS_NEVILL,LON102,1641,1660,Churchyard,Plomer (1668-1725)
BS_NEVILL_2,LON102,1677,1677,Churchyard,Plomer (1668-1725)
BS_NEWBOROUGH,LON102,1707,1707,Little  Britain,Plomer (1668-1725)
BS_NEWBOROUGH_2,LON031,1641,1713,Churchyard,Plomer (1668-1725)
BS_NEWMAN,LON105,1641,1694,"Surgeons'  Arms, Little  Britain",Plomer (1668-1725)
BS_NEWMAN_2,LON034,1692,1703,Grasshopper  in  the  Poultry,Plomer (1668-1725)
BS_NEWTON,LON031,1688,1698,,Plomer (1668-1725)
BS_NEWTON_2,LON105,1694,1694,"Little  Britain,  over  against  Bartholo- mew Close  Gate,  (b)  near  the  Pump",Plomer (1668-1725)
BS_NICHOLSON,LON105,1686,1715,"Queen's  Arms, Little  Britain",Plomer (1668-1725)
BS_NICKS,LON102,1722,1722,Churchyard,Plomer (1668-1725)
BS_NORMAN_2,LON031,1679,1680,"Pope's  Head  in  Fleet  Street, (a)  near Fleet  Bridge, (b)  near  Sahsbury  Court",Plomer (1668-1725)
BS_NORRIS,LON031,1682,1682,"King's  Arms, without  Temple  Bar",Plomer (1668-1725)
BS_NORRIS_2,LON106,1695,1732,Looking  Glass  on  London  Bridge,Plomer (1668-1725)
BS_NORTHCOT,LON106,1677,1677,"next  Peter's  Alley  in  Cornhill ; and  at  the  Mariner  and  Anchor  upon  Fish  Street  HiU, near  London  Bridge",Plomer (1668-1725)
BS_NOTT,LON028,1641,1687,"Queen's  Arms, Old  Pall  Mall",Plomer (1668-1725)
BS_NOWEL,LON105,1681,1703,"Duck  Lane,",Plomer (1668-1725)
BS_NUTT_2,LON028,1688,1710,Pall  Mall,Plomer (1668-1725)
BS_NUTT_3,LON100,1720,1720,"in  Exeter  Exchange  in  the  Strand,",Plomer (1668-1725)
BS_OAKES,LON082,1663,1663,"Well- Yard,  near  West Smithfield,",Plomer (1668-1725)
BS_ONLEY,LON031,1697,1709,Bond's  Stables,Plomer (1668-1725)
BS_GRREL,LON099,1678,1739,Paternoster  Row,Plomer (1668-1725)
BS_OVERTON_2,LON105,1641,1707,Little  Britain,Plomer (1668-1725)
BS_PALMER,LON100,1670,1670,"Black  Spread  Eagle, without  Temple Bar ;   [(2)  King  and  Duke  of  York's  Head, Strand, near  Arundel  House  (?) Q  2 228  PALMER",Plomer (1668-1725)
BS_PALMER_2,LON031,1716,1716,"Crown, without  Temple  Bar",Plomer (1668-1725)
BS_PALMER_4,LON108,1700,1732,,Plomer (1668-1725)
BS_PARDOE,LON100,1677,1677,"Black  Raven,  Strand,  over  against Bedford  House,",Plomer (1668-1725)
BS_PARKER_2,LON107,1704,1723,under  the  Royal  Exchange,Plomer (1668-1725)
BS_PARKER_5,LON107,1673,1703,"Leg  and  Star, GimhiD",Plomer (1668-1725)
BS_PARKHURST,LON034,1641,1711,Kbie  and  Three  Crowns  in  the  Poultry,Plomer (1668-1725)
BS_PARSHAM,LON106,1704,1711,London  Bridge,Plomer (1668-1725)
BS_PASHAM,LON107,1670,1670,"Stationers'  Arms  and  Ink  Bottle, Lombard  Street",Plomer (1668-1725)
BS_PASSINGER,LON106,1689,1689,Three  Bibles  on  London  Bridge,Plomer (1668-1725)
BS_PASSINGER_2,LON106,1692,1692,"Three  Bibles  and Star, on  London  Bridge",Plomer (1668-1725)
BS_PAVVLETT,LON031,1692,1692,Bible  in  Chancery  Lane,Plomer (1668-1725)
BS_PAWLETT_2,LON031,1683,1683,Bible  in  Chancery  Lane,Plomer (1668-1725)
BS_PEARSON,LON108,1700,1700,"over  against  Wright's  Coffee  House  in Aldersgate  Street,",Plomer (1668-1725)
BS_PEELE,LON099,1722,1722,Locke's  Head  in  Paternoster  Row,Plomer (1668-1725)
BS_PENNOCK,LON099,1709,1709,"Paternoster  Row,",Plomer (1668-1725)
BS_PERO,LON105,1694,1703,"Black,  (b)  White,  Swan,  Little  Britain,",Plomer (1668-1725)
BS_PHILLIPS,LON102,1680,1709,Churchyard,Plomer (1668-1725)
BS_PIKE,LON028,1675,1694,Pall  Mall,Plomer (1668-1725)
BS_PITT,LON102,1654,1696,Churchyard,Plomer (1668-1725)
BS_PLAYFORD,LON105,1685,1685,"Little  Britain,",Plomer (1668-1725)
BS_PLAYFORD_2,LON105,1679,1679,"Little  Britain,",Plomer (1668-1725)
BS_PONDER,LON035,1656,1714,"Peacock  in  Chancery  Lane ; (2)  Peacock, Poultry, (a)  near  Cornhill, (b)  over  against  the  Stocks  Market",Plomer (1668-1725)
BS_POOLE,LON107,1685,1702,"Ship, Comhill, {a)  next  door  to the  Fleece  Tavern, {b)  over  against  the  Royal  Exchange  ;  (2)  Exchange  Alley. (3)  At  the  Half  Moon, (a)  near, {b)  under, the  Royal  Exchange",Plomer (1668-1725)
BS_POPPING,LON099,1711,1723,"Raven,  Paternoster  Row, I7i3~23",Plomer (1668-1725)
BS_POWELL_2,LON105,1698,1698,"Little  Britain,",Plomer (1668-1725)
BS_POWELL_3,LON031,1685,1685,"Chancery  Lane,  over  against  Lincolns Inn  Gate,",Plomer (1668-1725)
BS_POWELL_4,LON050,1686,1686,"Holborn  Court,  Grays  Inn,",Plomer (1668-1725)
BS_POWNEY,LON100,1705,1705,"Ship  and  Star, against  Katherine Street  in  the  Strand",Plomer (1668-1725)
BS_PRICE,LON035,1706,1706,"next  the  Fleece  Tavern  in  Cornhill,",Plomer (1668-1725)
BS_PRICE_2,LON098,1669,1669,"Golden  Lion, at  the corner  of  New  Cheapside",Plomer (1668-1725)
BS_PROSSER,LON107,1681,1681,"Rose  and  Crown  (a)  in  Swithins Alley, {b)  in  Sweeting's  Rents, at  the  East  End  of  the  Royal  Exchange  in Cornhill",Plomer (1668-1725)
BS_PRYKE,LON102,1681,1685,Churchyard,Plomer (1668-1725)
BS_PULLEYN,LON105,1664,1664,King's  Head  in  Little Britain,Plomer (1668-1725)
BS_RAINY,LON031,1693,1693,Temple  Bar,Plomer (1668-1725)
BS_RANEW,LON102,1663,1663,"King's  Arms  in  St, Paul's  Churchyard",Plomer (1668-1725)
BS_RAVENSHAW,LON099,1674,1692,Churchyard,Plomer (1668-1725)
BS_RAWLINS,LON099,1674,1703,"near  Paternoster  Row  (?),",Plomer (1668-1725)
BS_READ_2,LON031,1709,1709,"White- Fryers,  near  Fleet  Street,",Plomer (1668-1725)
BS_REYNOLDS,LON034,1670,1670,"King's  Arms, Poultry",Plomer (1668-1725)
BS_REYNOLDS,LON034,1672,1672,"Sun  and Bible, Poultry",Plomer (1668-1725)
BS_REYNOLDS,LON100,1676,1676,near  Arundel  Gate,Plomer (1668-1725)
BS_REYNOLDS,LON031,1677,1677,Henrietta  Street,Plomer (1668-1725)
BS_REYNOLDS,LON100,1641,1691,{a)  next  door  to  the  Golden Bottle  in  the  Strand,Plomer (1668-1725)
BS_RHAMES,LON031,1642,1734,"next  door  to  the  Swan  Tavern, Fleet  Street",Plomer (1668-1725)
BS_RHAMES,LON031,1642,1734,"Star, Fleet  Street",Plomer (1668-1725)
BS_RIBOTEAU,LON100,1702,1702,"Crown, over  against  Bedford  House, Strand",Plomer (1668-1725)
BS_RICHARDSON,LON034,1699,1703,Naked  Boy,Plomer (1668-1725)
BS_RILEY,LON031,1670,1670,"next  door  to  the  Queen's  Head, without  Temple  Bar",Plomer (1668-1725)
BS_RIVINGTON_2,LON099,1688,1742,Churchyard,Plomer (1668-1725)
BS_ROBERTS,LON034,1713,1713,Warwick  Lane,Plomer (1668-1725)
BS_ROBINSON,LON102,1667,1713,Churchyard,Plomer (1668-1725)
BS_ROBINSON_2,LON031,1672,1672,"Lincoln's  Inn  Gate,  next  Chancery Lane,",Plomer (1668-1725)
BS_ROGERS,LON028,1678,1678,"Bible, (b)  Crown, in  Westminster Hall",Plomer (1668-1725)
BS_ROGERS_3,LON031,1678,1711,,Plomer (1668-1725)
BS_ROLLS,LON102,1641,1696,Churchyard,Plomer (1668-1725)
BS_ROPER,LON031,1690,1690,"Mitre, Fleet  Street",Plomer (1668-1725)
BS_ROPER,LON031,1688,1726,Black  Boy,Plomer (1668-1725)
BS_ROUND,LON107,1702,1702,"Seneca's  Head, Exchange  Alley  in Comhill",Plomer (1668-1725)
BS_RUMBALL,LON031,1701,1701,"Post  House,  Russell  Street,  Covent Garden,",Plomer (1668-1725)
BS_SADLER,LON105,1660,1660,"Little  Britain,",Plomer (1668-1725)
BS_SALUSBURY,LON107,1685,1698,"Rising  Sun, Comhill",Plomer (1668-1725)
BS_SALUSBURY_2,LON031,1693,1693,"King's  Arms, Fleet Street",Plomer (1668-1725)
BS_SAMPSON,LON034,1679,1680,Ludgate,Plomer (1668-1725)
BS_SANGER,LON031,1707,1707,"Post  House,  Middle  Temple  Gate, Fleet  Street,  1 707-11",Plomer (1668-1725)
BS_SARE,LON050,1684,1723,Holborn,Plomer (1668-1725)
BS_SARE_2,LON105,1673,1673,"right  over  against  the  Black  Prince  in Duck  Lane,",Plomer (1668-1725)
BS_SAUNDERS,LON100,1684,1684,Blue  Anchor  on  the  New  Exchange in  the  Strand,Plomer (1668-1725)
BS_SAWBRIDGE,LON105,1692,1692,"Three  Golden Fleur  de  Luces,  Little  Britain,",Plomer (1668-1725)
BS_SAWBRIDGE_2,LON034,1682,1682,Bible  on  Ludgate  Hill,Plomer (1668-1725)
BS_SAWBRIDGE_3,LON105,1669,1669,"Three  Flower  de  Luces, Little  Britain",Plomer (1668-1725)
BS_SAYES,LON099,1707,1707,"Lovel's  Court,  Paternoster  Row,",Plomer (1668-1725)
BS_SCOTT,LON105,1661,1661,"Prince's  Arms, Little  Britain",Plomer (1668-1725)
BS_SEARCH,LON031,1689,1689,"near  Whitefriars'  Gate  in  Fleet Street,",Plomer (1668-1725)
BS_SELLER,LON107,1667,1691,Exchange  Alley  in  Cornhill,Plomer (1668-1725)
BS_SHELL,LON031,1684,1684,"Stonecutter  Court,  Shoe  Lane,",Plomer (1668-1725)
BS_SHELMERDINE,LON105,1698,1711,"Rose  Tree, Little  Britain",Plomer (1668-1725)
BS_SHELTON,LON034,1691,1691,Peacock  in the  Poultry,Plomer (1668-1725)
BS_SHIRLEY,LON031,1672,1703,"Fleet  Street,  under  the  Dial  of St",Plomer (1668-1725)
BS_SIMMONS,LON034,1641,1685,Ludgate,Plomer (1668-1725)
BS_SIMMONS_2,LON034,1685,1685,Three  Cocks,Plomer (1668-1725)
BS_SIMPSON_3,LON102,1680,1707,Churchyard,Plomer (1668-1725)
BS_SIMPSON_4,LON102,1670,1702,Churchyard,Plomer (1668-1725)
BS_SKEGNES,LON102,1686,1687,Churchyard,Plomer (1668-1725)
BS_SLATER,LON107,1684,1684,"on  the  west  side  of  the  Royal  Exchange,",Plomer (1668-1725)
BS_SMITH,LON031,1675,1675,"Angel, Fleet  Street",Plomer (1668-1725)
BS_SMITH_2,LON031,1707,1707,"Buck,  between  the  two  Temple  Gates in  Fleet  Street,",Plomer (1668-1725)
BS_SMITH_3,LON107,1686,1686,"Bible  (a)  under  the  Piazza, (b)  in  the  South Portico, of  the  Royal  Exchange, Comhill",Plomer (1668-1725)
BS_SMITH_5,LON107,1641,1688,Exchange,Plomer (1668-1725)
BS_SMITH_7,LON031,1701,1701,"Lion  and  Crown  in  Russell  Street, in Covent  Garden",Plomer (1668-1725)
BS_SMITH_8,LON031,1672,1704,Temple  Bar,Plomer (1668-1725)
BS_SMITH_10,LON100,1698,1721,Fore-walk  of  Exeter  Change '  in  the  Strand,Plomer (1668-1725)
BS_SMITH_10,LON099,1698,1721,Bishop  Beveridge's  Head  in  Paternoster  Row,Plomer (1668-1725)
BS_SMITH_11,LON102,1681,1703,Churchyard,Plomer (1668-1725)
BS_SOLLERS_2,LON034,1678,1678,"King's  Arms, Ludgate  Street",Plomer (1668-1725)
BS_SOUTHBY,LON035,1684,1684,The Harrow  in  Cornhill,Plomer (1668-1725)
BS_SOUTHBY_2,LON031,1693,1693,"Golden  Fleece  in  Fleet  Street,",Plomer (1668-1725)
BS_SOUTHWOOD,LON031,1679,1679,New  Inn  Gate,Plomer (1668-1725)
BS_SPEED,LON035,1705,1705,"Three  Crowns  in  Exchange  Alley, over against  Jonathan's  Coffee  House  in  Cornhill, 1 705-11  (?)",Plomer (1668-1725)
BS_SPEED_3,LON107,1689,1714,Cornhill,Plomer (1668-1725)
BS_SPRINT_2,LON105,1709,1709,"Blue  Bell, Little  Britain",Plomer (1668-1725)
BS_SPRINT_3,LON105,1698,1727,"Blue  Bell, Little  Britain",Plomer (1668-1725)
BS_SPRINT_4,LON105,1670,1707,"Bell, Little  Britain",Plomer (1668-1725)
BS_SPRINT_4,LON105,1670,1707,"Blue  Bell, Little  Britain",Plomer (1668-1725)
BS_STAGG,LON028,1746,1746,"Westminster  Hall,  i7i6(.?)-46",Plomer (1668-1725)
BS_STANDFAST,LON028,1711,1711,"Westminster  Hall,",Plomer (1668-1725)
BS_STARKEY,LON031,1641,1689,,Plomer (1668-1725)
BS_STEPHENS,LON031,1722,1722,"Hand  and  Star, between  the  Two Temple  Gates  in  Fleet  Street",Plomer (1668-1725)
BS_STORY,LON107,1699,1740,"Golden  Ball, Cornhill,  over  against  the  Rojal  Exchange,",Plomer (1668-1725)
BS_STURTON,LON031,1696,1696,"at  the  Post  Office  at  the  Middle Temple  in  Fleet  Street,",Plomer (1668-1725)
BS_TAYLOR,LON099,1683,1713,Churchyard,Plomer (1668-1725)
BS_TAYLOR_2,LON106,1673,1673,Hand  and  Bible  in  the  New  Buildings  on  London Bridge,Plomer (1668-1725)
BS_TAYLOR_3,LON099,1700,1723,Ship  in  Paternoster  Row,Plomer (1668-1725)
BS_TEBB,LON105,1708,1708,"Duck  Lane,  near  Little  Britain,",Plomer (1668-1725)
BS_TERRY,LON099,1689,1689,"Three  Swans, Paternoster  Row",Plomer (1668-1725)
BS_THACKERAY_2,LON105,1664,1664,Angel  in  Duck  Lane,Plomer (1668-1725)
BS_THOMPSON,LON100,1725,1725,"in  the  Strand,",Plomer (1668-1725)
BS_THOMPSON_3,LON031,1641,1688,,Plomer (1668-1725)
BS_THORNICROFT,LON102,1641,1672,,Plomer (1668-1725)
BS_THRALE,LON098,1677,1677,"Bible, (a)  Poultry, near  Cheapside, (b)  at  the  lower  end  of  Cheapside",Plomer (1668-1725)
BS_THRALE_2,LON107,1650,1650,"in  Bishopsgate,",Plomer (1668-1725)
BS_TIDMARSH,LON107,1679,1679,"King's  Head  in  Sweeting's Alley  End, next  house  to  the  Royal  Exchange  in  Cornhill",Plomer (1668-1725)
BS_TODD,LON031,1724,1724,"Fleet  Street,",Plomer (1668-1725)
BS_TOMLINS,LON102,1637,1672,Churchyard,Plomer (1668-1725)
BS_TOMPSON,LON028,1689,1689,"Westminster  Hall,",Plomer (1668-1725)
BS_TOMPSON_2,LON028,1641,1669,Westminster  Hall,Plomer (1668-1725)
BS_TONSON,LON100,1710,1710,"Shakespeare's  Head, opposite  Catherine  Street  in  the  Strand",Plomer (1668-1725)
BS_TONSON_2,LON100,1700,1700,"Gray's Inn  Gate ;  (2)  Shakespeare's  Head, opposite  Catherine  Street  in  the  Strand",Plomer (1668-1725)
BS_TOOK,LON034,1724,1724,"Old  Bailey,",Plomer (1668-1725)
BS_TOOKE,LON031,1642,1716,Middle  Temple  Gate,Plomer (1668-1725)
BS_TOOKE_2,LON031,1703,1703,"Middle  Temple  Gate,  Fleet  Street,",Plomer (1668-1725)
BS_TOOKER,LON100,1669,1680,"Globe  and  Half  Moon, Strand, a)  near  the  New  Exchange, {b)  over  against  Salisbury  House, (c)  over  against 294  TOOKER— TURNER",Plomer (1668-1725)
BS_TOOKEY,LON107,1695,1695,"behind  the  Royal  Exchange,",Plomer (1668-1725)
BS_TOOTH,LON100,1673,1673,"near  York  House  in  the  Strand,",Plomer (1668-1725)
