author,title,date,cited_by
"Hughes, Kathryn [?]","Observations on the More Ancient Statutes ...",1766,"White, London in the Eighteenth Century"
"Hutton, William","A Journey from Birmingham to London",1785,"White, London in the Eighteenth Century"
"Ireland, John","Hogarth Illustrated ..., 3 vols",1791,"White, London in the Eighteenth Century"
"Jackson, John","The Works of Samuel Johnson, LL.D., with an Essay on his Life and Genius by Arthur Murphy ..., 12 vols [?]",1792,"White, London in the Eighteenth Century"
"James, Robert","A Medicinal Dictionary ..., 3 vols",1743,"White, London in the Eighteenth Century"
"Johnson, Samuel","A Complete Vindication of the Licensers of the Stage ...",1739,"White, London in the Eighteenth Century"
"Johnson, Samuel","London, a Poem, in Imitation of the Third Satire of Juvenal",1738,"White, London in the Eighteenth Century"
"Johnson, Samuel","The Letters of Samuel Johnson, edited by Bruce Redford, 5 vols",1992,"White, London in the Eighteenth Century"
"Karamzin, N. M.","Letters of a Russian Traveller 1789-90, An Account of a Young Russian Gentleman's Tour Through Germany, Switzerland, ...",1957,"White, London in the Eighteenth Century"
"King, Richard","The Complete Modern London Spy ..., or a Real, True and Faithful Discovery of the Cities of London and Westminster ..., for 1781",1781,"White, London in the Eighteenth Century"
"King, Richard","The Frauds of London ..., Containing a Full ... Account of all the Cheats ...",1770,"White, London in the Eighteenth Century"
"Knox, Vicesimus","The Works of Vicesimus Knox, 7 vols",1824,"White, London in the Eighteenth Century"
"Lackington, James","Memoirs of the First Forty-Five Years of the Life of James Lackington ..., 13th edn",1810,"White, London in the Eighteenth Century"
"Lambert, B.","The History and Survey of London and Its Environs, from the Earliest Period to the Present Time, 4 vols",1806,"White, London in the Eighteenth Century"
"Langford, Paul","A Polite and Commercial People: England 1727-1783",1989,"White, London in the Eighteenth Century"
"Landsman, George [?]","Adventures and Recollections of Colonel Landmann ...",1852,"White, London in the Eighteenth Century"
"Layard, George S.","The Life of Mrs. Lynn Linton ...",1901,"White, London in the Eighteenth Century"
"Lewis, W. S. (ed.)","The Yale Edition of Horace Walpole's Correspondence ..., 48 vols",1937,"White, London in the Eighteenth Century"
"Lysons, Daniel","The Environs of London ..., 4 vols",1796,"White, London in the Eighteenth Century"
"Hutton, Catherine","Reminiscences of a Gentlewoman of the Last Century: Letters of Catherine Hutton, edited by Mrs. C. H. Beale",1891,"White, London in the Eighteenth Century"
"Hutton, William","The Life of William Hutton ..., Written by Himself ...",1816,"White, London in the Eighteenth Century"
"Hawkins, Sir John","A General History of the Science and Practice of Music, 5 vols",1776,"White, London in the Eighteenth Century"
"Hassell, John","Memoirs of the Life of the Late George Morland ...",1806,"White, London in the Eighteenth Century"
"Gronow, Captain R. H.","The Reminiscences and Recollections of Captain Gronow ..., 2 vols",1892,"White, London in the Eighteenth Century"
"Hervey, Lord John","Lord Hervey's Memoirs ..., edited by Romney Sedgwick",1952,"White, London in the Eighteenth Century"
"Hibbert, Christopher","King Mob: The Story of Lord George Gordon and the Riots of 1780",1958,"White, London in the Eighteenth Century"
"Hollingsworth, T. H., and others","Mortality in the City of London: Population and Social Studies ...",1971,"White, London in the Eighteenth Century"
"Howard, John","An Account of the Principal Lazarettos in Europe ...",1789,"White, London in the Eighteenth Century"
"Houghton, Walter E.","The Victorian Frame of Mind, 1830-1870",1957,"White, London in the Eighteenth Century"
