author,title,date,cited_by
"Hutton, William",A Journey from Birmingham to London,1785,"White, London in the Eighteenth Century"
"Ireland, John","Hogarth Illustrated ..., 3 vols",1791,"White, London in the Eighteenth Century"
"Jackson, John","The Works of Samuel Johnson, LL.D., with an Essay on his Life and Genius by Arthur Murphy ..., 12 vols [?]",1792,"White, London in the Eighteenth Century"
"James, Robert","A Medicinal Dictionary ..., 3 vols",1743,"White, London in the Eighteenth Century"
"Johnson, Samuel",A Complete Vindication of the Licensers of the Stage ...,1739,"White, London in the Eighteenth Century"
"Johnson, Samuel","London, a Poem, in Imitation of the Third Satire of Juvenal",1738,"White, London in the Eighteenth Century"
"Johnson, Samuel","The Letters of Samuel Johnson, edited by Bruce Redford, 5 vols",1992,"White, London in the Eighteenth Century"
"Karamzin, N. M.","Letters of a Russian Traveller 1789-90, An Account of a Young Russian Gentleman's Tour Through Germany, Switzerland, ...",1957,"White, London in the Eighteenth Century"
"King, Richard","The Complete Modern London Spy ..., or a Real, True and Faithful Discovery of the Cities of London and Westminster ..., for 1781",1781,"White, London in the Eighteenth Century"
"King, Richard","The Frauds of London ..., Containing a Full ... Account of all the Cheats ...",1770,"White, London in the Eighteenth Century"
"Knox, Vicesimus","The Works of Vicesimus Knox, 7 vols",1824,"White, London in the Eighteenth Century"
"Lackington, James","Memoirs of the First Forty-Five Years of the Life of James Lackington ..., 13th edn",1810,"White, London in the Eighteenth Century"
"Lambert, B.","The History and Survey of London and Its Environs, from the Earliest Period to the Present Time, 4 vols",1806,"White, London in the Eighteenth Century"
"Langford, Paul",A Polite and Commercial People: England 1727-1783,1989,"White, London in the Eighteenth Century"
"Landsman, George [?]",Adventures and Recollections of Colonel Landmann ...,1852,"White, London in the Eighteenth Century"
"Layard, George S.",The Life of Mrs. Lynn Linton ...,1901,"White, London in the Eighteenth Century"
"Lewis, W. S. (ed.)","The Yale Edition of Horace Walpole's Correspondence ..., 48 vols",1937,"White, London in the Eighteenth Century"
"Lysons, Daniel","The Environs of London ..., 4 vols",1796,"White, London in the Eighteenth Century"
"Hutton, Catherine","Reminiscences of a Gentlewoman of the Last Century: Letters of Catherine Hutton, edited by Mrs. C. H. Beale",1891,"White, London in the Eighteenth Century"
"Hutton, William","The Life of William Hutton ..., Written by Himself ...",1816,"White, London in the Eighteenth Century"
"Hawkins, Sir John","A General History of the Science and Practice of Music, 5 vols",1776,"White, London in the Eighteenth Century"
"Hassell, John",Memoirs of the Life of the Late George Morland ...,1806,"White, London in the Eighteenth Century"
"Gronow, Captain R. H.","The Reminiscences and Recollections of Captain Gronow ..., 2 vols",1892,"White, London in the Eighteenth Century"
"Hervey, Lord John","Lord Hervey's Memoirs ..., edited by Romney Sedgwick",1952,"White, London in the Eighteenth Century"
"Hibbert, Christopher",King Mob: The Story of Lord George Gordon and the Riots of 1780,1958,"White, London in the Eighteenth Century"
"Hollingsworth, T. H., and others",Mortality in the City of London: Population and Social Studies ...,1971,"White, London in the Eighteenth Century"
"Howard, John",An Account of the Principal Lazarettos in Europe ...,1789,"White, London in the Eighteenth Century"
"Houghton, Walter E.","The Victorian Frame of Mind, 1830-1870",1957,"White, London in the Eighteenth Century"
"Lewis, Lady Theresa (ed.)",Extracts of the Journals and Correspondence of Miss Berry from the Year 1783 to 1852,1865,"White, London in the Eighteenth Century"
"Lewis, W. S. (ed.)",Horace Walpole's Correspondence (Yale Edition) 48 vols,1937,"White, London in the Eighteenth Century"
"Lewis, W. S., George Cronin Jr. and Charles H. Bennett (eds.)",Horace Walpole's Correspondence with the Countess of Upper Ossory 3 vols,1965,"White, London in the Eighteenth Century"
"Lewis, W. S., Warren Hunting Smith and George L. Lam (eds.)",Horace Walpole's Correspondence with Madame du Deffand and Wiart 6 vols,1939,"White, London in the Eighteenth Century"
"Lewis, W. S. and A. Dayle Wallace (eds.)",Horace Walpole's Correspondence with Mary and Agnes Berry and Barbara Cecilia Seton 3 vols,1944,"White, London in the Eighteenth Century"
"Lewis, W. S., Robert A. Smith and Charles H. Bennett (eds.)",Horace Walpole's Correspondence with the Rev. William Cole 2 vols,1937,"White, London in the Eighteenth Century"
"Lewis, W. S. and Warren Hunting Smith (eds.)",Horace Walpole's Correspondence with Sir Horace Mann 11 vols,1954,"White, London in the Eighteenth Century"
"Lewis, W. S., Robert A. Smith and Charles H. Bennett (eds.)",Horace Walpole's Correspondence with Richard Bentley and the Earl and Countess Harcourt [?],1937 [?],"White, London in the Eighteenth Century"
"Lewis, W. S., Ralph S. Brown et al. (eds.)",Horace Walpole's Correspondence with George Montagu 2 vols,1941,"White, London in the Eighteenth Century"
"Lewis, W. S.",Selected Letters of Horace Walpole,1973,"White, London in the Eighteenth Century"
"Lewis, W. S.",Horace Walpole's Fugitive Verses,1931,"White, London in the Eighteenth Century"
"Lillywhite, Bryant",London Coffee Houses: A Reference Book of Coffee Houses of the Seventeenth Eighteenth and Nineteenth Centuries,1963,"White, London in the Eighteenth Century"
"Little, David M. and George M. Kahrl (eds.)",The Letters of David Garrick 3 vols,1963,"White, London in the Eighteenth Century"
"Lonsdale, Roger (ed.)",Dr. Charles Burney: A Literary Biography,1965,"White, London in the Eighteenth Century"
"Lustig, Irma S. and Frederick A. Pottle (eds.)",Boswell: The Applause of the Jury 1782-1785,1981,"White, London in the Eighteenth Century"
"Lustig, Irma S. and Frederick A. Pottle (eds.)",Boswell: The English Experiment 1785-1789,1986,"White, London in the Eighteenth Century"
"Maitland, William",The History and Survey of London from Its Foundation to the Present Time 2 vols,1756,"White, London in the Eighteenth Century"
"Malcolm, James Peller",Anecdotes of the Manners and Customs of London during the Eighteenth Century,1810,"White, London in the Eighteenth Century"
"Malcolm, James Peller",Londinium Redivivum; or an Antient History and Modern Description of London 4 vols,1802,"White, London in the Eighteenth Century"
"Marshall, Dorothy",Dr. Johnson's London,1968,"White, London in the Eighteenth Century"
"Martin, Joanna (ed.)",A Governess in the Age of Jane Austen: The Journals and Letters of Agnes Porter,1998,"White, London in the Eighteenth Century"
"Masson, David (ed.)",The Collected Writings of Thomas De Quincey,1896,"White, London in the Eighteenth Century"
"Matthews, William (ed.)",The Diary of Dudley Ryder 1715-1716,1939,"White, London in the Eighteenth Century"
"Mayhew, Henry",London Labour and the London Poor 4 vols,1861,"White, London in the Eighteenth Century"
"Mayhew, Henry and John Binny",The Criminal Prisons of London and Scenes of Prison Life,1862,"White, London in the Eighteenth Century"
"Miles, William Augustus",A Letter to Sir John Fielding Knt. Occasioned by His Extraordinary Request to Mr Garrick for the Suppression of the Beggar's Opera,1773,"White, London in the Eighteenth Century"
"Mingay, G. E.",English Landed Society in the Eighteenth Century,1963,"White, London in the Eighteenth Century"
"Misson, Henri",Memoirs and Observations in His Travels over England,1719,"White, London in the Eighteenth Century"
"Mitchell, R. J. and M. D. R. Leys",A History of London Life,1958,"White, London in the Eighteenth Century"
"Moore, Lucy",The Thieves' Opera [?],1997,"White, London in the Eighteenth Century"
"Moritz, Carl Philipp",Journeys of a German in England in 1782,1795,"White, London in the Eighteenth Century"
"Morris, Corbyn",Observations on the Past Growth and Present State of the City of London,1751,"White, London in the Eighteenth Century"
"Murphy, Arthur",The Life of David Garrick Esq.,1801,"White, London in the Eighteenth Century"
"Murphy, Arthur",The Gray's-Inn Journal 2 vols,1756,"White, London in the Eighteenth Century"
"Namier, Sir Lewis and John Brooke",The History of Parliament: The House of Commons 1754-1790 3 vols,1964,"White, London in the Eighteenth Century"
"Napier, Robina (ed.)",Johnsoniana: Anecdotes of the Late Samuel Johnson LL.D. during the Last Twenty Years of His Life,1884,"White, London in the Eighteenth Century"
"Nelson, John",The History Topography and Antiquities of the Parish of St Mary Islington,1811,"White, London in the Eighteenth Century"
"Nichols, John",Literary Anecdotes of the Eighteenth Century 9 vols,1812,"White, London in the Eighteenth Century"
"Nichols, R. H. and F. A. Wray",The History of the Foundling Hospital,1935,"White, London in the Eighteenth Century"
"Noorthouck, John",A New History of London Including Westminster and Southwark,1773,"White, London in the Eighteenth Century"
"O'Keeffe, John",Recollections of the Life of John O'Keeffe Written by Himself 2 vols,1826,"White, London in the Eighteenth Century"
"Ogborn, Miles",Spaces of Modernity: London's Geographies 1680-1780,1998,"White, London in the Eighteenth Century"
Old Bailey Sessions Papers,Old Bailey Sessions Papers,1674,"White, London in the Eighteenth Century"
"Owen, David",English Philanthropy 1660-1960,1965,"White, London in the Eighteenth Century"
"Papendiek, Mrs [Charlotte]",Court and Private Life in the Time of Queen Charlotte,1887,"White, London in the Eighteenth Century"
"Parker, George",A View of Society and Manners in High and Low Life 2 vols,1781,"White, London in the Eighteenth Century"
"Paulson, Ronald",Hogarth: His Life Art and Times 2 vols,1971,"White, London in the Eighteenth Century"
"Pennant, Thomas",Some Account of London,1790,"White, London in the Eighteenth Century"
"Pennant, Thomas",A Journey from London to the Isle of Wight 2 vols,1801,"White, London in the Eighteenth Century"
"Pepys, William Weller",A Later Pepys: The Correspondence of Sir William Weller Pepys,1904,"White, London in the Eighteenth Century"
"Phillips, Hugh",The Thames about 1750,1951,"White, London in the Eighteenth Century"
"Phillips, Hugh",Mid-Georgian London,1964,"White, London in the Eighteenth Century"
"Picard, Liza",Dr Johnson's London: Life in London 1740-1770,2000,"White, London in the Eighteenth Century"
"Pinks, William J.",The History of Clerkenwell,1865,"White, London in the Eighteenth Century"
"Piozzi, Hester Lynch",Anecdotes of the Late Samuel Johnson LL.D. during the Last Twenty Years of His Life,1786,"White, London in the Eighteenth Century"
"Piozzi, Hester Lynch",Observations and Reflections Made in the Course of a Journey through France Italy and Germany,1789,"White, London in the Eighteenth Century"
"Piozzi, Hester Lynch",The Piozzi Letters,1989,"White, London in the Eighteenth Century"
"Pitt, Moses",The Cry of the Oppressed,1691,"White, London in the Eighteenth Century"
"Place, Francis",The Autobiography of Francis Place (1771-1854),1972,"White, London in the Eighteenth Century"
"Pope, Alexander",The Dunciad,1728,"White, London in the Eighteenth Century"
"Porter, Roy",London: A Social History,1994,"White, London in the Eighteenth Century"
"Pottle, Frederick A. (ed.)",Boswell's London Journal 1762-1763,1950,"White, London in the Eighteenth Century"
"Pottle, Frederick A. (ed.)",Boswell in Holland 1763-1764,1952,"White, London in the Eighteenth Century"
"Price, Cecil",The Letters of Richard Brinsley Sheridan 3 vols,1966,"White, London in the Eighteenth Century"
"Price, F. G. Hilton",A Handbook of London Bankers,1876,"White, London in the Eighteenth Century"
"Pringle, Patrick",Hue and Cry: The Birth of the British Police,1955,"White, London in the Eighteenth Century"
"Pryor, Felix (ed.)",The Faber Book of Letters,1988,"White, London in the Eighteenth Century"
"Pugh, R. B. (ed.)",The Victoria County History of Middlesex,1969,"White, London in the Eighteenth Century"
"Quennell, Peter (ed.)",Memoirs of William Hickey,1960,"White, London in the Eighteenth Century"
"Radzinowicz, Leon",A History of English Criminal Law and Its Administration from 1750 4 vols,1948,"White, London in the Eighteenth Century"
"Ralph, James",A Critical Review of the Public Buildings Statues and Ornaments in and about London and Westminster,1734,"White, London in the Eighteenth Century"
"Ramsay, W. H. [?]",Wine and Walnuts; or After Dinner Chit-Chat,1823,"White, London in the Eighteenth Century"
"Rasmussen, Steen Eiler",London: The Unique City,1934,"White, London in the Eighteenth Century"
"Reed, Joseph W. and Frederick A. Pottle (eds.)",Boswell: Laird of Auchinleck 1778-1782,1977,"White, London in the Eighteenth Century"
"Rendell, Jane",The Pursuit of Pleasure: Gender Space and Architecture in Regency London,2002,"White, London in the Eighteenth Century"
Report from the Committee Appointed to Enquire into the State of the Gaols of This Kingdom,Report from the Committee... Gaols of This Kingdom,1729,"White, London in the Eighteenth Century"
Reports from the Select Committee on the State of the Police of the Metropolis,Reports from the Select Committee... Police of the Metropolis,1816,"White, London in the Eighteenth Century"
"Reynolds, Sir Joshua",Discourses on Art,1797,"White, London in the Eighteenth Century"
"Richardson, Samuel",Pamela; or Virtue Rewarded,1740,"White, London in the Eighteenth Century"
"Richardson, Samuel",Clarissa; or The History of a Young Lady 3 vols [?],1748,"White, London in the Eighteenth Century"
"Richardson, Samuel",The History of Sir Charles Grandison 4 vols,1753,"White, London in the Eighteenth Century"
"Ritchie, James Ewing",The Night Side of London,1857,"White, London in the Eighteenth Century"
"Robinson, Henry Crabb",Diary Reminiscences and Correspondence of Henry Crabb Robinson,1869,"White, London in the Eighteenth Century"
"Robinson, Mary",Memoirs of the Late Mrs Robinson Written by Herself,1801,"White, London in the Eighteenth Century"
"Rocque, John",A Plan of the Cities of London and Westminster and Borough of Southwark,1746,"White, London in the Eighteenth Century"
"Romilly, Sir Samuel",Memoirs of the Life of Sir Samuel Romilly Written by Himself 3 vols,1840,"White, London in the Eighteenth Century"
"Rude, George",Hanoverian London 1714-1808,1971,"White, London in the Eighteenth Century"
"Rude, George",Wilkes and Liberty,1962,"White, London in the Eighteenth Century"
"Rude, George",Paris and London in the Eighteenth Century: Studies in Popular Protest,1970,"White, London in the Eighteenth Century"
"Rush, Richard",A Residence at the Court of London,1833,"White, London in the Eighteenth Century"
"Ryskamp, Charles and Frederick A. Pottle (eds.)",Boswell: The Ominous Years 1774-1776,1963,"White, London in the Eighteenth Century"
"Saussure, Cesar de (ed. Van Muyden)",A Foreign View of England in the Reigns of George I and George II,1902,"White, London in the Eighteenth Century"
"Schwarz, L. D.",London in the Age of Industrialisation: Entrepreneurs Labour Force and Living Conditions 1700-1850,1992,"White, London in the Eighteenth Century"
"Sennett, Richard",The Fall of Public Man,1977,"White, London in the Eighteenth Century"
"Sheppard, Francis",London: A History,1998,"White, London in the Eighteenth Century"
"Sherwood, Mrs [Mary]",The Life of Mrs Sherwood (Chiefly Autobiographical),1854,"White, London in the Eighteenth Century"
"Simond, Louis",An American in Regency England: The Journal of a Tour in 1810-1811,1815,"White, London in the Eighteenth Century"
"Sims, George R.",How the Poor Live and Horrible London,1889,"White, London in the Eighteenth Century"
"Smith, Adam",An Inquiry into the Nature and Causes of the Wealth of Nations,1776,"White, London in the Eighteenth Century"
"Smith, Charles Manby",Curiosities of London Life,1853,"White, London in the Eighteenth Century"
"Smith, John Thomas",Nollekens and His Times 2 vols,1828,"White, London in the Eighteenth Century"
"Smith, John Thomas",A Book for a Rainy Day; or Recollections of the Events of the Years 1766-1833,1845,"White, London in the Eighteenth Century"
"Smith, John Thomas",Vagabondiana; or Anecdotes of Mendicant Wanderers through the Streets of London,1817,"White, London in the Eighteenth Century"
"Smith, John Thomas",An Antiquarian Ramble in the Streets of London,1846,"White, London in the Eighteenth Century"
"Smith, John Thomas",The Cries of London,1839,"White, London in the Eighteenth Century"
"Smith, Sydney",The Works of Sydney Smith,1839,"White, London in the Eighteenth Century"
"Smollett, Tobias",The Expedition of Humphry Clinker,1771,"White, London in the Eighteenth Century"
"Smollett, Tobias",The Adventures of Roderick Random,1748,"White, London in the Eighteenth Century"
"Smollett, Tobias",The Adventures of Peregrine Pickle,1751,"White, London in the Eighteenth Century"
"Southey, Robert",Letters from England by Don Manuel Alvarez Espriella,1807,"White, London in the Eighteenth Century"
"Steele, Richard and Joseph Addison",The Tatler,1709,"White, London in the Eighteenth Century"
"Steele, Richard and Joseph Addison",The Spectator,1711,"White, London in the Eighteenth Century"
"Stow, John",A Survey of London,1598,"White, London in the Eighteenth Century"
"Stroud, Dorothy",George Dance Architect,1971,"White, London in the Eighteenth Century"
"Strype, John",A Survey of the Cities of London and Westminster,1720,"White, London in the Eighteenth Century"
"Summerson, John",Georgian London,1945,"White, London in the Eighteenth Century"
"Swift, Jonathan",Journal to Stella,1766,"White, London in the Eighteenth Century"
"Taine, Hippolyte",Notes on England,1872,"White, London in the Eighteenth Century"
"Thale, Mary (ed.)",The Autobiography of Francis Place,1972,"White, London in the Eighteenth Century"
"Thale, Mary (ed.)",Selections from the Papers of the London Corresponding Society,1983,"White, London in the Eighteenth Century"
"Thomas, P. D. G.",John Wilkes: A Friend to Liberty,1996,"White, London in the Eighteenth Century"
"Thornbury, Walter",Old and New London 6 vols,1873,"White, London in the Eighteenth Century"
"Timbs, John",Curiosities of London,1855,"White, London in the Eighteenth Century"
"Timbs, John",Club Life of London 2 vols,1866,"White, London in the Eighteenth Century"
"Tomalin, Claire",Mrs Jordan's Profession,1994,"White, London in the Eighteenth Century"
"Trotter, John Bernard",Memoirs of the Latter Years of the Right Honourable Charles James Fox,1811,"White, London in the Eighteenth Century"
"Trumbach, Randolph",Sex and the Gender Revolution Vol. 1: Heterosexuality and the Third Gender in Enlightenment London,1998,"White, London in the Eighteenth Century"
"Trusler, John",The London Adviser and Guide,1786,"White, London in the Eighteenth Century"
"Turberville, A. S. (ed.)",Johnson's England 2 vols,1933,"White, London in the Eighteenth Century"
"Uglow, Jenny",Hogarth: A Life and a World,1997,"White, London in the Eighteenth Century"
"Von Archenholz, J. W.",A Picture of England,1789,"White, London in the Eighteenth Century"
"Von Uffenbach, Zacharias Conrad",London in 1710: From the Travels of Zacharias Conrad von Uffenbach,1934,"White, London in the Eighteenth Century"
"Walpole, Horace",Anecdotes of Painting in England,1762,"White, London in the Eighteenth Century"
"Walpole, Horace",Journal of the Reign of King George the Third from the Year 1771 to 1783 2 vols,1859,"White, London in the Eighteenth Century"
"Walpole, Horace",Memoirs of the Reign of King George II 3 vols,1846,"White, London in the Eighteenth Century"
"Walpole, Horace",Memoirs of the Reign of King George III 4 vols,1845,"White, London in the Eighteenth Century"
"Walpole, Horace",Reminiscences Written in 1788 for the Amusement of Miss Mary and Miss Agnes Berry,1798,"White, London in the Eighteenth Century"
"Walvin, James",English Urban Life 1776-1851,1984,"White, London in the Eighteenth Century"
"Ward, Edward",The London Spy Compleat in Eighteen Parts,1703,"White, London in the Eighteenth Century"
"Ward, Robert Plumer",Memoirs of the Political and Literary Life of Robert Plumer Ward,1850,"White, London in the Eighteenth Century"
"Webb, Sidney and Beatrice",English Local Government,1906,"White, London in the Eighteenth Century"
"Weinreb, Ben and Christopher Hibbert (eds.)",The London Encyclopaedia,1983,"White, London in the Eighteenth Century"
"Wendebom, Gebhard Friedrich August",A View of England towards the Close of the Eighteenth Century 2 vols,1791,"White, London in the Eighteenth Century"
"Wesley, John",The Journal of the Rev. John Wesley 4 vols,1827,"White, London in the Eighteenth Century"
"West, Shearer",The Image of the Actor,1991,"White, London in the Eighteenth Century"
"Wheatley, Henry B.",London Past and Present: Its History Associations and Traditions 3 vols,1891,"White, London in the Eighteenth Century"
"Wheatley, Henry B. (ed.)",The Historical and the Posthumous Memoirs of Sir Nathaniel William Wraxall 5 vols,1884,"White, London in the Eighteenth Century"
"Wilkes, John",The Correspondence of the Late John Wilkes with His Friends 5 vols,1805,"White, London in the Eighteenth Century"
"Wraxall, Sir Nathaniel William",Historical Memoirs of My Own Time 2 vols,1815,"White, London in the Eighteenth Century"
"Wraxall, Sir Nathaniel William",Posthumous Memoirs of His Own Time 3 vols,1836,"White, London in the Eighteenth Century"
"Wroth, Warwick",The London Pleasure Gardens of the Eighteenth Century,1896,"White, London in the Eighteenth Century"
"Young, Arthur",The Farmer's Letters to the People of England,1768,"White, London in the Eighteenth Century"
Louis Martin de Laistre,Will of Louis Martin de Laistre (BAA A 62/63),,"Reboul, French Emigration thesis 2014"
Robert Berkeley,Correspondence from Robert Berkeley (BAA A 323),,"Reboul, French Emigration thesis 2014"
Whitley family,Estate and personal papers: Copy royal proclamation (CCA D3696/12/10),,"Reboul, French Emigration thesis 2014"
Anonymous,Letters from Frenchmen (CCA DSA/33),1792-1807,"Reboul, French Emigration thesis 2014"
John Grainger,Diaries of John Grainger of Bridge House in Cuckfield (WSRO Add Mss 30726-30728),,"Reboul, French Emigration thesis 2014"
Adam Gordon,Letters to Adam Gordon (WSRO GOODWOOD/1172),1791-1808,"Reboul, French Emigration thesis 2014"
Anonymous,Note of Collection for refugee French Clergy (WSRO PAR 28/1/1/3),1793,"Reboul, French Emigration thesis 2014"
Anonymous,Burial of the viscountess de Preissac Fezensac (WSRO PAR/429/1/1/2),,"Reboul, French Emigration thesis 2014"
Frewen family,Archive of the Frewen family of Brickwall (ESRO FRE/1556),,"Reboul, French Emigration thesis 2014"
Spence and de Bourbel families,Business correspondence (ESRO AMS5134-5335),,"Reboul, French Emigration thesis 2014"
Fanny Krumpholz,Personal correspondence of Fanny Krumpholz (ESRO HIC/1048-1059b),,"Reboul, French Emigration thesis 2014"
John Baker Holroyd Earl of Sheffield,Correspondence (ESRO AMS5440),,"Reboul, French Emigration thesis 2014"
Anonymous,Tracts (BL 4532.h.3.(1.)),,"Reboul, French Emigration thesis 2014"
John Aram,Letter by John Aram (MLF Box 5 HC 5/D/1),,"Reboul, French Emigration thesis 2014"
Anonymous,Hall Committee minute book (MLF FMS MINS/1/4),,"Reboul, French Emigration thesis 2014"
Bedford Duke of,Covent Garden Estate records (LMA E/BER/CG),,"Reboul, French Emigration thesis 2014"
Anonymous,Foundling Hospital: children admission discharge (LMA A/FH/A/09),,"Reboul, French Emigration thesis 2014"
Anonymous,Harben Miscellaneous Deeds (LMA HMD/X),,"Reboul, French Emigration thesis 2014"
Anonymous,Notification of foreign aliens Middlesex (LMA MR/A),,"Reboul, French Emigration thesis 2014"
Anonymous,Registration of places intended for worship (LMA MR/R/H),,"Reboul, French Emigration thesis 2014"
Anonymous,Prisons records Middlesex (LMA MA/G),,"Reboul, French Emigration thesis 2014"
Anonymous,Sessions Papers Middlesex (LMA MJ/SP),,"Reboul, French Emigration thesis 2014"
Anonymous,Middlesex Sessions misc (LMA MJR/Misc.5),,"Reboul, French Emigration thesis 2014"
Sun Fire Office,Records of Sun Fire Office (LMA),,"Reboul, French Emigration thesis 2014"
Saint Pancras Parish Church,Parish records,,"Reboul, French Emigration thesis 2014"
Anonymous,Notification of foreign aliens Westminster (LMA WR/A),,"Reboul, French Emigration thesis 2014"
Anonymous,Records of Roman Catholics and Non-Conformists Westminster (LMA WR/R),,"Reboul, French Emigration thesis 2014"
Erard maison Londres,Registre des ventes de harpes 1797-1917 vol.1 (Royal College of Music),1797-1917,"Reboul, French Emigration thesis 2014"
Home Office,Domestic Correspondence George III (NA HO 42/24; 27; 28),,"Reboul, French Emigration thesis 2014"
Anonymous,Alphabetically indexed list of French emigres with ages and address (SAS SC/TCBox/4/14/7),,"Reboul, French Emigration thesis 2014"
Melesina Trench,Letters from Melesina Trench to her second husband (Hampshire RO 23M93/28),,"Reboul, French Emigration thesis 2014"
Archbishop of Aix,Letters from the archbishop of Aix to 1st earl of Carnavon (Hampshire RO 75M91/A6),,"Reboul, French Emigration thesis 2014"
Anonymous,French emigres letters 2 vols (Hampshire RO 109A02),,"Reboul, French Emigration thesis 2014"
Anonymous,Copy letter about the Law family (Hampshire RO 1M44/69/4),,"Reboul, French Emigration thesis 2014"
Anonymous,Anonymous memorandum 1800 estate accounts for Twyford (Hampshire RO 46M72/F9B),1800,"Reboul, French Emigration thesis 2014"
Anonymous,Lists of refugees in Romsey (Hampshire RO 97M81/4/21),,"Reboul, French Emigration thesis 2014"
Anonymous,State of French royalists officers residing at Totton and Romsey (Hampshire RO 97M81/4/21),,"Reboul, French Emigration thesis 2014"
Wickham family,Correspondence (Hampshire RO 38M49/1),,"Reboul, French Emigration thesis 2014"
Wickham family,Papers about the French emigrants (Hampshire RO 38M49/8/125),,"Reboul, French Emigration thesis 2014"
Anonymous,Passports issued or received by the Mayor under the Aliens Act (Winchester W/D3/328/1-162),,"Reboul, French Emigration thesis 2014"
Jarnac-Lasteyrie family,Fonds Jarnac-Lasteyrie (Paris CARAN 529MI/54-64),,"Reboul, French Emigration thesis 2014"
,Albion and Evening Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Bell's Weekly Messenger,1789-1800,"Reboul, French Emigration thesis 2014"
,British Catalogue and Quarterly Theological Review,1789-1800,"Reboul, French Emigration thesis 2014"
,Caledonian Mercury,1789-1800,"Reboul, French Emigration thesis 2014"
,Cobbett's Annual Register,1789-1800,"Reboul, French Emigration thesis 2014"
,Courier and Evening Gazette,1789-1800,"Reboul, French Emigration thesis 2014"
,Courier de l'Europe,1789-1800,"Reboul, French Emigration thesis 2014"
,Critical Review or Annals of Literature,1789-1800,"Reboul, French Emigration thesis 2014"
,Diary or Woodfall's Register,1789-1800,"Reboul, French Emigration thesis 2014"
,E. Johnson's British Gazette and Sunday Monitor,1789-1800,"Reboul, French Emigration thesis 2014"
,English Chronicle or Universal Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,Evening Mail,1789-1800,"Reboul, French Emigration thesis 2014"
,Express and Evening Courier,1789-1800,"Reboul, French Emigration thesis 2014"
,Gazetteer and New Daily Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Gentleman's Magazine,1789-1800,"Reboul, French Emigration thesis 2014"
,General Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,Hampshire Telegraph and Sussex Chronicle,1789-1800,"Reboul, French Emigration thesis 2014"
,Hull Packet,1789-1800,"Reboul, French Emigration thesis 2014"
,Jackson's Oxford Journal,1789-1800,"Reboul, French Emigration thesis 2014"
,London Chronicle,1789-1800,"Reboul, French Emigration thesis 2014"
,Lloyd's Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,London Packet or New Lloyd's Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,Mirror of the Times,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Chronicle,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Herald,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Post,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Post and Daily Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Post and Fashionable World,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Post and Gazetteer,1789-1800,"Reboul, French Emigration thesis 2014"
,Morning Star,1789-1800,"Reboul, French Emigration thesis 2014"
,Oracle Bell's New World,1789-1800,"Reboul, French Emigration thesis 2014"
,Oracle and Daily Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Oracle and Public Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Public Advertiser,1789-1800,"Reboul, French Emigration thesis 2014"
,Saint James's Chronicle or the British Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,Star,1789-1800,"Reboul, French Emigration thesis 2014"
,Sun,1789-1800,"Reboul, French Emigration thesis 2014"
,Telegraph,1789-1800,"Reboul, French Emigration thesis 2014"
,Times,1789-1800,"Reboul, French Emigration thesis 2014"
,True Briton,1789-1800,"Reboul, French Emigration thesis 2014"
,Whitehall Evening Post,1789-1800,"Reboul, French Emigration thesis 2014"
,World,1789-1800,"Reboul, French Emigration thesis 2014"
"Abrantès, Laure Junot d'",Mémoires de madame la duchesse d'Abrantès,1832,"Reboul, French Emigration thesis 2014"
"Andigné, Fortuné d'",Mémoires du général d'Andigné Vol. 1: 1765-1800,1900,"Reboul, French Emigration thesis 2014"
"Arnault, Antoine Vincent",Souvenirs d'un sexagénaire,1833,"Reboul, French Emigration thesis 2014"
"Barruel, abbé",The History of the clergy during the French Revolution,1794,"Reboul, French Emigration thesis 2014"
"Bellamy, Thomas",Miscellanies: In Prose and Verse,1794,"Reboul, French Emigration thesis 2014"
"Birdwood, Vere (ed.)","So Dearly Loved, so Much Admired: Letters to Hester Pitt, Lady Chatham 1744-1801",1994,"Reboul, French Emigration thesis 2014"
"Boigne, Éléonore-Adèle d'Osmond",Mémoires de la comtesse de Boigne,1999,"Reboul, French Emigration thesis 2014"
"Boosey, Thomas",Catalogues of Foreign books on Sale by T. Boosey,1807-1814,"Reboul, French Emigration thesis 2014"
"Bouillé, Louis de",Souvenirs et fragments pour servir aux Mémoires de ma vie et de mon temps T. I 1769-mai 1792,1906,"Reboul, French Emigration thesis 2014"
"Bouillé, François-Claude-Amour",Memoirs Relating to the French Revolution,1797,"Reboul, French Emigration thesis 2014"
